iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11],gamma[12],beta[12],gamma[13],beta[13]
11,-27.38157171010971,0.589498524851072,0.5622231185531944,0.5370928114966691,0.5764831572427852,0.580005644282515,0.6204785938234229,0.6472728765887598,0.5747339833309814,0.5815922959352458,0.5970223596389054,0.6497023516461267,0.6104742190307838,0.5760120386000072,0.6004229191344127,0.6136702800335422,0.618491557517273,0.5665429918064463,0.6141625151315216,0.5456707795756335,0.5669522802606041,0.6011160800903836,0.6216552024292012,0.600171899911158,0.5541261441112509,0.580465125641725,0.5587234900157401,0.6422360158787183,0.6296492320438228
12,-27.54156818985939,0.5897243030029677,0.5594721728102002,0.527207702734597,0.5712482911712038,0.5775469882481915,0.6201650440827607,0.6499045352401359,0.576728026454235,0.5753295989826994,0.6003322669285875,0.6550170774262165,0.6053039635323443,0.5764317398249418,0.598795065173319,0.6124821268976007,0.6176207588782642,0.5650163039486492,0.6185982953666942,0.5408260017370715,0.5664759747818076,0.5963731951985509,0.6249849976730923,0.5994403363612654,0.5494061675888406,0.5763314304585194,0.5598451790805766,0.6465027419419977,0.6310827142721339
13,-27.671769589185715,0.5896666941405524,0.5573590672123704,0.5222053849540005,0.5717406924866384,0.5774133165409748,0.6215249497284868,0.6467780108749188,0.5767572518798486,0.5720138349422095,0.6003621231034492,0.6567820178731175,0.6021113225045418,0.5762352667411994,0.5976763648486592,0.6128033083195513,0.6187923929165535,0.5682711619342614,0.6165743451239849,0.5368712846825733,0.5695133528866148,0.593113329241729,0.6256037530066398,0.6003518367588405,0.5509850783061699,0.5751047790287996,0.5629698247370845,0.6484354158486139,0.6303023321903758
14,-27.7003476023674,0.5904578560503907,0.5575140296389084,0.5197916118198505,0.5694905164623001,0.5784150588247936,0.6224755595179208,0.6475537442639043,0.5790657551700478,0.5695228252735429,0.6014400210278659,0.6611148763852688,0.6027416372193583,0.5763210658867699,0.597297568879817,0.6139376921766246,0.6186884430326436,0.5664424334954425,0.6183486126615986,0.5345006835714416,0.567373357029176,0.592958494241648,0.6250529294178622,0.6009985302201502,0.5480110153939383,0.5717699401455925,0.5638589075078553,0.6507825106920121,0.6303696508232626
15,-27.706287413835526,0.5903455379493581,0.5583223342791557,0.5205532575000236,0.5699807402215952,0.5793951733015558,0.6223847436888222,0.6484097480117352,0.5794836592737411,0.570245335539197,0.6011873433758083,0.6608961188250914,0.6038757733120652,0.5762521292229263,0.5976992042768329,0.6144338585958209,0.6175620905555945,0.5656101368780856,0.617611695266397,0.5358987496901271,0.5666089811088545,0.5940067587978672,0.6250999610682705,0.6003728290739394,0.5477637152809288,0.5720674533950383,0.5633366685167851,0.65039274457285,0.630366642185198
16,-27.716433256864548,0.5906032558944756,0.5584615914348927,0.5200384659268644,0.5709717457191548,0.579788421466272,0.6226290747727935,0.6485543999549968,0.579092367191956,0.5700593517285794,0.6010353490701683,0.6600176666740366,0.6031982295562233,0.5766470358723461,0.5977193488646164,0.613930491845874,0.6180326860790993,0.5655054825671804,0.6168070075524201,0.5362204049746654,0.5670137041660811,0.5933742201316708,0.6252419609509229,0.5994874397631903,0.5481817330060492,0.5723556489803724,0.5636589942235369,0.6500072997068808,0.6301676618848068
17,-27.71676003932953,0.5906649597285794,0.5585616161222237,0.5198233205480014,0.5709242920259953,0.5799190338329854,0.6226559607827826,0.6486987566078554,0.5792892760302348,0.569887105921389,0.6011162862134802,0.660178301778723,0.6031597030283194,0.5767079830170745,0.5976646947837712,0.6139738546779215,0.617993761250351,0.5654615243000924,0.6166946013401791,0.5362735627303252,0.5668267952610626,0.5932009981637881,0.6254211496989721,0.5995601406712853,0.547959106146611,0.5723438759366372,0.5638431666969058,0.6502103386215743,0.6302239063595328
18,-27.717374682426453,0.5907622191062358,0.5585174136207263,0.5190523548226854,0.5706224050874495,0.5800283517587221,0.6227929767445552,0.6489824197110423,0.579635457310508,0.5693643785667699,0.6013160269397464,0.6607245988854934,0.60296817007005,0.5767443152700019,0.597498891682544,0.6140955677052475,0.6179697520416882,0.5652923655681271,0.616701129890325,0.5359738938230859,0.5665073132177292,0.5928115042771264,0.6257075590129911,0.5996169123715563,0.5474450752711305,0.5720693276883898,0.5641130522157705,0.6507747732145639,0.6303798728482286
19,-27.71739599108696,0.5907717979389783,0.5585147428779941,0.5189704888066058,0.5705957836108119,0.5800431126346612,0.6228081064592519,0.6490188088527122,0.5796716473387111,0.569310918769639,0.6013354097816146,0.6607777745667464,0.6029494851272112,0.5767491236278299,0.5974834948247443,0.614109851346255,0.6179608302691383,0.5652656993762718,0.6167001974309828,0.5359489048003984,0.5664718126407686,0.5927735846654865,0.6257390049903704,0.5996127008227906,0.5473922605228906,0.5720405441151861,0.5641379258269793,0.6508306705482698,0.630394951599439
20,-27.717430382966995,0.5907969758419651,0.5584560210631547,0.5185594626938312,0.5705483752358989,0.5801036816932191,0.6228842146527154,0.6491179444516374,0.5797702993671291,0.5690631966230335,0.6014063736451416,0.6609702767433092,0.6028087429282868,0.5767548632806639,0.5974071417246485,0.6141742932231987,0.6179631775949548,0.5652273586117961,0.6166118467787963,0.5357902013272544,0.5664206283050207,0.592565373104559,0.6258923015905418,0.5995860734057781,0.5472279231206357,0.571945307375684,0.564278823410711,0.6510639732178047,0.6304551693096286
21,-27.718449532985687,0.5906412946073996,0.5578984261575092,0.5174850642281557,0.5700491757115942,0.5797683159128832,0.6230474992293218,0.6492703818105178,0.5798885189015307,0.5684737590039569,0.6015723063936426,0.6616326363763809,0.6024537020524271,0.5765104621406512,0.5971486694970773,0.6145357354915116,0.6178562866809132,0.565176869739306,0.616867569842558,0.5350250552366566,0.5663383558337012,0.5922169528914074,0.6262703526092737,0.5997181778606928,0.5468510343057297,0.5716288194570083,0.5643665662264465,0.651784011426303,0.6307293148987088
22,-27.718449532985687,0.5906412946073624,0.5578984261573693,0.5174850642278724,0.5700491757114735,0.5797683159128187,0.6230474992293853,0.6492703818105561,0.5798885189015729,0.5684737590037985,0.6015723063936769,0.6616326363765676,0.6024537020523526,0.5765104621405833,0.5971486694970073,0.6145357354916304,0.617856286680891,0.5651768697392839,0.616867569842601,0.5350250552364534,0.5663383558336632,0.5922169528913219,0.6262703526093595,0.5997181778607319,0.5468510343056291,0.5716288194569153,0.5643665662264775,0.6517840114265061,0.630729314898772
