iter,energy,gamma[0],beta[0]
1,-6.462634027004242,1.427501657898175,1.356124623274506
2,-6.463957816362381,1.4209966271079522,1.3536951946451732
3,-6.464056313037872,1.420088295085471,1.3542080131651901
4,-6.464103519916534,1.418999755871997,1.3549406942062552
5,-6.464103639125824,1.4192268437280142,1.3549864266928093
6,-6.464103251695633,1.4189365249854395,1.354835442130622
