iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11],gamma[12],beta[12],gamma[13],beta[13],gamma[14],beta[14],gamma[15],beta[15]
13,-14.593603610992432,0.6031649685461945,0.7631099588248578,0.596317766798159,0.6167032201426085,0.6615607700327312,0.61392396613745,0.6038357896441938,0.643316314327838,0.6045068605585009,0.6776028843140811,0.5981724399705547,1.0945196372560348,0.7404210569296795,0.8716499836012067,0.8941457786683087,0.7940375215569544,0.5647262624943251,0.9039319633105265,0.5940792251270876,0.9311673147371808,0.6898070348380991,0.7688310704923559,0.6655634291932487,0.816892041163166,0.8875372864828622,0.5859465316155014,0.7606797591524618,0.5710679701719212,0.5972833754512257,0.5993302134104483,0.6225359186300136,0.622706871787389
14,-14.594722211360931,0.6031532734091114,0.7631127448211612,0.5964520048314905,0.6170909527550186,0.6614374047108705,0.6142382334750464,0.6036134518885381,0.6434898128669915,0.6044395210586948,0.6774741140830659,0.5983004141494636,1.0948383359936482,0.7406792790229676,0.8716203936193792,0.8946241567174973,0.7941086607958221,0.5647211690521039,0.9042959839722546,0.5940459906063905,0.9311971127603681,0.6899042669487483,0.7686686558045057,0.6658913633767818,0.8172982324071538,0.8877204308481715,0.5858830979836112,0.760681049480143,0.5710619868421047,0.5970534935489348,0.5992238256241754,0.6224480235017988,0.6224763455773435
15,-14.595224022865295,0.6030273162878284,0.763188315781717,0.5967680853906453,0.6167350613278774,0.6617176790640412,0.6141160607797957,0.60399365981227,0.6431693218307469,0.6043517515160285,0.6771076423227688,0.5982525664805446,1.0949846536113375,0.7407877884524569,0.8717984434911086,0.895187509288024,0.7943808585549592,0.564434680743944,0.9044332676887724,0.5938397795538618,0.9313950449051969,0.689916404525583,0.7689176842002895,0.6662410883765842,0.8174926414609366,0.8880706407635462,0.5859645643539966,0.7601307065367215,0.5707264904301478,0.5968843770532496,0.5992492197980396,0.6219925646924352,0.6226320864985189
16,-14.595244646072388,0.6029479982653106,0.7629976844277214,0.5969604735984345,0.6164140375580434,0.6618328833424175,0.6141078186181564,0.6041893283357385,0.6428723442960413,0.6042939440373817,0.6767450497938731,0.5982008604625132,1.095108459069125,0.7408212631540089,0.8717759878674539,0.8956006166990154,0.7944724003861384,0.5642907368258128,0.9043035667510638,0.5936051547638115,0.931366751441605,0.689902858479291,0.769075482447822,0.6664457365327133,0.8173796012553446,0.8880562015812545,0.585943459537723,0.7595533992738805,0.5706414949960451,0.5967079061843451,0.5992474189979827,0.6216740348271128,0.6228761147222011
17,-14.597093403339386,0.6030608455738772,0.7624538663166921,0.596950464129477,0.6161121188823088,0.6616892842517664,0.6140799647812022,0.6043291048706017,0.6425793298160034,0.604358168959426,0.6765654407710578,0.5979535909792035,1.0955019228047127,0.7406919636480407,0.8719061139690487,0.895767447473524,0.7943173485126628,0.5644460126823522,0.90381248012405,0.5932374440745766,0.9310979136823645,0.6897033502617603,0.7694134708000909,0.6665818118053509,0.8165935378164375,0.887953521381966,0.5857874838855385,0.759243487688826,0.5710090479481873,0.596669440716262,0.5993589463888466,0.6215574061591209,0.6234827622085451
18,-14.597589671611786,0.6031810735259824,0.7618760629204441,0.5968568823343708,0.6156805192120509,0.6615495433086159,0.6140071808891719,0.6044831231694133,0.6422265564363226,0.6044646652522756,0.676419187174495,0.5977010382965413,1.0957675039071566,0.740532887691175,0.8720531738725896,0.895837884956253,0.7941690749492051,0.5646131388845544,0.9032091202707699,0.5927786544950276,0.9307027367252361,0.6895070717884388,0.769784374525716,0.6665967541723201,0.8157160991463628,0.8876560775346614,0.5856801576867054,0.7588199670206643,0.5713827118231559,0.5966165206828684,0.5994679569800667,0.62142976002358,0.6242036208239202
19,-14.598625600337982,0.6031067203747733,0.7617202269199813,0.5968141178142174,0.6158573828942933,0.6613698143890177,0.6141164455857832,0.6043974459358958,0.6424501609242416,0.6044626265778505,0.6766217371056849,0.597644727703152,1.0959071418960897,0.7405608257109583,0.8721142115056075,0.8958082831042967,0.7940234803803119,0.5647317413312012,0.9032084659657336,0.5925723543005093,0.9306020339648058,0.6894279258542719,0.7697989029131892,0.6665310722165745,0.8156903658933718,0.8874308206252955,0.5854526413664481,0.7589778802632875,0.5714078932574319,0.5965604798353559,0.5992565303549177,0.6214790888445602,0.6240686011866349
20,-14.59892725944519,0.6030042526538724,0.7607397649004225,0.5967953411069729,0.6158624501286009,0.6608190417287991,0.6144404460953132,0.6043049831453388,0.6426383108677196,0.6044519917758295,0.6766553109851344,0.5972457491238531,1.0965080354530652,0.7405952796415695,0.8723398189623591,0.8961331233056682,0.7936094774853417,0.5651268713319236,0.902757130539479,0.5916433895989318,0.9299541412788956,0.6891133676524598,0.7701709252695093,0.6665675875183852,0.8148868917022256,0.8867878380636717,0.584744089604214,0.7587146852828482,0.5717698067890048,0.5961820756864229,0.5989441763583367,0.6213127695381565,0.624304846844996
21,-14.599345743656158,0.6028414099195889,0.7598045042426687,0.5967688870549468,0.6160186200275456,0.6602455713632002,0.6149588297870439,0.604147587139758,0.6429092119696298,0.6042896804019617,0.6767829338242202,0.596687075273091,1.0971922118754907,0.7408234978856334,0.87264633385894,0.8965775592010777,0.7931449008491367,0.565602709026112,0.9022322201184103,0.5904429251004267,0.9292988042822681,0.688820130623326,0.7705701593033668,0.6669682653210836,0.8139530112784721,0.8861547473141097,0.583965856554451,0.758788718321143,0.5723159859038903,0.5956649732334934,0.598590620656596,0.6212823635703831,0.6245301016500558
22,-14.59936636686325,0.6027785993213648,0.7595588774087186,0.5967322720980239,0.6161093734692854,0.6600631898833206,0.6151431021821527,0.6040764619464182,0.6430164772731214,0.6042175971033933,0.6768119411425363,0.596536325396242,1.0974124625540458,0.7409169928655953,0.8727441756100505,0.8967552472684862,0.7929980722159862,0.565747917004337,0.902118399035231,0.5900959504348603,0.9291152374827438,0.6887438037766068,0.7706566179539006,0.66709977808417,0.8137221262054859,0.885995956991382,0.5837434209119843,0.7588675084740523,0.5724807242811109,0.5954946380375067,0.5984813735254656,0.6212630024438499,0.6245496383675152
23,-14.600613713264465,0.6026741050848251,0.7592840612507126,0.59679326968795,0.6161452158339908,0.6599457119376313,0.615536852271961,0.604124235594565,0.6430881465018635,0.6039623966326235,0.6765958637486732,0.5962158851061274,1.0980466422886686,0.7411111662921969,0.8730236700011618,0.8974634463196706,0.7929344924850731,0.5658516729636636,0.9020068667768592,0.5893433583685789,0.929069076922728,0.6886008611161594,0.7709633575535436,0.66770047000631,0.8134455819959223,0.8861519613642102,0.583503122467612,0.7589012442622761,0.572810394809302,0.595117440516241,0.5984565485022397,0.6211256617237106,0.6247857671141653
24,-14.60139513015747,0.6026571732755707,0.7597471642341534,0.5968129998634591,0.6161543537470221,0.6601919274278364,0.6154664044265604,0.6041200446502213,0.642953323208056,0.6038577587752203,0.6765296137914881,0.5962644374804277,1.097866716855378,0.7411184816994139,0.8730246756525856,0.8975631057315081,0.7931313203058237,0.5656233706547227,0.9022185414209134,0.5896185030009807,0.9293808473570457,0.6887046393512558,0.7709262854668757,0.6678217136898582,0.8137212967792397,0.8865435902685918,0.5837427295931652,0.759050940229853,0.5727016607361586,0.5951813354094585,0.59862015531285,0.6211542568218098,0.6246756256237882
25,-14.602525234222412,0.6027946299339898,0.7600311770205436,0.5966289872226135,0.6160894741212403,0.6603005037066809,0.6152480947188347,0.6039850886988564,0.6430507565183448,0.6038634084581386,0.6766469380588293,0.5963159472838834,1.0974910875769144,0.7408347104305597,0.8728873747581335,0.8970697218099026,0.7930851426504301,0.565553386694076,0.9023596411893129,0.5900855974222707,0.9295662097952887,0.6887704427373731,0.7707158361462656,0.6674621685361164,0.8137876717817694,0.8864512607547735,0.5839310101486882,0.7594108121977785,0.572813512590541,0.5955206100303831,0.5987605974506865,0.6215185057041765,0.624482329065164
26,-14.602559685707092,0.6029565189694792,0.7602145074466057,0.5962569771424276,0.616219603543721,0.6602323447677931,0.6152019385697219,0.6038566697091197,0.6432001064848378,0.6036313391032478,0.6769841410817373,0.5960157488143453,1.0972078673630705,0.7404473574464256,0.872897726826315,0.896644098379,0.7929960504485082,0.5655885947510204,0.9023167469696909,0.5904187582852664,0.92978404999319,0.6886170523006588,0.7705445564445815,0.6671236840554773,0.8135228990449298,0.8861448360268692,0.5839621581563044,0.7599273353299761,0.5730724436620899,0.5957409769315785,0.598840288751651,0.6220904306164753,0.624323944187789
27,-14.603087842464447,0.6029905535066727,0.7601497246281429,0.596351122504476,0.6162430645113145,0.6602615887780244,0.6152263393862639,0.6038194865727387,0.6431727134285911,0.6034752794194784,0.6768392364241731,0.5961018721853723,1.0974451557773655,0.7406416319857425,0.8730005145998321,0.8970134189176696,0.7930790329150814,0.5655030158949319,0.9023419407704677,0.5902318607193426,0.9299114620359367,0.6885873681059475,0.7706073458545967,0.6673721210055834,0.8134557372003179,0.8861470659986114,0.5839950676685597,0.75966080511022,0.572945698933339,0.595758672662443,0.5988564492372175,0.62195357624958,0.6243115523905212
28,-14.603296637535095,0.6029733010450639,0.7599090400518003,0.5964110727722723,0.6162520414628604,0.6602456322208934,0.6152409636493901,0.6037986378960395,0.6431307362343021,0.6033919374170771,0.6767712293191782,0.5961048933862462,1.0977507010503904,0.74081679826785,0.8731224313191087,0.8973636443569996,0.7930611084149713,0.5655149633274349,0.902255747526082,0.5898879854637011,0.929848058533378,0.6885255529446191,0.7707567143567372,0.6676019965952742,0.8132692112852595,0.8860347555337605,0.5839030358475594,0.7593691576791994,0.5729140730351092,0.5957192340589406,0.5987894742794991,0.6217937948798682,0.6244037621504661
29,-14.603351831436157,0.6029207156467338,0.7598564522879724,0.5964392389003278,0.6162476484625661,0.6602456398742865,0.6152730046916158,0.6038005991932007,0.6431202066437713,0.6033328675399763,0.6767409291635826,0.5960778326534767,1.0979162103037214,0.7408823300450721,0.8731744546085529,0.8975274196782134,0.7930638584386904,0.565511825515785,0.9022435227753326,0.589734093657604,0.9298425913629411,0.6884978861925637,0.7708351675142529,0.6677204845390219,0.8132070826606166,0.886037824584698,0.5838808056147716,0.759290890512404,0.5729451655831665,0.5956694340518478,0.5987481415948149,0.6217280879053658,0.6244310908958893
30,-14.603407680988312,0.6029127212313445,0.7598419150068371,0.5964463309714727,0.61624773616367,0.6602434727253541,0.6152806175938647,0.6038038068894278,0.6431177921663117,0.6033282870356089,0.6767351313256008,0.5960742424777914,1.0979437595302606,0.7408970079396118,0.8731831792278788,0.897556304185506,0.7930640328849531,0.5655145954684977,0.9022384374189567,0.5897048037207874,0.9298363472070567,0.6884942949822449,0.7708490268011845,0.66774106296829,0.8131977131319927,0.8860387535308412,0.5838730490112051,0.7592731736685736,0.5729470219586633,0.59565831477808,0.5987408619543464,0.6217124724555944,0.624439854726824
31,-14.603407680988312,0.6029127212311617,0.7598419150067323,0.5964463309715373,0.6162477361636485,0.6602434727252915,0.6152806175939669,0.6038038068895669,0.6431177921662642,0.6033282870357505,0.6767351313256815,0.5960742424776381,1.097943759530359,0.7408970079396408,0.8731831792278802,0.8975563041855215,0.7930640328849214,0.5655145954686154,0.9022384374188495,0.589704803720586,0.9298363472068275,0.6884942949822331,0.7708490268013334,0.667741062968331,0.813197713131971,0.8860387535309228,0.5838730490110511,0.7592731736685617,0.5729470219587688,0.595658314777847,0.5987408619542246,0.6217124724554761,0.6244398547269912
