iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11]
11,-14.441490530967712,0.6004570643720498,0.5830300296524894,0.7420447774306409,0.5983123512714041,0.5442366000552421,0.607560073895733,0.6441638141592366,0.6244302120444482,0.8697426777834055,1.154002896850566,0.5924803348539576,0.6006699580944591,0.6422788712489693,0.6551443667306727,0.6469104132059237,1.0236211912737223,0.6000620019139882,1.482972515996448,0.5716904701992516,0.6230278939914282,0.5862305557216639,0.5456742116427192,0.6277706757910109,0.9960984095671737
12,-14.487948894500732,0.6025286735802112,0.5785058927005371,0.7439677898066765,0.6016419044743619,0.5344762610728959,0.6071814092778928,0.646837464048582,0.6382575403856652,0.8682420224038404,1.160644580731846,0.5901440589934468,0.5969554487326458,0.6476271761698581,0.6576522153203652,0.6474660564867138,1.032506129242588,0.6029409844960997,1.497337215503066,0.5698148484251707,0.6208444396765164,0.5927942623287283,0.5381951909544304,0.63750726299172,0.9947978893785434
13,-14.567935228347778,0.6041813969880585,0.5755652496827929,0.7449660587693924,0.6008979900140726,0.530089118701618,0.6068741514455478,0.6462292907597635,0.6409066044481815,0.8645143847354795,1.1491993427522045,0.5892566643666001,0.597907886050242,0.6505392034351811,0.6590768514250713,0.6480863838203172,1.031994116600262,0.6041014541222868,1.4889795657404636,0.5697130101149901,0.6249415197896184,0.5987442625178434,0.5363216950407758,0.6422796882591603,0.9851463882158217
14,-14.577579736709595,0.6058431079967611,0.5735775231759928,0.7457862184296933,0.6012587454585698,0.5276233227373065,0.6067414520651908,0.6455767289257702,0.6436070131860383,0.8628675476161903,1.1447128928117039,0.5874878732220323,0.5975707798739254,0.652044025118297,0.6607464537807008,0.6476408136243214,1.031750135490165,0.604590375483749,1.4876100357178288,0.5688339174737578,0.6273792325719763,0.6014937866393445,0.535877044863949,0.6456131539067023,0.9811763360626361
15,-14.58981442451477,0.6059092340200568,0.5740329915602137,0.7464085454682794,0.6017435190080344,0.5279545927954971,0.6068753679028535,0.6448317677780752,0.643181708691664,0.8637335825319951,1.1444208601812405,0.5865389127982087,0.5971586426189351,0.650989937379451,0.6623273553672838,0.645244986611702,1.0307447241196497,0.6041736528494731,1.4895028722526382,0.5676331126376928,0.6280095668687546,0.6001472496463781,0.5380645003581029,0.6452251501338163,0.9826556497938803
16,-14.597799062728882,0.606714384285458,0.5733869676321552,0.7471983136431544,0.6020242036108542,0.5262005086129723,0.606669865020604,0.6448019318802545,0.6458585896133342,0.8634496749200214,1.1455655942516758,0.585630056291722,0.5967419310758783,0.6511216043130176,0.6626967696024961,0.6448431069384247,1.0310863145830067,0.605218661300663,1.4916672157691313,0.5667055503410958,0.6274565703460058,0.6015990307638105,0.5375075719201771,0.645769145347853,0.982301146624449
17,-14.599895596504211,0.6066641707706985,0.5737338816157556,0.7474230498247758,0.6019917787446326,0.5255028916736452,0.6065648017918026,0.6447177243682476,0.6465876068299934,0.8630399430959499,1.1450616870666974,0.5855358559312804,0.5964195829838121,0.6509680870409119,0.662951661125034,0.6444400854593385,1.0307677486128253,0.6053521557262884,1.4913475646961891,0.565971037537703,0.6276248527821816,0.6020461807912699,0.5377309610868143,0.6455445578821546,0.9822408561337375
18,-14.600365042686462,0.6066639755042558,0.5746729744090812,0.7481763470009923,0.6018738687934158,0.5230663114703189,0.6061609280375873,0.6443021511576876,0.6491838591012662,0.8615180742874252,1.1431074116150206,0.5850960822557963,0.5953745418178982,0.6505834247239323,0.6638753689196223,0.6431840692469665,1.0296461175052973,0.6058224396745241,1.4901006379716841,0.563626680765239,0.6282719242735901,0.6037501492074019,0.5384139099269236,0.6450406758380154,0.9815985836110801
19,-14.602307677268982,0.6054747574257797,0.5751252878527456,0.7481200473504598,0.6013899850351425,0.5229566612618372,0.606425186508074,0.6443599056936115,0.6483021402415913,0.8625826973374159,1.1431864883819742,0.5857686201893929,0.596045733486197,0.6505777828978854,0.6632549770547578,0.6436194731456635,1.0298062452615067,0.6058896680831347,1.4904781743736202,0.5636066611857844,0.6280666472166746,0.6035710472444595,0.5379165767576521,0.6451695318333889,0.98235819969043
20,-14.60306829214096,0.6049208334973397,0.5748566590122579,0.7485658608077251,0.6014491994091123,0.5224550105734062,0.6065813826125489,0.6444211997900423,0.6483668906168925,0.86291783743599,1.1419114376675765,0.5851004704102076,0.5965748796142769,0.6511839418025426,0.6636284872572997,0.6432451536376758,1.0301707204151376,0.6061339841143589,1.490950193681698,0.5633140766809809,0.6289763325799766,0.6040530899320503,0.5376588530687585,0.6458765397013424,0.982012662643195
21,-14.60306829214096,0.604920833497178,0.5748566590122706,0.7485658608078303,0.6014491994090889,0.522455010573205,0.6065813826125594,0.644421199790056,0.6483668906170144,0.8629178374359948,1.1419114376672839,0.5851004704101029,0.5965748796143482,0.6511839418026365,0.6636284872574033,0.6432451536375796,1.030170720415155,0.6061339841144519,1.49095019368169,0.5633140766808489,0.628976332580096,0.6040530899322089,0.5376588530687543,0.6458765397013864,0.9820126626430967
