iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
2,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
3,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
4,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
5,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
6,-6.2994252145290375,0.6224999999999998,0.5399999999999998,0.6225000000000003,0.6225000000000003
7,-6.322772443294525,0.6266015625,0.5615625000000001,0.6448828125,0.6055078125000003
8,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
9,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
10,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
11,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
12,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
13,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
14,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
15,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
16,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
17,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
18,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
19,-6.462417006492615,0.6610253906249997,0.48539062499999974,0.6580957031250001,0.5807519531250007
20,-6.463449448347092,0.6716892327101958,0.4895317940844687,0.6601957520698487,0.5796844607098328
21,-6.463537961244583,0.668679805189913,0.4958162336629174,0.6637308576203393,0.5815312908628593
22,-6.46357935667038,0.6656415224462964,0.5000156359174615,0.6604733888124904,0.5790841829399809
23,-6.463808506727219,0.6680471862887044,0.49229031588030225,0.6566968567783319,0.5844824122067915
24,-6.463808506727219,0.6680471862887044,0.49229031588030225,0.6566968567783319,0.5844824122067915
25,-6.463976979255676,0.6692369198009482,0.49201892771771244,0.6601086337453979,0.5806011873439245
26,-6.464014261960983,0.6678018453671861,0.49468648426378614,0.6614234085362755,0.5814083394805709
27,-6.464014261960983,0.6678018453671861,0.49468648426378614,0.6614234085362755,0.5814083394805709
