iter,energy,gamma[0],beta[0]
1,-2.041643138974905,0.645,0.5399999999999998
2,-2.883193143643439,0.6075000000000002,0.5099999999999996
3,-2.883193143643439,0.6075000000000002,0.5099999999999996
4,-4.4318145383149385,0.6000000000000003,0.35999999999999877
5,-6.490833103656769,0.5062500000000003,0.4049999999999987
6,-7.494226112961769,0.49875000000000047,0.2549999999999979
7,-14.0773344039917,0.30750000000000055,0.26999999999999735
8,-14.0773344039917,0.30750000000000055,0.26999999999999735
9,-16.200404509902,0.10875000000000079,0.134999999999996
10,-16.26126889884472,0.11625000000000063,0.2849999999999968
11,-16.26126889884472,0.11625000000000063,0.2849999999999968
12,-16.26126889884472,0.11625000000000063,0.2849999999999968
13,-16.69174227118492,0.1359375000000007,0.19874999999999643
14,-16.69174227118492,0.1359375000000007,0.19874999999999643
15,-16.69174227118492,0.1359375000000007,0.19874999999999643
16,-16.69174227118492,0.1359375000000007,0.19874999999999643
17,-16.69174227118492,0.1359375000000007,0.19874999999999643
18,-16.711454272270203,0.1458581542968757,0.21528808593749657
19,-16.717783123254776,0.13372283935546944,0.21773803710937153
20,-16.717783123254776,0.13372283935546944,0.21773803710937153
21,-16.717783123254776,0.13372283935546944,0.21773803710937153
22,-16.717886686325073,0.13697947025299145,0.21997758865356098
23,-16.719202548265457,0.13808847069740365,0.21642212390899312
24,-16.719202548265457,0.13808847069740365,0.21642212390899312
25,-16.719202548265457,0.13808847069740365,0.21642212390899312
26,-16.719252914190292,0.1365206714719541,0.21669337481259954
27,-16.719286233186722,0.1370209882222123,0.2154856156557764
28,-16.71932277083397,0.1374296502722434,0.21625580957159055
29,-16.71932277083397,0.1374296502722434,0.21625580957159055
30,-16.71932277083397,0.1374296502722434,0.21625580957159055
31,-16.71932277083397,0.1374296502722434,0.21625580957159055
32,-16.71932277083397,0.1374296502722434,0.21625580957159055
33,-16.71932277083397,0.1374296502722434,0.21625580957159055
34,-16.71932277083397,0.1374296502722434,0.21625580957159055
35,-16.71932277083397,0.1374296502722434,0.21625580957159055
36,-16.71932277083397,0.1374296502722434,0.21625580957159055
37,-16.71932277083397,0.1374296502722434,0.21625580957159055
38,-16.71932277083397,0.1374296502722434,0.21625580957159055
39,-16.71932277083397,0.1374296502722434,0.21625580957159055
40,-16.71932277083397,0.1374296502722434,0.21625580957159055
41,-16.71932277083397,0.1374296502722434,0.21625580957159055
42,-16.71932277083397,0.1374296502722434,0.21625580957159055
43,-16.71932277083397,0.1374296502722434,0.21625580957159055
44,-16.71932277083397,0.1374296502722434,0.21625580957159055
45,-16.71932277083397,0.1374296502722434,0.21625580957159055
46,-16.71932277083397,0.1374296502722434,0.21625580957159055
47,-16.71932277083397,0.1374296502722434,0.21625580957159055
48,-16.71932277083397,0.1374296502722434,0.21625580957159055
49,-16.71932277083397,0.1374296502722434,0.21625580957159055
50,-16.71932277083397,0.1374296502722434,0.21625580957159055
51,-16.71932277083397,0.1374296502722434,0.21625580957159055
52,-16.71932277083397,0.1374296502722434,0.21625580957159055
53,-16.71932277083397,0.1374296502722434,0.21625580957159055
54,-16.71932277083397,0.1374296502722434,0.21625580957159055
55,-16.71932277083397,0.1374296502722434,0.21625580957159055
