iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3]
1,-5.905205819755793,0.6,0.6,0.6,0.6,0.63,0.6,0.6,0.6
2,-6.23339369893074,0.6140625000000002,0.5428124999999999,0.6140625,0.5887499999999999,0.6140625,0.6140625,0.6140625,0.6140625
3,-6.23339369893074,0.6140625000000002,0.5428124999999999,0.6140625,0.5887499999999999,0.6140625,0.6140625,0.6140625,0.6140625
4,-6.23339369893074,0.6140625000000002,0.5428124999999999,0.6140625,0.5887499999999999,0.6140625,0.6140625,0.6140625,0.6140625
5,-6.23339369893074,0.6140625000000002,0.5428124999999999,0.6140625,0.5887499999999999,0.6140625,0.6140625,0.6140625,0.6140625
6,-6.351210713386536,0.5982147216796874,0.5636077880859374,0.6061248779296873,0.5697875976562496,0.6377655029296874,0.5665155029296873,0.6377655029296871,0.6377655029296874
7,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
8,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
9,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
10,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
11,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
12,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
13,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
14,-6.391519114375114,0.5983634948730469,0.5666404724121091,0.6056144714355468,0.5723052978515623,0.6346183776855466,0.6093058776855468,0.6346183776855466,0.5971183776855468
15,-6.432129472494125,0.610537213146599,0.5532607816027301,0.6072130404961352,0.5870334316202205,0.6554292588298264,0.5817893667881434,0.6213310151164476,0.6098047046725693
16,-6.432129472494125,0.610537213146599,0.5532607816027301,0.6072130404961352,0.5870334316202205,0.6554292588298264,0.5817893667881434,0.6213310151164476,0.6098047046725693
17,-6.438498318195343,0.607886061826516,0.5533948176090371,0.6243552103853427,0.5943600911526479,0.6201253411883363,0.5569841681292154,0.6715015277976049,0.5977353338861711
18,-6.456194758415222,0.6124702935873519,0.5459975788562575,0.6313435633925778,0.5560307595209494,0.642572384467197,0.5715093820796696,0.6396672221923597,0.6150169611068793
19,-6.456194758415222,0.6124702935873519,0.5459975788562575,0.6313435633925778,0.5560307595209494,0.642572384467197,0.5715093820796696,0.6396672221923597,0.6150169611068793
20,-6.456194758415222,0.6124702935873519,0.5459975788562575,0.6313435633925778,0.5560307595209494,0.642572384467197,0.5715093820796696,0.6396672221923597,0.6150169611068793
21,-6.456194758415222,0.6124702935873519,0.5459975788562575,0.6313435633925778,0.5560307595209494,0.642572384467197,0.5715093820796696,0.6396672221923597,0.6150169611068793
22,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
23,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
24,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
25,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
26,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
27,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
28,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
29,-6.457787573337555,0.6320805910957145,0.5391474138262234,0.6118749746656785,0.5721574851742953,0.6352354919243538,0.584591805234593,0.6541214964156415,0.6006748099716875
30,-6.459658265113831,0.6258794383851007,0.548417014645818,0.6281221620527663,0.579273705871967,0.6386794365892298,0.5569014859685278,0.6597402642255987,0.5906218657898883
31,-6.459658265113831,0.6258794383851007,0.548417014645818,0.6281221620527663,0.579273705871967,0.6386794365892298,0.5569014859685278,0.6597402642255987,0.5906218657898883
32,-6.460145533084869,0.6145012743330331,0.5478223578166732,0.6276508200362548,0.5841014399684135,0.6291518489969121,0.5609921940685798,0.6648856446631506,0.5974439655129925
33,-6.460599303245544,0.6159698748972823,0.5417863139301182,0.6344022595370831,0.5778736882140424,0.632920616537423,0.5767483036793968,0.6560464172017766,0.590307528406331
34,-6.460599303245544,0.6159698748972823,0.5417863139301182,0.6344022595370831,0.5778736882140424,0.632920616537423,0.5767483036793968,0.6560464172017766,0.590307528406331
35,-6.461709916591644,0.6187030254830939,0.559070652375216,0.6307945919879487,0.5653473015448238,0.6260161031704208,0.567280633226194,0.667420055814718,0.5897670847836636
36,-6.461709916591644,0.6187030254830939,0.559070652375216,0.6307945919879487,0.5653473015448238,0.6260161031704208,0.567280633226194,0.667420055814718,0.5897670847836636
37,-6.461709916591644,0.6187030254830939,0.559070652375216,0.6307945919879487,0.5653473015448238,0.6260161031704208,0.567280633226194,0.667420055814718,0.5897670847836636
38,-6.463021904230118,0.6222096675520774,0.5507137456993709,0.6242676859336345,0.5687923630927025,0.6286592600615197,0.5726528506798831,0.668022089835751,0.5882516371418001
39,-6.463021904230118,0.6222096675520774,0.5507137456993709,0.6242676859336345,0.5687923630927025,0.6286592600615197,0.5726528506798831,0.668022089835751,0.5882516371418001
40,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
41,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
42,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
43,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
44,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
45,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
46,-6.463482439517975,0.6280141695451739,0.5427470125958211,0.6205995765139345,0.5736023289481207,0.6309932110469453,0.5748432760115101,0.6618520552569764,0.5954109615223391
47,-6.463592171669006,0.6211979354059476,0.5529575777039716,0.6294376464988058,0.5692308271751905,0.6260935524086363,0.5684568400643062,0.6700130833824534,0.5887204793325229
48,-6.463592171669006,0.6211979354059476,0.5529575777039716,0.6294376464988058,0.5692308271751905,0.6260935524086363,0.5684568400643062,0.6700130833824534,0.5887204793325229
49,-6.463671088218689,0.6271504725235096,0.5451803042279191,0.6276519890783948,0.5746956738753252,0.6224296459241999,0.5682944690427534,0.6759814884638364,0.5865369664051632
50,-6.463841676712036,0.6268187202754565,0.5436419365056012,0.6314137074428812,0.5703484032270396,0.6250515363974685,0.5629086805638066,0.6754165764939446,0.5907952752467343
51,-6.463841676712036,0.6268187202754565,0.5436419365056012,0.6314137074428812,0.5703484032270396,0.6250515363974685,0.5629086805638066,0.6754165764939446,0.5907952752467343
52,-6.463841676712036,0.6268187202754565,0.5436419365056012,0.6314137074428812,0.5703484032270396,0.6250515363974685,0.5629086805638066,0.6754165764939446,0.5907952752467343
53,-6.463880151510239,0.6238217205025989,0.5480281467506036,0.6262240058566702,0.569839904218483,0.6267313952461941,0.5717931344890608,0.669589248537758,0.5889891119253164
54,-6.463920295238495,0.6229460022274673,0.5454350812382381,0.6294043104661209,0.572441772314073,0.6268824784767015,0.571935865729913,0.6682107705924072,0.5892669104258976
