iter,energy,gamma[0],beta[0]
1,-2.155010052025318,0.645,0.5399999999999998
2,-3.1093535209074616,0.6075000000000002,0.5099999999999996
3,-3.1093535209074616,0.6075000000000002,0.5099999999999996
4,-4.807756481692195,0.6000000000000003,0.35999999999999877
5,-7.361802123486996,0.5062500000000003,0.4049999999999987
6,-8.5204848498106,0.49875000000000047,0.2549999999999979
7,-16.774843007326126,0.30750000000000055,0.26999999999999735
8,-16.774843007326126,0.30750000000000055,0.26999999999999735
9,-19.49549601972103,0.10875000000000079,0.134999999999996
10,-19.573623165488243,0.11625000000000063,0.2849999999999968
11,-19.573623165488243,0.11625000000000063,0.2849999999999968
12,-20.060976415872574,0.16125000000000067,0.22499999999999665
13,-20.081162720918655,0.12375000000000072,0.19499999999999637
14,-20.081162720918655,0.12375000000000072,0.19499999999999637
15,-20.120324313640594,0.13593750000000066,0.2287499999999966
16,-20.128531754016876,0.14554687500000069,0.21843749999999656
17,-20.13281735777855,0.13224609375000068,0.2092968749999965
18,-20.135961949825287,0.13741699218750067,0.22130859374999656
19,-20.1371611058712,0.14018920898437567,0.21687011718749655
20,-20.138557970523834,0.13552459716796944,0.2141931152343715
21,-20.138557970523834,0.13552459716796944,0.2141931152343715
22,-20.13878133893013,0.1347765541076667,0.21602485656737933
23,-20.138988494873047,0.13639376163482733,0.21676454544067036
24,-20.138988494873047,0.13639376163482733,0.21676454544067036
25,-20.138988494873047,0.13639376163482733,0.21676454544067036
26,-20.13903784751892,0.1361689004302032,0.215846489667889
27,-20.13903784751892,0.1361689004302032,0.215846489667889
28,-20.139044493436813,0.13642078293487497,0.21638628445565355
29,-20.139044493436813,0.13642078293487497,0.21638628445565355
30,-20.13906168937683,0.1363960529468029,0.21622424486092878
31,-20.13906168937683,0.1363960529468029,0.21622424486092878
32,-20.13906168937683,0.1363960529468029,0.21622424486092878
33,-20.13906168937683,0.1363960529468029,0.21622424486092878
34,-20.13906168937683,0.1363960529468029,0.21622424486092878
35,-20.139076471328735,0.13640056822003382,0.21623647695748896
36,-20.139076471328735,0.13640056822003382,0.21623647695748896
37,-20.139076471328735,0.13640056822003382,0.21623647695748896
38,-20.139076471328735,0.13640056822003382,0.21623647695748896
39,-20.139076471328735,0.13640056822003382,0.21623647695748896
40,-20.139076471328735,0.13640056822003382,0.21623647695748896
41,-20.139076471328735,0.13640056822003382,0.21623647695748896
42,-20.139076471328735,0.13640056822003382,0.21623647695748896
43,-20.139076471328735,0.13640056822003382,0.21623647695748896
44,-20.139076471328735,0.13640056822003382,0.21623647695748896
45,-20.139076471328735,0.13640056822003382,0.21623647695748896
46,-20.139076471328735,0.13640056822003382,0.21623647695748896
47,-20.139076471328735,0.13640056822003382,0.21623647695748896
48,-20.139076471328735,0.13640056822003382,0.21623647695748896
49,-20.139076471328735,0.13640056822003382,0.21623647695748896
50,-20.139076471328735,0.13640056822003382,0.21623647695748896
51,-20.139076471328735,0.13640056822003382,0.21623647695748896
52,-20.139076471328735,0.13640056822003382,0.21623647695748896
