iter,energy,gamma[0],beta[0]
1,-1.8149095103144646,0.645,0.5399999999999998
2,-2.4308726117014885,0.6075000000000002,0.5099999999999996
3,-2.532910890877247,0.6787500000000002,0.3749999999999991
4,-3.083043019287288,0.6412500000000003,0.34499999999999886
5,-3.083043019287288,0.6412500000000003,0.34499999999999886
6,-3.9444234520196915,0.5550000000000006,0.41999999999999904
7,-4.983185455203056,0.5268750000000009,0.2774999999999983
8,-7.521186053752899,0.34031250000000157,0.3562499999999984
9,-9.029841035604477,0.19078125000000234,0.11062499999999698
10,-9.049886109307408,0.0042187500000030465,0.18937499999999707
11,-9.049886109307408,0.0042187500000030465,0.18937499999999707
12,-9.704079329967499,0.1950000000000054,0.2531249999999977
13,-9.704079329967499,0.1950000000000054,0.2531249999999977
14,-9.704079329967499,0.1950000000000054,0.2531249999999977
15,-9.704079329967499,0.1950000000000054,0.2531249999999977
16,-9.868969738483429,0.13226806640625455,0.22775390624999747
17,-9.868969738483429,0.13226806640625455,0.22775390624999747
18,-9.868969738483429,0.13226806640625455,0.22775390624999747
19,-9.87198492884636,0.1557499694824263,0.21713745117187244
20,-9.876258373260498,0.1328824996948284,0.2095651245117161
21,-9.879273056983948,0.13829215049744095,0.22055259704589586
22,-9.88024890422821,0.1456686472892805,0.2160981559753392
23,-9.88024890422821,0.1456686472892805,0.2160981559753392
24,-9.880667507648468,0.13992109939456426,0.21778715014457445
25,-9.880877017974854,0.14011316131800847,0.2154439517855618
26,-9.88092851638794,0.14284288882278345,0.21635685347020367
27,-9.88092851638794,0.14284288882278345,0.21635685347020367
28,-9.880972415208817,0.1409421934228201,0.21602213335688897
29,-9.880974352359772,0.14129605167764095,0.21651663489988746
30,-9.880987226963043,0.14198100568650698,0.21631311879929593
31,-9.880987226963043,0.14198100568650698,0.21631311879929593
32,-9.880987226963043,0.14198100568650698,0.21631311879929593
33,-9.880994081497192,0.14163426071317853,0.21619127950210637
34,-9.880994081497192,0.14163426071317853,0.21619127950210637
35,-9.880994081497192,0.14163426071317853,0.21619127950210637
36,-9.880995064973831,0.14163710602577545,0.21634034440042993
37,-9.881000071763992,0.1418076331998428,0.21625219915070115
38,-9.881000071763992,0.1418076331998428,0.21625219915070115
39,-9.881003677845001,0.14174332984549293,0.216266620507059
40,-9.881003677845001,0.14174332984549293,0.216266620507059
41,-9.881003677845001,0.14174332984549293,0.216266620507059
42,-9.881003677845001,0.14174332984549293,0.216266620507059
43,-9.881003677845001,0.14174332984549293,0.216266620507059
44,-9.881003677845001,0.14174332984549293,0.216266620507059
45,-9.881003677845001,0.14174332984549293,0.216266620507059
46,-9.881003677845001,0.14174332984549293,0.216266620507059
47,-9.881003677845001,0.14174332984549293,0.216266620507059
48,-9.881003677845001,0.14174332984549293,0.216266620507059
49,-9.881003677845001,0.14174332984549293,0.216266620507059
50,-9.881003677845001,0.14174332984549293,0.216266620507059
51,-9.881003677845001,0.14174332984549293,0.216266620507059
52,-9.881003677845001,0.14174332984549293,0.216266620507059
53,-9.881003677845001,0.14174332984549293,0.216266620507059
54,-9.881003677845001,0.14174332984549293,0.216266620507059
55,-9.881003677845001,0.14174332984549293,0.216266620507059
56,-9.881003677845001,0.14174332984549293,0.216266620507059
57,-9.881003677845001,0.14174332984549293,0.216266620507059
58,-9.881003677845001,0.14174332984549293,0.216266620507059
59,-9.881003677845001,0.14174332984549293,0.216266620507059
60,-9.881003767251968,0.1417433368216516,0.21626663859689538
61,-9.881003767251968,0.1417433368216516,0.21626663859689538
