iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2]
1,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
2,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
3,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
4,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
5,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
6,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
7,-9.469266161322594,0.615,0.615,0.5399999999999998,0.6150000000000004,0.6150000000000004,0.6150000000000004
8,-9.607450023293495,0.5903978052126203,0.6372016460905351,0.5231824417009602,0.6265020576131693,0.6342798353909475,0.616131687242799
9,-9.607450023293495,0.5903978052126203,0.6372016460905351,0.5231824417009602,0.6265020576131693,0.6342798353909475,0.616131687242799
10,-9.67499166727066,0.6038553574150286,0.6233584819387293,0.49084285932022553,0.6265592135345232,0.6403863740283505,0.6081229995427536
11,-9.70379601418972,0.6147426713407512,0.6239429964944371,0.5312747040593405,0.608910227099528,0.6495686633135197,0.5946989788142057
12,-9.78567185997963,0.6170231502650344,0.6338993039678912,0.487296313231384,0.6043494386018401,0.6418940202204958,0.6309566631102993
13,-9.787848368287086,0.6273065871846549,0.6417422818337316,0.4866008456253844,0.631478263814799,0.6282043726396732,0.6047323409371886
14,-9.787848368287086,0.6273065871846549,0.6417422818337316,0.4866008456253844,0.631478263814799,0.6282043726396732,0.6047323409371886
15,-9.787848368287086,0.6273065871846549,0.6417422818337316,0.4866008456253844,0.631478263814799,0.6282043726396732,0.6047323409371886
16,-9.787848368287086,0.6273065871846549,0.6417422818337316,0.4866008456253844,0.631478263814799,0.6282043726396732,0.6047323409371886
