iter,energy,gamma[0],beta[0],phi[0],gamma[1],beta[1],phi[1],gamma[2],beta[2],phi[2],gamma[3],beta[3],phi[3],gamma[4],beta[4],phi[4],gamma[5],beta[5],phi[5],gamma[6],beta[6],phi[6],gamma[7],beta[7],phi[7],gamma[8],beta[8],phi[8],gamma[9],beta[9],phi[9],gamma[10],beta[10],phi[10],gamma[11],beta[11],phi[11]
25,-16.802787125110626,0.5929890838326763,0.6042599789457812,0.6274443485800787,0.6498227629752346,0.6182812377688248,0.6068338246106875,0.5713984069257717,0.5375698376417808,0.5158069797198159,0.620488744480636,0.638385009952095,0.6625466883700588,0.586866463493089,0.5898050387575933,0.5743220791063792,0.5289507002161321,0.5833919715575153,0.6363168179845907,0.5963387921499731,0.6584212524631843,0.6234314329712336,0.5619503685602695,0.5566849410422573,0.5866131649058013,0.554835284704424,0.6358043864552553,0.7183981633131031,0.6232312780266542,0.6612761087246496,0.5583162115252597,0.5633710160434381,0.6307361126264066,0.6071124172755001,0.66556453050571,0.5976320446438661,0.550256088488632
26,-16.802858144044876,0.5930282338704695,0.6041989473116042,0.6273503219240764,0.6497677898508741,0.6182943556746262,0.6068694940327636,0.5714202888797465,0.5375962648488307,0.5159169854174837,0.6204360726444271,0.6383263506459401,0.6624589931805749,0.5868910196724395,0.5898358414599778,0.5743460673150904,0.5290158171633896,0.5834311503947951,0.6362395304362748,0.596353331954004,0.6583866405459278,0.623349052555802,0.5619767989923437,0.556750965337771,0.5866073393052694,0.5548163584803099,0.6358054609699045,0.7183501439784781,0.6232540565770153,0.6611982214956201,0.5583642648782183,0.5635113196091073,0.6308052395765219,0.6071260908716359,0.6656011496415287,0.5976599855997318,0.5503078682003325
27,-16.802890121936798,0.5930213428822101,0.6041901015088474,0.627340687863138,0.649796237031683,0.618282976758439,0.6068403103523249,0.5714304398352362,0.5375616622448667,0.5158966807785929,0.6204595105245889,0.6383549928085109,0.662509046070438,0.5868581150698041,0.5898299324188769,0.5743467484962095,0.5289919104521017,0.5834217059031994,0.6362739954604723,0.5963493004663102,0.6583866958919484,0.6233911159437557,0.5619568563958313,0.5567145225890057,0.5866036085715702,0.5548249009127124,0.6358353849776752,0.7183697119944971,0.6232335318721258,0.6612210024312195,0.558382320765252,0.5634603429386053,0.6307782717392959,0.6071570824904641,0.6655816017125368,0.5976441072652103,0.5503065565029046
28,-16.802969932556152,0.5930256555672826,0.6040818029769137,0.627188284967729,0.6497915187897507,0.6182225518367759,0.6067748264109362,0.571413223956389,0.5376430655443231,0.515987870241669,0.620608475618894,0.6384451129634512,0.6624214525187131,0.5868607086411874,0.5898722375809232,0.5743691895652734,0.529030063236335,0.5834005176412395,0.6362568571351249,0.5964435319565811,0.6583041606137653,0.6234448957199975,0.5620488284461566,0.5567528782154878,0.586643964186584,0.5548025126136956,0.6358119732832137,0.7183006690570904,0.6232666830889981,0.6611462288574481,0.5585780076490492,0.563437712386518,0.6306444371867527,0.6072210287367517,0.6655111047536022,0.5975834829031559,0.5504215282911104
29,-16.802987933158875,0.5931233522780596,0.6041230333375665,0.6271888861896894,0.6498318179188121,0.6183016179070002,0.6067453031120473,0.5713635332992377,0.5375987539800331,0.5160718928701128,0.6205582966296574,0.6384363894005808,0.6623477154257131,0.586854949775969,0.5898736600125958,0.5743927258466672,0.5291293330975727,0.5834619206039264,0.6362498239764353,0.5965189752020511,0.6582891383240207,0.6233811719118989,0.5620918156404283,0.5567315254328803,0.5866402206103906,0.5548649874161894,0.6358550406622634,0.7182525306165594,0.6232216360366317,0.6610988383651243,0.5586205996135676,0.5635755184019432,0.630676238721906,0.607213346758693,0.6655695465792391,0.59764388200894,0.5504427228510348
30,-16.802988797426224,0.5931887380527078,0.604137898612659,0.6271532389202195,0.6498923769236603,0.6183731861819208,0.6067266947895317,0.5713012849850213,0.5376010856697578,0.516151835039873,0.6205918413564744,0.6385039054969226,0.6622150134575248,0.5868843217711048,0.5898754414661256,0.57441190576593,0.5292048135688039,0.5834987310673918,0.636238935011899,0.596648374693451,0.6582490786341818,0.6233486381668759,0.5621830835046715,0.5567312490839531,0.5866609903216959,0.5548970794915479,0.6358378776499878,0.7181772824979269,0.6232260201047866,0.6610362707686092,0.5586831320300985,0.5636758504222179,0.6306244478750128,0.6071970515822163,0.665588061494865,0.5976666242863385,0.5504852689042637
31,-16.802993535995483,0.5931887571837614,0.6041378951148609,0.6271532229064904,0.6498923871177721,0.6183732081418962,0.6067266901704104,0.5713012752461034,0.5376010837927317,0.5161518648919025,0.6205918458351015,0.6385039180071614,0.6622149800186606,0.5868843256577396,0.5898754445433605,0.5744119115643489,0.5292048354361031,0.5834987414296503,0.636238926909419,0.5966484063130642,0.6582490685857739,0.6233486271373313,0.5621831059175747,0.5567312506937856,0.5866609938674276,0.5548970883066244,0.635837879833793,0.7181772628691667,0.6232260174592917,0.6610362557728301,0.5586831542289217,0.5636758845209133,0.6306244388991709,0.6071970542020898,0.6655880682894572,0.597666632922493,0.5504852814497228
32,-16.803014397621155,0.5931794438353957,0.6041154517013028,0.6271227785305177,0.6498895276861193,0.6184091772980725,0.6067572535424525,0.5713172912547677,0.537618987169912,0.5161559815165465,0.6206219521655683,0.6385276791109136,0.6621669383240403,0.5869019351897531,0.5898654972909102,0.5744037412850198,0.5291994838946541,0.5834792391859285,0.6362029517577587,0.5966868138165522,0.6582516849568248,0.6233477742973786,0.5622102639715175,0.556749207852596,0.5866598106939668,0.5548795073716265,0.6358077607173168,0.7181636372223558,0.6232494720008549,0.661040949964416,0.5586970710276984,0.5636964824832511,0.6306029399288323,0.6071900896583657,0.6655855400196603,0.5976415749583037,0.5504874940323545
33,-16.80330929160118,0.5931182723186725,0.6039601637871499,0.6269156342963936,0.6498926938788552,0.61872377698013,0.6070093350626626,0.5714640172142029,0.5377037819818851,0.5161422816039575,0.6208301905151774,0.6386936119586439,0.661853516335341,0.587002917742392,0.5897500599163553,0.5743328089552749,0.5291347799711194,0.5833173621948484,0.6359361485898921,0.5969683354834721,0.658303320530311,0.6233571076283281,0.5623749056058552,0.556849259865043,0.5866180244978402,0.5547655730364107,0.6356139710015224,0.7180937801214877,0.6234067799874168,0.6611168333046982,0.5587752213458286,0.5638451413897325,0.6304749714884471,0.6071321066796601,0.6655934996184497,0.5974331739257742,0.5504716599176253
34,-16.803342461586,0.593103540583496,0.6039269815659667,0.6268678830661524,0.6498980033555258,0.6188057118828367,0.6070704150620173,0.5714979604404671,0.5377213333747001,0.5161379462530522,0.6208780463837695,0.6387358857507625,0.6617710607300621,0.5870291931937326,0.5897217112780175,0.5743173406937756,0.5291227012360888,0.5832802280843284,0.6358721805605886,0.5970405478337041,0.6583164938348842,0.6233559695126495,0.5624169610247876,0.5568708713579015,0.5866083022770489,0.5547409501832883,0.63556723936944,0.7180729499275775,0.6234441996969069,0.6611321361694987,0.5587939755881518,0.563887733796334,0.6304431988990168,0.6071157047481225,0.6655984447884196,0.5973854029611617,0.5504682786003966
