iter,energy,gamma[0],beta[0],phi[0],gamma[1],beta[1],phi[1],gamma[2],beta[2],phi[2],gamma[3],beta[3],phi[3],gamma[4],beta[4],phi[4],gamma[5],beta[5],phi[5],gamma[6],beta[6],phi[6],gamma[7],beta[7],phi[7],gamma[8],beta[8],phi[8],gamma[9],beta[9],phi[9],gamma[10],beta[10],phi[10],gamma[11],beta[11],phi[11],gamma[12],beta[12],phi[12],gamma[13],beta[13],phi[13]
11,-27.245083928108215,0.2687250646165241,0.06038597034660633,0.0,0.7090646566676143,0.04907880901780377,0.9086552518357542,0.98541155351562,0.010673611318917343,0.9991166613371751,0.02946373910608906,0.9870668040768433,0.9914031481754513,0.04253934126873266,0.9388400835462527,0.9907929630798993,1.0,0.9847040733293673,0.984409664874696,1.0,1.0,0.9575104760557085,0.0,1.0,0.9924458621205043,0.9790533243855778,0.0481339371369127,0.996375889910773,1.0,0.9527034711611466,0.996690396117519,1.0,0.9608560895071249,0.0,0.0,1.0,1.0,0.9989688209920564,0.04134556523826431,0.0,0.0004411427354683792,1.0,0.9822593104393613
12,-27.31324079632759,0.2677963184604429,0.059696743888295024,0.0,0.7071677427200073,0.05407441813190109,0.9112076481128667,0.9906513336346746,0.0054588163467881035,0.9986092114452697,0.026530130441243586,0.9876913907594863,0.9919006756249297,0.042705525358513845,0.9353481430247553,0.9897578423323532,1.0,0.9851435767676634,0.986912064358969,1.0,1.0,0.9575990064614687,0.0,1.0,0.9916630841395526,0.9783702289760997,0.048359869706144525,0.9978072202861725,1.0,0.9535114012950264,1.0,1.0,0.9619840282360461,0.0,0.0,1.0,1.0,1.0,0.040572380256121934,0.0,0.0,1.0,0.9844125642528287
13,-27.376588493585587,0.2680405744705101,0.06054665468493302,0.0,0.7049102870268715,0.05588249487418152,0.909277607907449,0.993285148667905,0.004851303289783427,0.999314024360736,0.026206406781187734,0.9874096226110072,0.9923669674294632,0.044097407515264,0.9323108018950496,0.9901746126360781,1.0,0.9856106576315479,0.9884305043109676,1.0,1.0,0.9550948688302842,0.0,1.0,0.9916956065960113,0.9776474580624053,0.049090981349755744,0.9978180468149349,1.0,0.9535521309740062,1.0,1.0,0.9622083954069802,0.0,0.0,1.0,0.9999064216433017,1.0,0.041909877672834,0.0,0.0,1.0,0.9842125780880073
14,-27.43753257393837,0.2679129476103625,0.06138465574550208,0.0,0.7013885693042339,0.05953724901546187,0.9066593532859967,0.9991036141130394,0.0029658461757057085,1.0,0.025008635969947943,0.9870941427037432,0.9923917019865873,0.04548699812507328,0.927244135312243,0.990961675454991,1.0,0.9861994271510237,0.9912303345805067,1.0,1.0,0.9516187328933093,0.0,1.0,0.991211389477726,0.9772693126729195,0.049894477141424795,0.9976474819373172,1.0,0.9540865625370883,1.0,1.0,0.9626928218301295,0.0,0.0,0.9996195003051477,0.9990928075157864,0.9997338984229461,0.04212784138752562,0.0,0.0,1.0,0.9836621709579821
15,-27.45605394244194,0.2671571747814774,0.060210411846740794,0.0,0.7016029382382623,0.059935066851746786,0.9068966320821356,1.0,0.002480895928194472,1.0,0.024986441149733907,0.9870646406003842,0.992198628451011,0.04535235194470453,0.9265482829196401,0.9920965434384816,1.0,0.9861300854415401,0.9926239527429288,1.0,1.0,0.9511799474415238,0.0,1.0,0.991164627908428,0.9779742607204036,0.05038985537693062,0.9978067596719293,1.0,0.9550713309991175,1.0,1.0,0.9632185925290327,0.0,0.0,1.0,0.9987861694120244,0.9995991029347457,0.04170037481538736,0.0,0.0,1.0,0.9841070338337687
16,-27.472292989492416,0.2666843768837284,0.0596656387629265,0.0,0.7019905434398309,0.059433648920130366,0.9068008226821955,1.0,0.0024171781051345064,1.0,0.025004886872447087,0.9866659840852389,0.9917143407594915,0.04421281665221649,0.927145722120834,0.9934542628728211,1.0,0.9857566011572101,0.9931186552688928,1.0,1.0,0.9515736444107232,0.0,1.0,0.991069335817114,0.9783520511540471,0.05040335815950764,0.9976186175625809,1.0,0.955058268281449,1.0,1.0,0.9635819226431828,0.0,0.0,1.0,0.9982145512334776,0.9992448420962072,0.04081193255390576,0.0,0.0,1.0,0.9843004968725664
17,-27.483692049980164,0.2657019958623678,0.058902513135809145,0.0,0.7010626973355131,0.05987323907391218,0.905762473891464,1.0,0.002079411262244614,1.0,0.024419896578637405,0.9849588425768198,0.9905782293288434,0.04176480734342607,0.9278414306346784,0.9969412675107139,1.0,0.9840867494148923,0.9946043911542666,1.0,1.0,0.9525321154082877,0.0,1.0,0.990725236429006,0.9789967466158656,0.051273086648867094,0.9976206649647171,1.0,0.9538582019254898,1.0,1.0,0.9640704103344988,0.0,0.0,1.0,0.9968311137501907,0.9982848580469752,0.03848074343293802,0.0,0.0,1.0,0.9847368389750896
18,-27.496808737516403,0.26552661758714174,0.05904833379852811,0.0,0.7004496396750529,0.06054884655273844,0.9056290567535781,1.0,0.0012067883552475908,1.0,0.024421107434112403,0.9854563350684066,0.9909605040847419,0.04223302951805291,0.9269800405019258,0.9967829801739931,1.0,0.9841360224420989,0.9945447742104077,1.0,1.0,0.9520271415948539,0.0,1.0,0.9905509486931989,0.9787358957617222,0.05146640183978925,0.997948874809761,1.0,0.9537285288286108,1.0,1.0,0.964685277476749,0.0,0.0,1.0,0.9972632110200534,0.9983948705062342,0.03875698151372994,0.0,0.0,1.0,0.9851646516635219
19,-27.504578590393066,0.2649009416163009,0.05941980364570842,0.0,0.698607039277901,0.061994657321709244,0.9046599091650652,1.0,0.0,1.0,0.024719398242557627,0.9856410474999233,0.9911899716749734,0.042515861218637395,0.9256337411384453,0.9977752214306893,1.0,0.9831869247283794,0.9947075770227055,1.0,1.0,0.9513002298640236,0.0,1.0,0.9900988697802128,0.9783588908850588,0.05249513566509445,0.9982026898767898,1.0,0.9529142085456513,1.0,1.0,0.9657083308502364,0.0,0.0,1.0,0.9975567155034538,0.9983241285846685,0.03838543031931453,0.0,0.0,1.0,0.9861998920608303
20,-27.510895371437073,0.2648797186462874,0.05940366530810866,0.0,0.6985636691828193,0.062247533145570084,0.904616457313093,1.0,0.0,1.0,0.024641395616243306,0.9853407005771008,0.9911269586464784,0.04261168962208458,0.9254321207182052,0.9982996579918963,1.0,0.9831743017309499,0.9950383516273653,1.0,1.0,0.9512096910327812,0.0,1.0,0.9901641462649177,0.9786223244897388,0.05232365342681993,0.9980795498603197,1.0,0.9532398364468571,1.0,1.0,0.9657035575958284,0.0,0.0,1.0,0.9975842358992603,0.9984512006862973,0.03854804803637091,0.0,0.0,1.0,0.9862805670356183
21,-27.5215565264225,0.26464750551331134,0.05886816484946375,0.0,0.6985978232462771,0.0626382665209256,0.9042509598645239,1.0,0.0,1.0,0.024314663096110994,0.9840145378060424,0.9908448980211805,0.04232454673180613,0.9250129692812382,1.0,1.0,0.9828140183278663,0.9965698196741957,1.0,1.0,0.9511481393353651,0.0,1.0,0.9904440137672891,0.9797991128737434,0.05175638736593655,0.9972943207263045,1.0,0.9543251457553352,1.0,1.0,0.9661443906652657,0.0,0.0,1.0,0.9976716217398829,0.9987912845416694,0.03863274670718073,0.0,0.0,1.0,0.9867952139776222
22,-27.525083661079407,0.26448010637435615,0.058873745713143015,0.0,0.6982291037006385,0.0630298147596023,0.9040356674507427,1.0,0.0,1.0,0.02441628355762133,0.9839437176356444,0.9909358683794369,0.04254102738305232,0.9245459811137772,1.0,1.0,0.9826784273797698,0.9967211746372329,1.0,1.0,0.9509507308189439,0.0,1.0,0.9904441773380145,0.9799138669880405,0.051854569229933783,0.9971094365864176,1.0,0.9544907234548032,1.0,1.0,0.9663828445623392,0.0,0.0,1.0,0.9978602833670209,0.9989579258592091,0.03882384896432607,0.0,0.0,1.0,0.9870672043497262
23,-27.531001687049866,0.2642172750045754,0.05895854907501311,0.0,0.6974054486419029,0.06394240398915597,0.9035982526948559,1.0,0.0,1.0,0.02465415847371982,0.9840168633995803,0.990968839717659,0.04311814537121149,0.9236535348997235,1.0,1.0,0.9824231870067385,0.9967715632087452,1.0,1.0,0.9506752095785065,0.0,1.0,0.9903289879379659,0.9800066429143864,0.05229826656169845,0.9968605103903206,1.0,0.9545482722224866,1.0,1.0,0.9668992287691716,0.0,0.0,1.0,0.9982347855982258,0.9991997462443779,0.03899371655870972,0.0,0.0,1.0,0.9874515211894488
24,-27.53501546382904,0.2639940749199474,0.0588578704679035,0.0,0.6961796444439796,0.06551773242782062,0.9029840000778183,1.0,0.0,1.0,0.025133027362176198,0.9838979227343321,0.9910005182012211,0.044246748511878126,0.9220286510381824,1.0,1.0,0.9819028558332688,0.9973079968732077,1.0,1.0,0.9500812791914264,0.0,1.0,0.9901351526759836,0.9807014262611279,0.052796235161905555,0.9962014323795667,1.0,0.955283290503982,1.0,1.0,0.9681087528344895,0.0,0.0,1.0,0.9990362250374191,0.9998978325371519,0.039447338736797406,0.0,0.0,1.0,0.9884469936176812
25,-27.539003163576126,0.2636717183867257,0.058487283961583626,0.0,0.6950455490254679,0.06682055190051878,0.9026120547433925,1.0,0.0,1.0,0.025528600322445468,0.9833556140598099,0.9906797414817935,0.04478192132313401,0.92093984305438,1.0,1.0,0.981584992753646,0.9982434092485336,1.0,1.0,0.9498698510244006,0.0,1.0,0.9900846864343108,0.9816610141867618,0.05325219527836798,0.9955950592126239,1.0,0.9562737193787599,1.0,1.0,0.9693865685776594,0.0,0.0,1.0,0.9996403308720375,1.0,0.03971013396012649,0.0,0.0,1.0,0.9892717020019373
26,-27.544444382190704,0.2634386006436932,0.05783073110804536,0.0,0.6944653633257925,0.06775658867478837,0.9026188342941232,1.0,0.0,1.0,0.02580722604766142,0.9825505923352,0.9902521692975762,0.04481710818586655,0.9203649332222871,1.0,1.0,0.981508098038817,0.9991325346533187,1.0,1.0,0.9498969261015057,0.0,1.0,0.9899286326154908,0.9824321492293645,0.05366872062149668,0.9952257348199101,1.0,0.9571231751342731,1.0,1.0,0.9704038810836292,0.0,0.0,1.0,1.0,1.0,0.03983676317855202,0.0,0.0,1.0,0.9898836259607575
27,-27.550251603126526,0.2630434052493522,0.05598078466128269,0.0,0.6947488997981083,0.06822303884188712,0.9034096554757765,1.0,0.0,1.0,0.02576234905392839,0.9807939880908811,0.9890570559114376,0.043594366684852434,0.920781841333175,1.0,1.0,0.9818673517109865,1.0,1.0,1.0,0.9507488949270133,0.0,1.0,0.989817228848745,0.9837205898833052,0.05392626738252938,0.9950473936066705,1.0,0.9586925682976641,1.0,1.0,0.971803158901399,0.0,0.0,1.0,1.0,1.0,0.03953673018109544,0.0,0.0,1.0,0.9904846969428505
28,-27.55542853474617,0.26300642086407544,0.055536011619599056,0.0,0.6946572004631597,0.06823354576267726,0.9032761489290225,1.0,0.0,1.0,0.025616743700544117,0.9806344407298188,0.9890324954513716,0.043752403320449156,0.9206604504597998,1.0,1.0,0.981675934248625,1.0,1.0,1.0,0.9509365679642188,0.0,1.0,0.989725244421019,0.9834753792337863,0.05384644577590483,0.9950824956687497,1.0,0.9587118199629944,1.0,1.0,0.9717679787190203,0.0,0.0,1.0,1.0,1.0,0.03958923038013553,0.0,0.0,1.0,0.9905677745032925
29,-27.570815354585648,0.26282745207548336,0.05178274946700948,0.0,0.6946819008897668,0.06773063436799785,0.9028011132587396,1.0,0.0,1.0,0.02430110141933648,0.9792026607587315,0.9887882630215483,0.04446556070800372,0.9204487680056217,1.0,1.0,0.9807788303245027,1.0,1.0,1.0,0.9524603242508801,0.0,1.0,0.9891646397421764,0.981685419569525,0.05288134213094457,0.9955775763696105,1.0,0.9591086219835712,1.0,1.0,0.971369908124157,0.0,0.0,1.0,1.0,1.0,0.039961788058877394,0.0,0.0,1.0,0.990936250662335
30,-27.57292675971985,0.262719367285412,0.04973054210859328,0.0,0.6945252269940363,0.06773557591351656,0.9028043165752357,1.0,0.0,1.0,0.023930637999113945,0.9781900808042479,0.9883669936983468,0.04437056922799537,0.9203537827292193,1.0,1.0,0.9804934411254053,1.0,1.0,1.0,0.9533634114760877,0.0,1.0,0.9887485343705399,0.9812495651595122,0.05263442499368577,0.995845427603736,1.0,0.959650487347548,1.0,1.0,0.9716309521723424,0.0,0.0,1.0,1.0,1.0,0.040019478515859484,0.0,0.0,1.0,0.9912945407835959
31,-27.580504536628723,0.2625872413899047,0.04922623334291014,0.0,0.6941254874266359,0.06803325219655323,0.9029076697519403,1.0,0.0,1.0,0.024030246636169,0.9779247623089584,0.9880318764221696,0.04413692638196685,0.9201517707260093,1.0,1.0,0.9805769213691133,1.0,1.0,1.0,0.9535461169385185,0.0,1.0,0.9884521659064509,0.9814553044417866,0.05291855916111869,0.9959567762170669,1.0,0.960039935103122,1.0,1.0,0.9723100583215244,0.0,0.0,1.0,1.0,1.0,0.03991718736302414,0.0,0.0,1.0,0.9915323527310504
32,-27.581733018159866,0.2618884505952725,0.045095887283105276,0.0,0.6914443543391414,0.06949317350993131,0.9030639585265519,1.0,0.0,1.0,0.024319366092524917,0.9760906467257509,0.9862180335048308,0.04326485197466761,0.9186484666207063,1.0,1.0,0.9805908983765212,1.0,1.0,1.0,0.9550664740096744,0.0,1.0,0.9865109138841881,0.9816923510956946,0.05400764906543478,0.9969186617225057,1.0,0.9620835516614905,1.0,1.0,0.9757447872459176,0.0,0.0,1.0,1.0,1.0,0.03966508969069598,0.0,0.0,1.0,0.993055650694941
33,-27.59296628832817,0.26216130111930674,0.04620056370233177,0.0,0.6922673120093625,0.06912213498912528,0.9028376461179352,1.0,0.0,1.0,0.023783997123875047,0.9765683700685165,0.9867982885124298,0.04366199067023485,0.9188141687077827,1.0,1.0,0.9806087072745764,1.0,1.0,1.0,0.9545987831664358,0.0,1.0,0.9872338097670418,0.9815807026186535,0.05358563666573981,0.9965236319697368,1.0,0.9614547889492854,1.0,1.0,0.9746751415684698,0.0,0.0,1.0,1.0,1.0,0.04002898297196423,0.0,0.0,1.0,0.9927312331672642
34,-27.594471603631973,0.2623988665915751,0.04711548808678171,0.0,0.6926296268469984,0.06893557015527953,0.9025607304138803,1.0,0.0,1.0,0.02345303505188531,0.9769507572020709,0.9870949111170325,0.04388729300672112,0.9188005964109051,1.0,1.0,0.9806619227644252,1.0,1.0,1.0,0.954222681897019,0.0,1.0,0.9876607270046858,0.9815340357442827,0.05345267995965731,0.9963357636836212,1.0,0.9610491173872434,1.0,1.0,0.9740314261712455,0.0,0.0,1.0,1.0,1.0,0.04030852436000556,0.0,0.0,1.0,0.9925660221557561
35,-27.59543576836586,0.2624785461666824,0.0475275109481604,0.0,0.6925711731088575,0.06915264969727226,0.9022013199097915,1.0,2.352925107737862e-05,1.0,0.023086677853230143,0.977017908254914,0.9872259094368069,0.04420126993965951,0.9184342920456722,1.0,1.0,0.9806032755241251,1.0,1.0,1.0,0.9539182779304219,0.0,1.0,0.9880422643486475,0.9816901930426554,0.0534219443539131,0.9962419707545112,1.0,0.9609225748709875,1.0,1.0,0.9739919577369708,0.0,0.0,1.0,1.0,1.0,0.04070821375890157,0.0,0.0,1.0,0.9927169695413857
36,-27.598677814006805,0.26245709346847407,0.04777200751572557,0.0,0.6921629568866683,0.06966923647200093,0.9019612099842114,1.0,0.0,1.0,0.022767367137203558,0.9768844101996459,0.9871225322346525,0.04420349554782003,0.917828366348713,1.0,1.0,0.9806527767378472,1.0,1.0,1.0,0.9536802646731711,0.0,1.0,0.9882885311124233,0.9821878240215489,0.05359288792940534,0.9962372858722742,1.0,0.9610207431560728,1.0,1.0,0.9744420132367742,0.0,0.0,1.0,1.0,1.0,0.04108249914157305,0.0,0.0,1.0,0.9930542635667727
37,-27.602424919605255,0.26233085937174744,0.04841108467298056,0.0,0.6904540819162649,0.07175131096623587,0.9010253239628939,1.0,0.0,1.0,0.022519886299947982,0.976214117294781,0.9866219330764797,0.04418310061472399,0.9153922531612241,1.0,1.0,0.9808171767485151,1.0,1.0,1.0,0.9528733357914487,0.0,1.0,0.9884158345510828,0.9823814420274398,0.05428149455926514,0.996272275478133,1.0,0.9614444469186203,1.0,1.0,0.9747198280550011,0.0,0.0,1.0,1.0,1.0,0.04254159412240087,0.0,0.0,1.0,0.9931297635864936
38,-27.60452601313591,0.2621966462326709,0.04838631669998791,0.0,0.6904666717218313,0.07173620319955612,0.9005643433622658,1.0,0.0,1.0,0.02301998253246415,0.9762262865759369,0.9862404619678179,0.04467211356103191,0.915435539991148,1.0,1.0,0.9803153732151191,1.0,1.0,1.0,0.9523858288246926,0.0,1.0,0.9879101434090429,0.9823904559954387,0.05476534098740522,0.9962741826483794,1.0,0.9613663901241086,1.0,1.0,0.9747327618411414,0.0,0.0,1.0,1.0,1.0,0.042519829085294066,0.0,0.0,1.0,0.992709264080576
39,-27.605819642543793,0.2622083172893364,0.0482087772915079,0.0,0.6902742080440316,0.07161565669229589,0.9005420690314097,1.0,0.0,1.0,0.02305479600108463,0.9761308089672649,0.9862202524109581,0.04454729424943749,0.9154343549647979,1.0,1.0,0.9802041479254597,1.0,1.0,1.0,0.9524268030308479,0.0,1.0,0.9878954516306759,0.9824958436441313,0.05478723032914898,0.9962584064008543,1.0,0.9614255322040173,1.0,1.0,0.9749296786989908,0.0,0.0,1.0,1.0,1.0,0.042551321770059464,0.0,0.0,1.0,0.9926322759814494
40,-27.607683807611465,0.2621533770568754,0.04777310299302113,0.0,0.6898756280545051,0.07141338995903304,0.9002474955230968,1.0,1.865087574778102e-05,1.0,0.02336679044089326,0.9759145811860646,0.9859863975593762,0.04443202669399051,0.9155282307135183,1.0,1.0,0.9797242152452732,1.0,1.0,1.0,0.9522729849791589,0.0,1.0,0.9876032350424696,0.9826999398241943,0.05506589939346638,0.9962362408266635,1.0,0.9615155005872551,1.0,1.0,0.9753520803082087,0.0,0.0,1.0,1.0,1.0,0.042584775196628344,0.0,0.0,1.0,0.9922175496430762
41,-27.608743101358414,0.26213251019755635,0.04762057473805239,0.0,0.6897450634408518,0.07136353754232229,0.900165015090419,1.0,0.0,1.0,0.02329257283106129,0.975839710184839,0.9859286763865233,0.04427355307208311,0.9155805636614691,1.0,1.0,0.9795960366460182,1.0,1.0,1.0,0.9523660262577642,0.0,1.0,0.9876071312991751,0.9827151565225553,0.05507257157930388,0.9962512695668312,1.0,0.9615427093030964,1.0,1.0,0.9755382923698419,0.0,0.0,1.0,1.0,1.0,0.04262862572832363,0.0,0.0,1.0,0.9921969724199959
42,-27.61189439892769,0.26213888131499163,0.047315211307831444,0.0,0.689546716362612,0.07134645086488774,0.9001530743596451,1.0,0.0,1.0,0.02281593873461286,0.9757107610378831,0.9859534924885381,0.04375496195617118,0.9157112311195608,1.0,1.0,0.9795576718400089,1.0,1.0,1.0,0.9528038294994255,0.0,1.0,0.9878488299462755,0.9826645445932193,0.05485506332388693,0.9963288507832466,1.0,0.9616052934956117,1.0,1.0,0.9758836927984872,0.0,0.0,1.0,1.0,1.0,0.04271816114782036,0.0,0.0,1.0,0.9923897689310908
43,-27.61419552564621,0.262145572292419,0.047056183608742856,0.0,0.6894726403892252,0.07146619349122536,0.9002593736711971,1.0,0.0,1.0,0.021944507356257296,0.9757044253731126,0.9860249684308187,0.042943314867332515,0.9158565334237025,1.0,1.0,0.97972689872358,1.0,1.0,1.0,0.9535924193091703,0.0,1.0,0.9883676364725207,0.9824519934257917,0.05444468284954968,0.9964191864293636,1.0,0.9616585053953626,1.0,1.0,0.9762501259136583,0.0,0.0,1.0,1.0,1.0,0.042851129347553,0.0,0.0,1.0,0.9929018389035941
44,-27.61816081404686,0.2622946312407901,0.04617574369539752,0.0,0.6891166377103082,0.07147740791283967,0.9001540398964367,1.0,0.0,1.0,0.021190393931228825,0.9755777721594338,0.9858804449590592,0.04196525426440214,0.9160496938003826,1.0,1.0,0.9795454241907364,1.0,1.0,1.0,0.9545386273971683,0.0,1.0,0.9887155502436813,0.9823036746304206,0.05420079039284394,0.9966534800442659,1.0,0.961800840056532,1.0,1.0,0.9770633477407438,0.0,0.0,1.0,1.0,1.0,0.04311566263588695,0.0,0.0,1.0,0.9933252375532681
45,-27.623396426439285,0.2622933730506948,0.04494751034590498,0.0,0.6884693478124964,0.07136615285090513,0.8998033431158945,1.0,0.0,0.9999984801212382,0.020726172834076764,0.9753073280795956,0.9855379935876539,0.04102983126217412,0.9162334638448435,1.0,1.0,0.9790864644724059,1.0,1.0,1.0,0.9553405424977731,0.0,1.0,0.9888935214468033,0.9823241372557597,0.05421934882853503,0.996936578991174,1.0,0.9620682102868389,1.0,1.0,0.9781221587064706,0.0,0.0,1.0,1.0,1.0,0.04330959221598633,0.0,0.0,1.0,0.9933190559921479
46,-27.627398163080215,0.2622454738334706,0.04025019317799093,0.0,0.6860480198429552,0.07086856855552841,0.8983015749209912,1.0,0.0,1.0,0.01974293915349703,0.9743862214843931,0.9840512273752048,0.03824701773947804,0.9167647847009347,1.0,1.0,0.9771721147918385,1.0,1.0,1.0,0.9577780285837076,0.0,1.0,0.9891300089461269,0.9826379504185935,0.0546653418222845,0.9980159963258405,1.0,0.9629373617160055,1.0,1.0,0.9818140366576636,0.0,0.0,1.0,1.0,1.0,0.04405088050349148,0.0,0.0,1.0,0.9929513808180414
