iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4]
0,-14.996644781902432,0.591180919110775,0.6093510150909424,0.6022738724946975,0.6160677842795849,0.6076049081981182,0.6157186314463615,0.6022416114807129,0.6101833529770374,0.5715126752853393,0.6066105723381042
1,-15.649776130914688,0.5888407941907644,0.6109351202845573,0.608879316970706,0.6215743267908692,0.61858249027282,0.6213890252634883,0.6085147973150015,0.6164546417072415,0.5505686750635505,0.6060916189104318
2,-16.029597759246826,0.5900503363460302,0.609714525192976,0.6148219112306833,0.6246714362874627,0.6255205938592553,0.6244861012324691,0.6140353459864855,0.6218453230336308,0.5347566021606326,0.6026623699814081
3,-16.26747627556324,0.592511061951518,0.6075755417346954,0.6192979332059622,0.6269166538491845,0.6294817173853516,0.6266399895772338,0.6179917830973863,0.6269623482599854,0.5225314510986209,0.5984695892781019
4,-16.4189945012331,0.5950827937573194,0.6051900818943977,0.6226138960570097,0.6284584248438477,0.6319457659497857,0.6280390968546271,0.6207061860710382,0.6316693941131234,0.5131054459139704,0.5944004993885755
5,-16.514981791377068,0.597289290651679,0.60288075953722,0.6250642355531454,0.6294951209798455,0.633555113710463,0.6289148977026343,0.6225035492330789,0.6359104881063103,0.5058593539521098,0.5908064063638448
6,-16.574851036071777,0.5989802073687315,0.6008039847016334,0.6268610995262861,0.6302166724577546,0.6346442693844437,0.6294616213068366,0.6236364621669054,0.6396323287859559,0.500326888076961,0.587826569005847
7,-16.611979320645332,0.6001973416656256,0.5989706948399544,0.6281966011971235,0.630681655742228,0.6354072088375687,0.6297437151893973,0.6243395883589983,0.6428277114406228,0.4961511133238673,0.5854045044630766
8,-16.63499580323696,0.6010034572333097,0.5973750114440918,0.6291938241571188,0.6309820482507348,0.6359314689412713,0.6298646008595824,0.6247452948242426,0.6455363700166344,0.4929991004988551,0.5834674429148435
9,-16.64936836063862,0.6015052687376737,0.5959841594099998,0.6299420561641454,0.631153910793364,0.6362946325913071,0.6299008851870894,0.6249509755522012,0.6477868700399995,0.49062391500920055,0.5819199051707983
10,-16.65846672654152,0.6017644446343183,0.5947903677821159,0.6304974373430013,0.6312421107664704,0.6365214282646775,0.6298689296469092,0.6250417236238718,0.6496579790487885,0.48882600050419567,0.5806790035218
11,-16.664214223623276,0.6018532928079366,0.5937452673912048,0.6308956112712621,0.6312785590067506,0.6366798946633935,0.629795347712934,0.6250449497252702,0.6511859515681863,0.4874679384753108,0.5797005858272314
12,-16.668000519275665,0.6018150564283132,0.5928497523069381,0.6311850365251302,0.6312687838450074,0.6367717305198312,0.6296984305605292,0.6250009912997484,0.6524251172319054,0.48642488699406383,0.578909095749259
13,-16.670472770929337,0.6016959514468908,0.5920630007982254,0.6313851293176412,0.6312286401167512,0.6368103245273232,0.6296069970354438,0.6249306131154299,0.6534204402938485,0.48562263827770946,0.5782733377069235
14,-16.67217120528221,0.6015134122222662,0.5913954734802246,0.6315132644027471,0.6311603182926774,0.6368122765794396,0.6294972499832511,0.6248452145606279,0.6542168030515313,0.48499872665852306,0.5777405615895986
15,-16.673347115516663,0.6012795682996511,0.5908140152692795,0.6315902736037969,0.6310748750343919,0.6368038425222039,0.6293815871700644,0.624743901565671,0.6548598924651742,0.4844933388754725,0.57730234824121
16,-16.674205124378204,0.60100920163095,0.5902912378311157,0.6316219236701727,0.6309829944744706,0.6367602119222283,0.6292816003784537,0.6246368069201708,0.6553633281961083,0.4840840188786387,0.5769324567168951
17,-16.674873381853104,0.6007305946201086,0.5898258000612259,0.6316170658916235,0.6308775091543793,0.636711142398417,0.6291732093319297,0.6245323795825243,0.6557472268119454,0.48374337833374736,0.5766136910766363
18,-16.67539495229721,0.600439515337348,0.589413633942604,0.6315813478082418,0.6307641411200166,0.636636502481997,0.6290640881285071,0.6244264770299196,0.6560517469421029,0.4834433881565928,0.57633140347898
19,-16.67580297589302,0.600127350911498,0.5890480488538742,0.6315160509198904,0.6306532317772507,0.6365586439147591,0.6289584537968039,0.6243172366172075,0.6562706748023629,0.48318200688809154,0.5760949071496725
20,-16.67617028951645,0.5998301323503256,0.5887269288301468,0.6314519014209509,0.6305228317156434,0.6364879081025719,0.6288550993427634,0.6242068637162447,0.6564304301515221,0.48293665926903484,0.5758851137012243
21,-16.676500231027603,0.5995206501334905,0.5884272515773773,0.631369274482131,0.6303915226832032,0.6364081123843789,0.6287578096613288,0.624098427966237,0.6565332034602761,0.48271764200180767,0.5756939020007849
22,-16.676812440156937,0.5992134477943182,0.5881623834371567,0.6312770064920187,0.6302598411217332,0.6363149950280785,0.6286440094932914,0.6239909905940294,0.6566035369411111,0.48250579219311474,0.5755175616592169
23,-16.677105575799942,0.5989055749028921,0.5879117459058761,0.6311699416488409,0.6301372641697526,0.6362149039283395,0.6285418024286628,0.6238813776522875,0.6566363641992211,0.48230690639466045,0.5753440525382757
24,-16.677346259355545,0.598596778139472,0.5876679331064224,0.631058793887496,0.6300150448456406,0.6361208179965615,0.6284446319565177,0.6237717051059007,0.6566455731168389,0.48211578410118816,0.5752046372741461
25,-16.67758560180664,0.5983002450317144,0.5874379336833954,0.6309445615857839,0.6298838997259736,0.6360214719548821,0.6283385207876563,0.6236602146178484,0.6566168138757348,0.4819309202954173,0.5750761445611715
26,-16.67783024907112,0.5979949947446584,0.5872278869152069,0.6308209862560034,0.6297568971291184,0.6359104136005044,0.6282203545793891,0.6235445667058229,0.6565810212865472,0.48174234610050914,0.5749446418136358
27,-16.678157597780228,0.5976968374103308,0.5870268106460571,0.630702730640769,0.6296308333054185,0.6358074018731713,0.6281042596325278,0.6234328676015138,0.6565302530303597,0.4815501956269145,0.5748133476823568
28,-16.678361654281616,0.5974006172269583,0.5868263304233551,0.6305876042693853,0.6295033985748887,0.63570391330868,0.627992739342153,0.6233194399625063,0.656465090252459,0.48137007039040325,0.574693289026618
29,-16.67860010266304,0.5971055742353201,0.586637994647026,0.6304579641669988,0.6293765747919678,0.6355941215530038,0.6278778960928321,0.6231988597661257,0.6563927451148629,0.4811695901677012,0.5745806958526373
30,-16.67887058854103,0.5968104418367147,0.5864545613527298,0.6303329732269048,0.6292378002777695,0.6354889938607812,0.62776366379112,0.6230738390237093,0.6563064375892281,0.4809817312285304,0.5744692351669073
31,-16.679095208644867,0.5965192731469869,0.5862740039825439,0.6302013512700796,0.6291102016344666,0.6353827932849526,0.627654661796987,0.6229511726647615,0.6562160322442651,0.48078704755753277,0.5743567313998937
32,-16.679358065128326,0.596232246980071,0.5860872626304626,0.6300901141017675,0.6289842272177338,0.6352769652381539,0.6275406977161765,0.6228320974856615,0.656111172772944,0.4805985627695918,0.574266579374671
33,-16.679581224918365,0.5959523733705282,0.5859085232019424,0.6299585219472646,0.6288627976551652,0.635163433291018,0.6274233212694525,0.6227144528180361,0.6560045251622796,0.4804083345457911,0.5741752352565527
34,-16.679830104112625,0.595662635192275,0.5857354760169983,0.6298300441354513,0.6287457788363099,0.6350579181686044,0.6273033073171973,0.622596912458539,0.6558948526158929,0.48021359127014873,0.5740709420293569
