iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4]
1,-4.888333335518837,1.538770479347392,0.5705216728074299,0.5705216728074299,0.5705216728074299,0.5705216728074299,0.9343025768870017,0.5705216728074299,0.5705216728074299,0.5705216728074299,0.5705216728074299
2,-13.189290538430214,1.4559236370292428,0.45811374524356946,0.6234572718323196,0.5386534983157907,0.4138367871000509,0.9212618424478649,0.48025600891331666,0.5795933836036343,0.5405098311392763,0.36043792401133024
3,-14.756669402122498,1.3921602969484008,0.42376754066474887,0.6204066773110083,0.5325148459328087,0.3785836792383983,0.889603699778905,0.48365927494274613,0.5733850617480925,0.5305248272518543,0.29766739129802455
4,-17.517792612314224,1.3902266533217456,0.4071711392344506,0.5705384061860533,0.4902561657810953,0.35258015744585663,0.8261370529967301,0.5525898562659032,0.5517054020910857,0.4929294222172908,0.17508375357665923
5,-18.180389136075974,1.4831347677519622,0.41238105285313603,0.5435967879236675,0.5018397780122388,0.3546846688118759,0.8586693131918264,0.5357848751574682,0.5310855438594579,0.4573646603841959,0.1616777313981929
6,-18.841410368680954,1.4340918457643748,0.42421349103799005,0.5259328209177466,0.509928845984814,0.37547405864815514,0.8472179238900341,0.5321126114381276,0.5251062427648253,0.4488724766826693,0.18805446396719458
7,-19.190377056598663,1.3884089976849459,0.41260382122340533,0.48219842755221837,0.4856697931988779,0.38168033663156276,0.8220091023479532,0.49283958594897836,0.49704827475106,0.4389325374569147,0.17178729827773756
8,-19.625515341758728,1.413531036314966,0.39480648932261975,0.46751826100096155,0.4647726343753628,0.36050344163066583,0.8277742676883829,0.48924341695034046,0.479607443320857,0.43720016105792653,0.170801134114362
9,-19.90488302707672,1.483162416167129,0.3216709315253548,0.37817388662867213,0.38594054188799576,0.2925372291096128,0.8254771505317512,0.4525973865782207,0.40810817718497316,0.38740703155719997,0.14312728824472348
10,-20.252119809389114,1.490590965356785,0.28377557492015565,0.3852864504268127,0.3593092726704086,0.2693443957317099,0.8157591191248442,0.44507245666122286,0.41408191060495,0.35611954583228594,0.14544281104015794
11,-20.335950195789337,1.4740902265744746,0.2961102925551246,0.3850640070636515,0.3742122977156621,0.2811474640116601,0.8035665487714644,0.4489270683701744,0.4250469279281302,0.3574963319947543,0.14655234917633894
12,-20.365173637866974,1.4747484980956442,0.2908734568850227,0.3746829873372552,0.3793094553133865,0.2810267538007443,0.7991901646446965,0.4486227946456219,0.42958468465263183,0.35334171645101725,0.13951761321529133
13,-20.39359423518181,1.4794835726574753,0.275118408675601,0.3532804869063869,0.3733797248831768,0.27217853256013386,0.7927309181281159,0.43955633808273886,0.4236888652921126,0.34470868900091967,0.12546242858158366
14,-20.466149896383286,1.4724573574025535,0.2590951461396654,0.33299366907775546,0.37318486788065436,0.26486560910334705,0.7850401700539186,0.42300916978747477,0.4202226396746467,0.357631499645384,0.12282233255129822
15,-20.47146275639534,1.4699496955034959,0.25111973020488837,0.3255340850014583,0.3685630255186551,0.2615017012164331,0.7796094022204095,0.417572668731044,0.4179271358006577,0.35857913201893427,0.1255864968060562
16,-20.48925617337227,1.4690632759825506,0.24780885310290254,0.3281043341699047,0.36238026928366773,0.26218404401510426,0.7781109791682863,0.4176511877634606,0.4175200480006689,0.35889233285633554,0.1309525701481073
17,-20.501811057329178,1.4706735744728219,0.24957688978160442,0.335717179917574,0.3595565762901109,0.2690441492826123,0.7801522421155689,0.41921445819144154,0.4168993046294939,0.3589882265511586,0.13397377816022177
18,-20.502593219280243,1.4768002030985559,0.25457607853493874,0.34404416109775077,0.36008614077098977,0.27493445174751985,0.7831894268442665,0.4231447941769017,0.41619170762622787,0.35957978745145863,0.13293808142747043
19,-20.508831292390823,1.480963100803477,0.2561601314396527,0.34622970513657025,0.36464656909992305,0.27230807410778896,0.7858671494178477,0.4247602157562927,0.4169811552794903,0.3581993315277004,0.13169880523010918
20,-20.508834928274155,1.4809676522313235,0.2561627676594812,0.3462358566614521,0.3646534829359971,0.27230759185240133,0.7858710410902109,0.424764424808782,0.41698325621389865,0.35819855666598555,0.13170240926704666
