iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9]
53,-13.43138524889946,0.4819062172802216,0.7052207073873568,0.7456920391023514,0.6364837270936985,0.43331010221373384,0.466151083344821,0.6659267375330351,0.832449884277415,0.3489589335722741,0.4970806283617028,0.7401309091440574,0.32073493672524783,0.7278802477191,0.3189701993974299,0.7888261802351915,0.45248585081795795,0.8197232052476117,0.3955220493664831,0.6968703864714436,0.3822223101937664
54,-13.43657037615776,0.4829033252428655,0.7052364740819668,0.7452270211706228,0.636572056292846,0.43401695100705906,0.4663636078494903,0.6655088386098281,0.8326223051768182,0.3497031009126813,0.4967631605322878,0.7395359715527182,0.32089014154966,0.7266396660509195,0.319216445686273,0.7889094386786034,0.45305289501183865,0.8194063869816842,0.39470192733221326,0.6962117531230375,0.38202690762970626
55,-13.437275439500809,0.48423935924174827,0.7049198738369425,0.7450839982466688,0.636871771613407,0.4351000037899989,0.4672134153701676,0.6656305311664669,0.83286972601297,0.3510023188097419,0.49609204474745217,0.7385874315804678,0.32054650033216336,0.7261446201012116,0.3189856773330511,0.7885482080402609,0.45400113997247643,0.8185068981717089,0.39383929748706387,0.6949469628475154,0.3820344998652945
56,-13.437291443347931,0.4842394269117935,0.7049199181331035,0.7450839094124375,0.6368717968803737,0.43510003873535386,0.46721342529435406,0.6656305244404531,0.8328697633765412,0.3510024188624788,0.49609202019603826,0.7385874495387851,0.32054647546503184,0.7261446078757969,0.318985702268789,0.7885482091152187,0.4540011103365886,0.8185068226388047,0.39383923290089917,0.6949469475361055,0.38203452370895297
57,-13.438482582569122,0.4842167497520277,0.7046289980262702,0.7448920720574862,0.6362007353829687,0.4346459360700972,0.4665673018967382,0.6657982374191992,0.833664185920425,0.35045094481963807,0.49706751936493593,0.7388837275016298,0.3197401469675308,0.7264573785518396,0.3184328376851942,0.7886323192718244,0.45335333265578415,0.8177669425927887,0.3944425368187304,0.6950527250892291,0.38211262994251466
58,-13.438654899597168,0.4840200014427893,0.7048406125996902,0.744563357206739,0.6358539526019092,0.434491210857269,0.46657141657492796,0.6655441863800542,0.8337989603338561,0.3504893816606092,0.49739647379295726,0.7392659846948185,0.31964534816788287,0.7267663904632674,0.3184402166222839,0.7889913131717117,0.4531233213959329,0.8179765041328474,0.39483816485036505,0.6952138858702629,0.3819600565979917
59,-13.440003007650375,0.48405046085573744,0.704916048122524,0.7443077230446364,0.6354571338398991,0.4348710284292748,0.4668106014140645,0.6650968954788518,0.8338287732443884,0.35074619010975183,0.4972935385785224,0.7391659869396461,0.31983289765042766,0.7265613842945813,0.3186993401830153,0.7893788127444755,0.4534279688259482,0.8181363442154459,0.3949853567253524,0.6948997527891886,0.38152103551713806
60,-13.441309154033661,0.4839907299538701,0.7056443024248682,0.7434001939404045,0.6350114124796664,0.4357914886073127,0.4675279064353368,0.6639109992925422,0.8335637124866759,0.351342494129683,0.49654461574376935,0.7391548777239966,0.32038295931224126,0.7258467987767706,0.31948712656433587,0.790486558859672,0.4541336868270923,0.8186751093697013,0.39512050541091975,0.6947434648889591,0.3808536483676073
61,-13.441364258527756,0.4839791278753648,0.70575640100003,0.7432076450844777,0.6348480988447313,0.4359364215217995,0.46761577545572275,0.6636766383080226,0.8335484378303791,0.3514177723292272,0.49645892403682135,0.7391373695517525,0.32051064101536986,0.725742993328416,0.31963037137571493,0.7906612352138503,0.45420926247174104,0.8187698638306107,0.3951640215100016,0.694719108901317,0.3807158942581518
62,-13.44185745716095,0.4840934041812138,0.705579191699168,0.7431299996988928,0.6344532490403588,0.435976454090938,0.46746366046137755,0.6635957905356514,0.8338039957476258,0.3512862731674741,0.4967621201768868,0.738931225043573,0.32029811249405665,0.7256918444111722,0.31945976140619525,0.7906267733454926,0.4542044664854939,0.8185497796097891,0.3953417734137398,0.6945580761535288,0.3805491399531228
