iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-6.225519947707653,0.5974336771644131,0.5974336771644131,0.6541222743758428,0.6066348695742853
2,-6.33285528421402,0.605646718237727,0.5905848089225901,0.676580032207458,0.5928821171604037
3,-6.43197226524353,0.626787288453855,0.5778972574205189,0.7007754391312995,0.5575779906390376
4,-6.462038993835449,0.6403452535709645,0.569986033474988,0.6961169472267361,0.5405398633986059
5,-6.463749349117279,0.6409195795404914,0.5691885954692346,0.6894928795618287,0.5436738359178592
6,-6.463787019252777,0.6408420169368361,0.569371855700575,0.6898810455810093,0.544067722457896
7,-6.463788270950317,0.6408397186647453,0.5693742580263749,0.6898817507672287,0.5440761749692086
8,-6.463848322629929,0.6414920886278742,0.5690623755207579,0.6901464577776659,0.5441594678556366
9,-6.463889896869659,0.6413312410369294,0.5689390534721432,0.6907910679948573,0.5444818693956621
10,-6.46389177441597,0.6413726194715863,0.5689005008744057,0.6908768711805618,0.5445211262086787
11,-6.4639100432395935,0.6416984907417302,0.5685273679187826,0.6911236802169661,0.5445854009200473
12,-6.463914096355438,0.6417075526365112,0.5685133004914398,0.6911389780717043,0.5445910173933723
13,-6.463922560214996,0.6418628731019403,0.5683715328152509,0.6912089045716715,0.5446026830680816
14,-6.463922560214996,0.6418628730933266,0.568371532823609,0.691208904565832,0.5446026830664169
