iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-15.926536977291107,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998
2,-16.753284484148026,0.0791449210026414,0.0721240372698586,0.1405735170851728,0.13705788204789493
3,-16.762078374624252,0.08501922020251425,0.07797014865434188,0.14500615494767222,0.14137910618788557
4,-16.76234084367752,0.08600980971081953,0.0772994347365259,0.14620288865322334,0.1387410736548685
5,-16.76235431432724,0.08575712947887468,0.07685789673983587,0.14628981646852215,0.13839346216017784
6,-16.76239523291588,0.08570241707537991,0.07648984274252721,0.14659539995478546,0.137988919411841
7,-16.762399196624756,0.08570073661842241,0.07648522842496018,0.14659586538960345,0.1379823824817997
8,-16.76241844892502,0.0856839785609175,0.07647412455522287,0.14657837864013848,0.13796968778839394
9,-16.762422561645508,0.08568392371450079,0.07647407039317912,0.1465783545680792,0.1379696321114415
10,-16.762422561645508,0.08568392371314355,0.07647407039178068,0.14657835456739232,0.1379696321103226
