iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-12.70884981751442,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998
2,-13.292335987091064,0.07165750530746404,0.07053537160197054,0.13187645714968332,0.13024415767864259
3,-13.328414291143417,0.08250470612743782,0.08131150210345246,0.1425709048759929,0.1408004874102666
4,-13.329484194517136,0.08280964926421996,0.08501546083956411,0.14567214850024868,0.14476615451306524
5,-13.33069908618927,0.08114632103261693,0.08405453233050138,0.1470322489401861,0.14471100089100605
6,-13.330771148204803,0.08011884365729387,0.08299023108844955,0.14926973523858325,0.14487635521991035
7,-13.330775707960129,0.08022648540876827,0.08294335799888045,0.14942375359561272,0.1448837239026519
8,-13.330788850784302,0.08023511049496142,0.0829391223756969,0.14943657046990677,0.14488455683135748
9,-13.3307985663414,0.08064100533680567,0.08301183377866916,0.14939870785032233,0.14490423926777196
10,-13.3307985663414,0.0806410053394849,0.0830118337781446,0.1493987078501935,0.1449042392683212
