iter,energy,gamma[0],beta[0],phi[0],gamma[1],beta[1],phi[1],gamma[2],beta[2],phi[2],gamma[3],beta[3],phi[3],gamma[4],beta[4],phi[4],gamma[5],beta[5],phi[5],gamma[6],beta[6],phi[6],gamma[7],beta[7],phi[7],gamma[8],beta[8],phi[8],gamma[9],beta[9],phi[9],gamma[10],beta[10],phi[10],gamma[11],beta[11],phi[11]
11,-27.731331676244736,0.6039966756854005,0.5620595197176356,0.6073139837023673,0.603957167356143,0.6077075894430686,0.6533378815614689,0.5735596127455838,0.5523030575155545,0.5915383782164813,0.5943121878662653,0.638298203036394,0.6265537382138174,0.6329391979404618,0.6148065050192014,0.6135960499407395,0.6026923805467514,0.5967437719772752,0.6219257224798987,0.6261477846406422,0.6086976219116053,0.6110655687527464,0.6287233348347411,0.6193961520434643,0.6284809339674946,0.6399542189208317,0.5847885326398038,0.5818164686592111,0.603614872052989,0.5905672041980361,0.5913567099425177,0.6624686188405755,0.6445651882340379,0.5955360549331266,0.6101491804411989,0.5645574009333484,0.6181636296594492
12,-27.732134133577347,0.6040013854456289,0.5617641465085657,0.6076377945517566,0.6034010104723195,0.6076372287061872,0.6537482329973179,0.5734866018430902,0.5522682209435108,0.591240733195688,0.5939578151485271,0.6383777272530283,0.6263937891111341,0.6330207342898359,0.615082673605218,0.6136069374355712,0.6026838184868284,0.5963644535821605,0.6218133925704469,0.6263755736248962,0.6091056680601449,0.6109769218352787,0.6293412801599926,0.6194258414592745,0.6280671828223783,0.6404848884838256,0.5844133485076098,0.5822616039514859,0.6039805402295064,0.5905712527074171,0.591283787989215,0.6627395872593297,0.6446823678311061,0.5953450349306756,0.6102406866791402,0.5644820391413929,0.6183329741302201
13,-27.735279768705368,0.6040289489001801,0.5616100516926096,0.6071034046565287,0.6035133363747404,0.607899506460876,0.653909153877975,0.5732621305624231,0.5520131253484821,0.5910344815359208,0.5941202156777595,0.6383355911609114,0.6264540558247038,0.6330088407996025,0.6153608851743811,0.6138877275528039,0.6025284543650081,0.5962775591670519,0.6219098704321888,0.6264449549416218,0.6093432587001114,0.6107944410889046,0.6292298325680774,0.6193840042182566,0.6285892172009773,0.6407317756667833,0.5843624629501422,0.5821020538284045,0.60384606202875,0.5902547338727806,0.5911482363905799,0.6629065546865227,0.6451276154215847,0.5950140507519041,0.6105105492579306,0.564290722022957,0.6181753323445716
14,-27.735911428928375,0.6041762881773195,0.5617163325138205,0.6067674850751662,0.6038487777739534,0.6080199133902204,0.6540821303634349,0.5732939850807182,0.5518952389431261,0.5910095383138734,0.5942354475243925,0.6383169289923697,0.6264749613633425,0.6327734116277343,0.6154689165048989,0.6138327824990925,0.6027795615309701,0.5965245821126762,0.6219216351388456,0.6263582046232172,0.609283531788643,0.6108272977420891,0.6289773795481154,0.6193724874214076,0.6289039632410168,0.6407084165850591,0.5845050895567321,0.5816908830594125,0.6035670575841504,0.589833483754833,0.5912758021612574,0.663080265616487,0.6456634081399345,0.5950052701531285,0.6106682524246536,0.5641418591796148,0.6180903574358358
15,-27.736092895269394,0.6042638082411941,0.5618540296663664,0.6066799477063246,0.6040428762410274,0.6080255937128288,0.6541235334851055,0.5733537860729493,0.551895609260833,0.5910400998322755,0.5942227969982902,0.6383123377372363,0.6264424350934089,0.6326407923905898,0.6154742155133225,0.6136668391153677,0.6029015690056198,0.5967868126462488,0.6219325227519965,0.6262224284323065,0.6091040459566895,0.610863514274913,0.6288253953532348,0.6193952803348525,0.6289538062378717,0.6405660350773699,0.5846439513429921,0.5814398104199074,0.6033964582786285,0.5896540375579794,0.5915109607806533,0.6630831296379615,0.6458861046942355,0.5951280235134634,0.6106547416387873,0.5639513651277205,0.6181608543308271
16,-27.73619246482849,0.6043013677251825,0.56183205978255,0.6066684430277732,0.6040967059697937,0.6080473415338219,0.6542056479538266,0.5733132692330497,0.5517591083153819,0.5910281114430828,0.5941647269807824,0.6383653878598254,0.6264365117183665,0.6326256396933401,0.6154737780464967,0.6135941414877812,0.602989309369855,0.5968919997488836,0.6219338796414035,0.6262244600893325,0.6090542891339145,0.6108505292119301,0.6288569828148802,0.6194783801282961,0.628973093661708,0.6405546767450889,0.5846636315564138,0.581339938971428,0.6032889158993728,0.5895427333750408,0.5915989152718099,0.6631857398124009,0.6460303211202548,0.5951555192125861,0.6105921529663446,0.5637832477316184,0.6182487068523465
17,-27.73640349507332,0.604214439163757,0.5617724175197858,0.6068186027050539,0.6039083643505265,0.6080008900425056,0.6541767746186046,0.5732575985938846,0.551806935933689,0.5910043965307138,0.5940367830158332,0.6384029850437326,0.6263600069163656,0.6326563785912671,0.6154153529516609,0.6135814299629804,0.6030143554447766,0.5967379079737302,0.6218396415526932,0.6262295039110841,0.6091720785550928,0.6107893451421492,0.6290335473544381,0.6194917673057602,0.6286991382597538,0.6406153395480129,0.5845232835686497,0.5815682838065366,0.6033158293294065,0.5896115162690285,0.5915219838325001,0.6630817594564664,0.6458704872512204,0.5950944573232846,0.6104820715217388,0.5638485743661714,0.6183186114720804
18,-27.736443758010864,0.6041965288694215,0.561745664531251,0.6068786179808864,0.6038279000250044,0.6079807293241494,0.6541702041646855,0.5732384612089697,0.5518302632129575,0.5909865043695585,0.5939903189599731,0.6384157544172001,0.626342249108478,0.6326797646626676,0.6154175176509191,0.6135907679526372,0.6029890500954778,0.5966779240058022,0.621824134970339,0.6262617783291093,0.6092107878530074,0.6107620712120586,0.6290981468187414,0.619493827065375,0.6286137411484098,0.640646466338263,0.5844717134560684,0.5816635134130902,0.6033741697206119,0.5896561508995305,0.5914955578766534,0.6630573857559373,0.6458088168331726,0.5950732633716938,0.6104651156759738,0.5638714023369966,0.6183445470547775
19,-27.73663306236267,0.6042051140054755,0.5617390456190149,0.6069086561062593,0.6038064130604455,0.6079640782518929,0.6540710503760723,0.5732264381266323,0.551863267528677,0.5910139823637444,0.5940215277889779,0.6384030174590518,0.6263664571071209,0.632717163490409,0.6154158374148053,0.6136407344187227,0.6028793072535004,0.596661968643104,0.6218638020442177,0.6263423114639095,0.609167250340032,0.6107021201896157,0.6290444852182226,0.6194694999215917,0.6286251230486194,0.6405921275745139,0.584475027676208,0.5817202391651055,0.6034925989035552,0.58976163093713,0.5914780813088326,0.6629862376045343,0.6456766740621266,0.5950715580245094,0.6104718998271442,0.56392251667797,0.6183313391990299
20,-27.73663306236267,0.6042051140054954,0.5617390456189323,0.6069086561063645,0.6038064130603421,0.6079640782518658,0.6540710503758908,0.5732264381265415,0.5518632675287096,0.5910139823637028,0.5940215277889259,0.6384030174590799,0.6263664571071302,0.6327171634904688,0.615415837414825,0.6136407344188095,0.6028793072532539,0.5966619686430947,0.621863802044291,0.6263423114641186,0.609167250339949,0.610702120189333,0.6290444852181968,0.6194694999215514,0.6286251230485413,0.6405921275744284,0.5844750276762045,0.5817202391652447,0.6034925989038272,0.589761630937284,0.5914780813088927,0.6629862376043248,0.6456766740619071,0.5950715580244951,0.6104718998271065,0.5639225166778371,0.618331339199146
