iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3]
1,-10.835977420210838,0.5970280075275207,0.5941795544183922,0.6888971884940783,0.9442557947288471,1.4762066401644116,0.6728018798630009,0.5941795544183922,0.9169707554031942
2,-11.84654387831688,0.5969090095634788,0.5904125338168802,0.6864989729358433,0.9542979644880387,1.5140766277727045,0.6873258523915673,0.6173318427910922,0.9295373329266033
3,-14.143156111240387,0.5973417308164898,0.5759706135364084,0.6587391461229102,0.9046922623707419,1.42601913678697,0.701093165346658,0.673612748459278,0.9072974765372293
4,-14.94667661190033,0.5975310188467402,0.5763214006879593,0.649721303326005,0.8782392107904389,1.4058290025607514,0.7043089933221822,0.7092293786682672,0.8956334496930765
5,-18.10596764087677,0.5982901902179736,0.5875324494630026,0.6379150770342012,0.8403008945749665,1.4479718355641,0.6974421175643634,0.7868000145058256,0.8988844835568585
6,-20.065552949905396,0.5976968770638631,0.6307850861054093,0.661960096389219,0.847860273022491,1.5293508204526622,0.6706981535623484,0.8323559699159346,0.8794738642230556
7,-21.79145485162735,0.5985739185625947,0.6182819256398322,0.6500432992457508,0.8386705249404316,1.492096848728015,0.6862162254287862,0.8216033617642712,0.8510936468109369
8,-22.498241424560547,0.599879409440556,0.6127899225044571,0.6445183719881593,0.8339571390720604,1.4883714853372332,0.7028940869627986,0.8193731485283207,0.8303949828550412
9,-23.047233521938324,0.6013714059195963,0.6082693248963619,0.6402807214126175,0.833496065825171,1.4817218586544265,0.7208799875213101,0.8084647135835547,0.7930478370756773
10,-23.174180030822754,0.602716488297927,0.6090376394005048,0.6340676625407711,0.8313057412506007,1.4878760543352845,0.7240027148810703,0.8194957667385097,0.7694373601459651
11,-23.27994990348816,0.6020234256566419,0.6094977095047264,0.6267331721566097,0.8387899802872314,1.4936866083789102,0.7216082311184314,0.8198361265184348,0.7715668771623895
12,-23.558991193771362,0.599629945109999,0.6062791932335958,0.5926565951407581,0.8683940151214379,1.5119428329778442,0.7128235909780835,0.8290169939207007,0.7699862657696542
13,-23.639876425266266,0.5975317518193877,0.6028538894291378,0.5691015180546293,0.8891225372370519,1.5224221670006226,0.7077106325385314,0.8350965228758659,0.7720353126932845
14,-23.861315488815308,0.6003659999623838,0.595933296803504,0.5590377612787998,0.9021373917155953,1.518674356241659,0.7117602428293452,0.8325416238205847,0.773103105123532
15,-24.468675196170807,0.6087939751251764,0.5717842534671356,0.5202030052679368,0.9524586967728335,1.5056594342189218,0.7166971105328142,0.8290466690130068,0.7766017304965176
16,-24.75097370147705,0.615940699628079,0.55061685795324,0.49482712356620423,1.0005826288586765,1.4964349599862405,0.7194657617941704,0.8268894300004352,0.7807709579881149
17,-24.952690571546555,0.6234266644931602,0.5446881893853163,0.46304524752430093,1.0260866153001387,1.4830002830267897,0.7207831165731934,0.8377865107997958,0.7830205340061972
18,-25.133043944835663,0.6297279399147935,0.5356591382260183,0.4815777773061695,1.0574305227889083,1.4721036583870715,0.7199012140342768,0.8478715000072174,0.7836483204283334
19,-25.20425683259964,0.6325906365255785,0.5275422775901275,0.46619246222286737,1.0787097905325316,1.469249037177469,0.721699286564672,0.8509829170762004,0.7808831568690471
20,-25.211480110883713,0.627808713395674,0.5345529945720916,0.46245420838812595,1.0571002769555382,1.4759408957729476,0.7218013695035215,0.8435093085890426,0.7812770904777314
21,-25.21731388568878,0.6284949265092864,0.5340890203900572,0.4587459611135459,1.0630256431859242,1.4730214358779268,0.7209673725181194,0.8438745681730769,0.7852086360333888
22,-25.219769060611725,0.6291611987783617,0.5333252186852622,0.4574202092757493,1.0670738121479095,1.4712768342399445,0.7207277835702536,0.8444461998510793,0.7867237251581491
23,-25.23316466808319,0.6306562762461941,0.5320851361757766,0.45319453454766223,1.0774946984531213,1.4685130985301424,0.7216609884328596,0.8474852220183959,0.7875863712495291
24,-25.24871978163719,0.6309010339267017,0.5304974910207757,0.45451214231417175,1.0862724492793394,1.4665052246148722,0.7232627806634432,0.8479530807984282,0.7886422694551459
25,-25.249503284692764,0.6310715689377988,0.5299901442772659,0.45518515978464597,1.0910659974246406,1.4655625131895362,0.7240533640802409,0.848957534709261,0.7897265402161199
26,-25.251055240631104,0.631493496779416,0.5301511205694294,0.45185932823168634,1.0965221424690794,1.4650271365146168,0.7250080827565973,0.8495697420206249,0.7906095204518176
27,-25.251706898212433,0.6314451958488313,0.5304579877836554,0.4500547232378575,1.0982339367075136,1.4652075336057846,0.7253513421639504,0.8497057958007634,0.7908904621861522
28,-25.25178498029709,0.6314441411328809,0.5304726037867739,0.4499638005233403,1.098326324607135,1.4652139980075563,0.7253694650513789,0.8497134032715836,0.7909055806110372
29,-25.251930207014084,0.6313189584397744,0.5307628448815006,0.4489026676926381,1.0997478625497503,1.4654764428547502,0.7258517341439555,0.84972890351624,0.7911698421605201
30,-25.25418195128441,0.6309228531233227,0.531144393574812,0.44861401060819955,1.1004526971236877,1.4657175088604697,0.7263171867848973,0.8501506345683881,0.7909933878436127
31,-25.257097154855728,0.6308116214823533,0.5316541081031738,0.4495671829425995,1.0994678235740323,1.4658147544476656,0.7262280097503668,0.8504843821250669,0.7906852023606658
32,-25.267148107290268,0.6308260293367045,0.5341949185534677,0.45211513504155915,1.095054243617744,1.4654620446490179,0.7270661684375366,0.8517854614464844,0.7880415943059925
33,-25.26716446876526,0.6308166082761786,0.5345337602878948,0.4523965412490491,1.0945678246447605,1.4654339464117394,0.7271914834804357,0.8519408558099609,0.7876875225894356
34,-25.268798619508743,0.6306793698728107,0.5345712221765574,0.45191069844364756,1.0952014968189403,1.465406195104274,0.7273377441841719,0.8517015637565093,0.7877349154597946
35,-25.271714955568314,0.6306046916101776,0.5343698146096323,0.44982147583278076,1.0975442337321857,1.4651218735204588,0.727860534946468,0.8506582580625864,0.788165532884546
36,-25.272042602300644,0.6304429265553424,0.5349861673878463,0.44785976865641086,1.0996813724871028,1.465221715461347,0.728457707538463,0.8500177291313769,0.7887485047830904
37,-25.274094939231873,0.6302918766564123,0.5357140541751375,0.4478705523741889,1.099345514322557,1.4651512011132033,0.7287175441722913,0.8500875877998242,0.78869878028688
38,-25.277483761310577,0.6295371282393116,0.5396238639279038,0.4486257488131531,1.096488710689154,1.4646866706636432,0.7299248908768058,0.85070473683941,0.7882071270467346
39,-25.277523279190063,0.6295128419772288,0.5397352709042762,0.4486292258599356,1.096426052897054,1.4646751954692976,0.7299618339465421,0.8507185586308675,0.7881923796348126
40,-25.27757316827774,0.6296608658466595,0.5401260393682848,0.4481352244311876,1.0961858832097662,1.4643372201070708,0.730039963887484,0.8498010770015642,0.7881631365809447
41,-25.277906119823456,0.629598061915546,0.5403115417964165,0.4485727515025111,1.0959842636791348,1.4646884440531611,0.7301522128934249,0.850001853160011,0.7880601833073034
42,-25.279500484466553,0.6294509605154701,0.5384561014024196,0.44642660644844223,1.099442158894309,1.4652431187184163,0.730164465574906,0.8499878316456403,0.7875047721842313
43,-25.279531687498093,0.6294515879305878,0.5384454061047513,0.44642060317676335,1.0994360836712567,1.4652500277775844,0.7301726240155132,0.8499895023101436,0.7875073134383517
44,-25.279564797878265,0.6294646815021985,0.5384602688249319,0.44644886544883167,1.09925166869017,1.465266280070633,0.7302313404944991,0.849976287389775,0.787540431726919
45,-25.27964550256729,0.6294671036212808,0.5385386673274168,0.4466296297617149,1.0988866500875252,1.4652766183050743,0.7302891487146058,0.8500563283086005,0.7876226849231968
46,-25.27967017889023,0.6295151325937026,0.5385871688738973,0.44675764224526965,1.0985962190655187,1.4653122618634122,0.730309799047757,0.8501827304502395,0.7876554856908761
47,-25.27967017889023,0.6295151325938915,0.538587168874187,0.4467576422460956,1.0985962190638343,1.465312261863504,0.7303097990478862,0.8501827304507664,0.7876554856910726
