iter,energy,gamma[0],beta[0]
1,-9.861621975898743,1.4497904114908242,1.3578892179531148
2,-9.880998641252518,1.4295864335702189,1.3547809517799905
3,-9.881004512310028,1.4291006997461013,1.3547032605187972
4,-9.880993008613586,1.4292366113170527,1.354380875153524
