iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4]
1,-9.370183020830154,0.920567654726977,1.4722158685787912,1.1598849031992713,0.5835155826406022,0.6207770206258958,0.7157771380591443,0.6636202633646374,0.5833344226453189,0.6653552345696157,1.461289352778722
2,-9.9476278424263,0.916225404434726,1.500115044933407,1.1692027706179338,1.418488683903711,0.5907148470252226,0.7193075864244768,0.6581639792912478,0.5704059838930015,0.6751364979375264,1.4466120471829353
3,-9.966133922338486,0.9166802196307358,1.4994089007751963,1.1722654456551769,1.4176888378496135,0.5773950485077264,0.7228832571183583,0.6544291666193448,0.564135238098959,0.6792011160659566,1.441079485468761
4,-9.973282486200333,0.9143228947483995,1.501628566878643,1.178469929830965,1.415255707931046,0.5653475337222228,0.7274427696399528,0.6503912117098879,0.5577519765230742,0.6825259148784314,1.4357431980637967
5,-9.973522126674652,0.9127213868210594,1.5016714832743814,1.1796800442344655,1.4149103996692178,0.5648274975074773,0.727450731553986,0.6499595250892858,0.5577815379764646,0.6818820300779008,1.43585172913783
6,-9.973914921283722,0.9089192439822561,1.5007039892591678,1.1821454805711047,1.413851915222329,0.5633519277136695,0.7273969889936027,0.6486754498053069,0.557673047763558,0.67981394783701,1.436493611464263
7,-9.974231004714966,0.9048301508059745,1.499240541775529,1.1838331617959872,1.4122717837465566,0.5614593359752047,0.7272690389655485,0.6473791959548263,0.5574239048694963,0.6769571539507597,1.4370151025914952
8,-9.974289864301682,0.904343533065691,1.4988571180407848,1.1837725437546907,1.4118946137467772,0.561043387602656,0.727124194217109,0.6471138196499623,0.5573941233446488,0.6764267856482612,1.4372287518888684
9,-9.974305331707,0.9039032252320086,1.4986763942983339,1.183591074367434,1.4117788956221717,0.561309961123463,0.727010897387392,0.6468156912558295,0.5578177247954643,0.6759185668122561,1.4373138086593151
10,-9.974311381578445,0.9042310976995009,1.4987143120841013,1.1831574399988845,1.4118863914967312,0.5611137410571886,0.7271754916630628,0.6469272520431177,0.557695391033316,0.6760097125662721,1.4368995763077068
11,-9.974317252635956,0.9034958926044804,1.4986625661788062,1.183285586462009,1.4117049979129035,0.5612329444282342,0.7268921329662581,0.6468852036279634,0.5578961943779843,0.6755454211012718,1.4371011677069916
12,-9.974319756031036,0.9028330227463188,1.4984934533276162,1.1836588693312422,1.411562838705424,0.5607300467445698,0.726894387071277,0.6466940072124606,0.5579547433321723,0.6752082766621722,1.4369160875056817
13,-9.97431606054306,0.9033614049604143,1.4985382844092123,1.1833428065219915,1.411843909076225,0.5608017596158326,0.7270518901446926,0.6468865241609919,0.5579189864783158,0.6752570364719576,1.436964196829106
