iter,energy,gamma[0],beta[0],gamma[1],beta[1]
0,-4.251810383051634,0.5918887335807085,0.5933882467448711,0.5863366093486547,0.5850630443543196
1,-4.893762044608593,0.5826807584613561,0.5864009376615286,0.571774747595191,0.5686528015881777
2,-5.653268091380596,0.5720841683447361,0.5789955336600542,0.5564159996807575,0.5506317507475614
3,-6.550689712166786,0.5597459398210048,0.5711453076452017,0.5404250271618366,0.5308651406317949
4,-7.609220616519451,0.5452590756118297,0.5628375452011823,0.5240333400666713,0.5092370998114347
5,-8.855383858084679,0.5281819835305214,0.5540922213345766,0.5075694680213928,0.485636867955327
6,-10.318101182579994,0.5080594331026077,0.5449454043060541,0.49141489937901495,0.46002115346491335
7,-12.023101717233658,0.4845362663269043,0.5354298803955316,0.47597249820828436,0.4324372936040163
8,-13.977085560560226,0.4574729189276695,0.5255015421658754,0.46158538237214086,0.4031538818031549
9,-16.137849360704422,0.4271520510315895,0.5150475207716226,0.4484518565237522,0.37278346009552477
10,-18.378151893615723,0.3945447489619255,0.5038822595030069,0.4362811394035816,0.34255384691059587
11,-20.486609935760498,0.3615012004971504,0.4919359091669321,0.4244538642466068,0.3142667043954134
12,-22.26494613289833,0.3302811965346336,0.47950103916227815,0.41208129599690435,0.28976310081779955
13,-23.63132330775261,0.30279809087514875,0.46722132004797456,0.3986832596361637,0.2701416689902544
14,-24.628278613090515,0.279770328104496,0.4559053335338831,0.38459710255265234,0.2551931519061327
15,-25.34218141436577,0.260969041287899,0.4459938708692789,0.3706676162779331,0.2438841540366411
16,-25.853836119174957,0.2456107273697853,0.43756526745855806,0.3576230056583881,0.23513253815472124
17,-26.223189055919647,0.23294594734907148,0.43043504692614076,0.34583249166607855,0.22813960202038286
18,-26.491952061653137,0.22238093465566633,0.42443284429609773,0.3354256696999073,0.22236736901104448
19,-26.690487325191498,0.21345625668764112,0.41924090720713136,0.3262878306210041,0.21753808148205278
20,-26.839065074920654,0.2058426424860954,0.41474008597433565,0.31828651800751684,0.21344810016453264
21,-26.951898872852325,0.199309928715229,0.4107797298580408,0.3112687565386295,0.2098934132605791
22,-27.038701087236404,0.1935954228043556,0.4072587493807077,0.30509583130478857,0.20684125311672685
23,-27.106092184782028,0.1886355563998222,0.4041270468384027,0.29963392987847326,0.20414695926010606
24,-27.1593337059021,0.18428696542978285,0.4013505432754755,0.2947478242218494,0.20177849419414995
25,-27.202046990394592,0.1804486349225044,0.3987147811800241,0.29036651030182836,0.1996654201298952
