iter,energy,gamma[0],beta[0]
0,-2.532513115555048,0.5860546188428998,0.5864241350442171
1,-3.0364434458315372,0.5704644847661257,0.5712110953405499
2,-3.676093712449074,0.5529512180015445,0.554064279794693
3,-4.495263207703829,0.5331831214949488,0.5346483070403337
4,-5.550362691283226,0.5107836550101638,0.5125949461013078
5,-6.908398121595383,0.4853418072685599,0.48756474293768404
6,-8.635418608784676,0.45647882428020237,0.4593513797968626
7,-10.764585345983505,0.4239757707342505,0.4281100820749998
8,-13.238700717687607,0.3880447199568152,0.3946591805666685
9,-15.855490118265152,0.3496403148397803,0.36072585396468637
10,-18.286953687667847,0.3107654800638556,0.32882464341819284
11,-20.23677948117256,0.2740427007898688,0.301388968154788
12,-21.596303939819336,0.2418755045160651,0.27967532388865946
13,-22.44771909713745,0.21548809614032505,0.26339997760951517
14,-22.944440990686417,0.1948464563116431,0.2515281032770872
15,-23.222526341676712,0.17922093477100132,0.24288450591266153
16,-23.37530267238617,0.1676068654283881,0.23648597709834573
17,-23.458303809165955,0.15908311810344455,0.23172153942286966
18,-23.503685176372528,0.15281008686870334,0.22812879495322702
19,-23.528403908014297,0.1482500037178397,0.22538274936378
20,-23.541880577802658,0.1449018022045493,0.22327721528708933
21,-23.54940962791443,0.14247766640037296,0.2216375809162855
22,-23.553587675094604,0.14068685974925754,0.22037363462150095
23,-23.555864095687866,0.1394013514742255,0.21941714398562906
24,-23.557210117578506,0.1384228369221091,0.21866505257785318
25,-23.557900100946426,0.1377349695190787,0.21806744150817392
26,-23.558322608470917,0.1371975591406226,0.2175896059721708
27,-23.558571189641953,0.13680086042731998,0.21728018335998056
28,-23.558682203292847,0.13651919867843387,0.21700393073260782
29,-23.55879545211792,0.13631730284541843,0.21678510718047617
30,-23.55881768465042,0.13615772631019352,0.21663150601088998
31,-23.558840572834015,0.13602711763232944,0.216515664383769
32,-23.55890327692032,0.13593940939754245,0.21641304008662698
33,-23.55885085463524,0.13585685696452854,0.21631859652698038
34,-23.55887731909752,0.13583228494971988,0.2162754278630018
35,-23.558890134096146,0.13579938318580387,0.21622738651931284
36,-23.55887332558632,0.135771950148046,0.21620266549289224
37,-23.558908760547638,0.13575202729552982,0.21616998724639414
38,-23.558890342712402,0.1357387652620673,0.2161279063671827
39,-23.558929711580276,0.1357281258329749,0.21610162071883676
40,-23.558918565511703,0.1357063254341483,0.21608452908694742
41,-23.558926105499268,0.13568686451762912,0.21609543673694132
42,-23.55884537100792,0.13568324353545902,0.21609290353953836
43,-23.558870285749435,0.13568768408149479,0.21608135513961313
44,-23.55888020992279,0.13570857550948856,0.21610787920653818
45,-23.558851450681686,0.13570575919002292,0.216106865927577
46,-23.55882415175438,0.135706072114408,0.21607982032001016
47,-23.558847814798355,0.13569942619651554,0.21609709076583383
48,-23.558851659297943,0.13569097723811863,0.2160874646157026
49,-23.558838605880737,0.13566919174045322,0.21609139852225778
50,-23.558869063854218,0.13568680491298435,0.21610096506774423
51,-23.55893185734749,0.13570111002773044,0.21611527018249033
52,-23.55891215801239,0.13568845894187687,0.21613972298800943
53,-23.558878749608994,0.13569188620895145,0.2161274444311857
54,-23.55882966518402,0.1356772234663367,0.21611224524676798
55,-23.558891713619232,0.1356859555467963,0.21613127402961252
56,-23.558864802122116,0.13569935169070957,0.21613412015140054
57,-23.558858156204224,0.13568951692432163,0.21612327210605142
