iter,energy,gamma[0],beta[0],gamma[1],beta[1]
0,-3.8826662339270115,0.5927346333861351,0.5944429472088814,0.5880028646439314,0.5861284699290991
1,-4.387745559215546,0.5846138283610344,0.5886461701244116,0.5753620605915785,0.5710545260459184
2,-4.9724505841732025,0.5754378758370876,0.5825736749917269,0.5621514994651079,0.5546889159828424
3,-5.648474827408791,0.5649607352912426,0.5761936608701944,0.5484864827245474,0.53695761077106
4,-6.4290881007909775,0.5529151655733585,0.5694744925945997,0.5345125090330839,0.5177901651710272
5,-7.328761525452137,0.5390030764043331,0.5623908009380102,0.5204357210546732,0.49713970012962816
6,-8.3626948595047,0.5229277744889259,0.5549386110156774,0.5064861554652452,0.4749998081475496
7,-9.545464053750038,0.5044284000992775,0.5470928143709898,0.49290233887732027,0.4514196071773767
8,-10.886638343334198,0.48333235681056974,0.5388107564300298,0.4799159992486238,0.42651207782328127
9,-12.379435181617737,0.4596432507038116,0.5300271328538656,0.4677121195942163,0.4006037790328264
10,-13.990536630153656,0.4336418271064758,0.5206464644521475,0.45630016215145586,0.3742111701518297
11,-15.646037995815277,0.4059872984886169,0.5106021951884031,0.4455181736499071,0.34817736633121965
12,-17.237279891967773,0.37780520915985105,0.4999218177050352,0.43496867306530473,0.3235762644559145
13,-18.655138969421387,0.3504411935806274,0.4888169806450605,0.42414600439369676,0.3015303988009691
14,-19.832069635391235,0.3251879423856735,0.4777328263968229,0.412696473672986,0.2827981937676668
15,-20.760419011116028,0.3028355151414871,0.46716884188354013,0.40065448768436907,0.26755476780235765
16,-21.472409158945084,0.2836348623037338,0.45746571235358713,0.38837292082607744,0.2554072070866823
17,-22.01233047246933,0.26733472049236295,0.44885972552001474,0.3763478774577379,0.24573352225124834
18,-22.42043223977089,0.25355920791625974,0.44138215892016885,0.36497681625187395,0.23791841454803941
19,-22.730343222618103,0.24184476435184477,0.43491654507815836,0.35448140688240526,0.23146877475082872
20,-22.967341274023056,0.23179360330104826,0.42930160872638223,0.34496771581470964,0.2260301638394594
21,-23.149547070264816,0.22313441932201383,0.42442340068519113,0.3363959420472383,0.22141308374702928
22,-23.29132851958275,0.2155908405780792,0.4200839441269636,0.32873258776962755,0.2174082178622484
23,-23.40259212255478,0.2090056002140045,0.4162361066788435,0.3218402791768312,0.21395524628460405
24,-23.490960985422134,0.2031837612390518,0.4128049951046705,0.31565583534538744,0.21085744388401506
25,-23.561461955308914,0.19802038967609403,0.40969011597335336,0.31013611741364,0.20812415368854997
26,-23.61857384443283,0.19342598915100095,0.40685519985854623,0.30512478239834306,0.20570605285465715
27,-23.664912343025208,0.18932213485240934,0.40428148619830606,0.30059488900005815,0.20353690572082994
28,-23.70295622944832,0.1856652408838272,0.4019182365387678,0.29647914357483385,0.20156881995499132
29,-23.734609812498093,0.18233964443206785,0.3997069638222456,0.2927398908883333,0.19977625496685503
30,-23.760837852954865,0.1793502330780029,0.3977043967694044,0.28930971808731554,0.19815487451851366
31,-23.782777309417725,0.17663111388683317,0.39581945948302744,0.2861885655671358,0.1966857988387346
32,-23.80133619904518,0.17418206334114072,0.394063551351428,0.28329268880188463,0.1952996928244829
33,-23.817019253969193,0.17192738354206083,0.39243007116019724,0.2806336659938097,0.19403552301228044
34,-23.830510318279266,0.16986619532108305,0.3909142505377531,0.2782004106789827,0.19289623983204363
35,-23.841988921165466,0.16794424355030058,0.3895060013979673,0.2759377736598253,0.19181350655853746
36,-23.85173162817955,0.16619116663932798,0.38818927519023416,0.27385663278400896,0.19082284756004808
37,-23.860246866941452,0.16457741558551786,0.3869372647255659,0.2718970853835344,0.18992560394108293
38,-23.867694079875946,0.16310081481933592,0.38571304492652414,0.27008777149021623,0.18907427079975603
39,-23.874197483062744,0.16172399222850797,0.3845849227160215,0.2683810222893953,0.18825783617794511
40,-23.87982589006424,0.1604446083307266,0.38350974433124063,0.2668081153184175,0.1875182170420885
41,-23.884680896997452,0.1592629313468933,0.3825194578617811,0.2653281319886446,0.18681138046085832
42,-23.889073938131332,0.1581606477499008,0.381595004722476,0.2639469880610704,0.18613006956875322
43,-23.89282476902008,0.1571486949920654,0.3806954514235258,0.2626509446650743,0.18553326316177843
44,-23.896187365055084,0.15617995560169218,0.3798675280064344,0.26142289526760576,0.1849418956786394
45,-23.89920088648796,0.15528560280799864,0.3790346872061491,0.2602592933923006,0.18437515981495378
46,-23.90193745493889,0.1544406324625015,0.3782613318413496,0.2591877359896898,0.1838616359978914
47,-23.90425482392311,0.15365319550037382,0.377558458968997,0.25816386230289934,0.18334750123322008
48,-23.90633776783943,0.1528970807790756,0.3768406998366117,0.25719576366245744,0.18290818519890306
49,-23.9082128405571,0.15221709609031675,0.3762078326195478,0.256279431656003,0.18246906287968157
50,-23.909835904836655,0.15156490206718443,0.3756005059927702,0.2554175782948732,0.18203776367008684
51,-23.911466985940933,0.15092518031597135,0.37503594569861887,0.25459832735359667,0.18162309415638445
52,-23.91274470090866,0.1503544211387634,0.37447703294456003,0.25382357127964494,0.18126634545624254
53,-23.913931369781494,0.14980687797069547,0.3739212345331907,0.2530917156487703,0.1808908063918352
54,-23.915080070495605,0.1492972135543823,0.3734298836439848,0.25240760333836076,0.18055028505623338
55,-23.916082561016083,0.14881198704242704,0.37293686382472513,0.25175737626850603,0.18026836998760698
56,-23.916903376579285,0.1483511835336685,0.3724735420197248,0.25113729424774645,0.17995099015533922
57,-23.917746156454086,0.14793754220008848,0.3720439713448286,0.2505561638623476,0.17966415770351885
58,-23.91844516992569,0.14753939807415006,0.3716251146048307,0.24999838359653948,0.1793942380696535
59,-23.919039875268936,0.14716545343399046,0.37122981660068033,0.24946806617081163,0.179159976914525
60,-23.91964641213417,0.1467957258224487,0.370857660099864,0.24895406551659105,0.17890531606972215
61,-23.920228511095047,0.14643820226192472,0.3704783510416746,0.24847716875374315,0.17866183109581468
62,-23.920663237571716,0.14610435664653776,0.3701222579926252,0.24801812358200548,0.1784242022782564
63,-23.921114832162857,0.14577644169330595,0.3698025982826948,0.24756427891552446,0.17818551547825334
64,-23.92151066660881,0.14547047615051267,0.3694734912365675,0.24713919349014757,0.17800133712589739
65,-23.921909868717194,0.14518720507621763,0.3691719513386488,0.24674346335232256,0.1778007376939058
66,-23.922146201133728,0.14493089020252226,0.36885714940726755,0.24637290127575395,0.17762722857296465
67,-23.922502100467682,0.14468698799610136,0.36855897717177866,0.24600604958832262,0.17742406614124773
68,-23.92282310128212,0.14442232847213743,0.3682832162827253,0.24567220397293565,0.17721713371574876
69,-23.923057854175568,0.14418739676475523,0.3679954748600721,0.24533454366028307,0.17706426270306108
70,-23.9233395755291,0.14395464062690733,0.3677559684962034,0.2449873764067888,0.17687825150787828
71,-23.923510491847992,0.14374815523624418,0.36749084703624246,0.24467139728367326,0.17670968957245348
72,-23.923819571733475,0.1435502231121063,0.36727630011737344,0.24437064714729784,0.17653121836483476
73,-23.923936992883682,0.14337087273597715,0.3670456301420927,0.244076244905591,0.17638572342693803
74,-23.9241201877594,0.14319553077220915,0.36683452539145944,0.24381838031113146,0.17624788768589494
