iter,energy,gamma[0],beta[0]
1,-11.999992143059922,0.6103045300710987,0.0
2,-12.000002280910849,0.6104944729191981,0.00017138666507975222
3,-12.000002969783964,0.6105170573787229,9.026241323987119e-05
4,-12.000005730493186,0.6105965937772823,0.0
5,-12.000007158319601,0.610620064154434,0.0
6,-12.000007158319601,0.610620062251646,0.0
