iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-17.82124688103795,0.5550555559799059,0.023233150238410216,0.023233150238410216,0.023233150238410216
2,-17.999966795795988,0.5537902687219279,0.09537166105070269,0.0,0.0
3,-18.540451478213072,0.5557882013155717,0.22399680931395732,0.021523645640700223,0.02060751145503552
4,-18.739567067474127,0.5590478583883121,0.2988526661246382,0.03820161178025196,0.028699660504570082
5,-19.178960070014,0.5539210291180182,0.26783027068759324,0.05622097851571553,0.03269092775887847
6,-19.55817900598049,0.5447488520540545,0.22382274157578277,0.08175132712105906,0.02791397881953871
7,-19.712769120931625,0.5302666703142295,0.26883993206514867,0.11925216527737523,0.0325945993899064
8,-19.7128683924675,0.529955320936793,0.268890273701861,0.11989029542972056,0.03271349262724896
9,-19.736957043409348,0.5274777431626982,0.25806571451939553,0.12240998538389292,0.031940511631303924
10,-19.739808276295662,0.5288744119745807,0.25846405855595056,0.12137046636191255,0.03507239281395299
11,-19.73984783887863,0.5288730986307455,0.2584695127717975,0.12136729884110246,0.03507739093921657
12,-19.740615099668503,0.5272013033042362,0.2564178335572292,0.12156880154521965,0.03599863173113438
13,-19.740625247359276,0.5271943795899976,0.25639660945237935,0.12154185778158731,0.036061903540281985
14,-19.740625247359276,0.5271943795898745,0.25639660945231946,0.12154185778191112,0.03606190354075663
