iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2]
1,-6.277041241526604,0.5997743130460147,0.5449719232245478,0.5449719232245478,0.5449719232245478,1.5939253453509366,0.5449719232245478
2,-6.4577082097530365,0.59873256954557,0.5347660027394848,0.5395988432041693,0.5287942457450114,1.568041140701392,0.569450641173005
3,-6.4640278816223145,0.5988001662718204,0.5357431238707036,0.5403530141530085,0.5287039123195977,1.5550246331140496,0.5695757535252217
4,-6.464065283536911,0.5993446562219282,0.5357781264190111,0.5398037726647431,0.5280047474761732,1.5566719759912435,0.5698287299656327
5,-6.464073419570923,0.5993581165295355,0.5357801082205134,0.5397908698612034,0.5279886697523986,1.5567164323471445,0.5698324004376907
6,-6.464077562093735,0.5993705117541688,0.5358393363357472,0.5398196079086471,0.5280134769733098,1.5565491557785562,0.5697455061458296
7,-6.464081525802612,0.5992135128252488,0.535775483793046,0.539929823703983,0.527956542484655,1.5565388261475481,0.5697425614374062
8,-6.464083194732666,0.5989595491396322,0.5357216673200573,0.5401848679966369,0.5275963230900571,1.5561407413143538,0.5697009736311197
9,-6.464092701673508,0.5990643571401576,0.5357416360383473,0.540138914820246,0.5277576520053535,1.5563252754400183,0.5697760894278086
10,-6.464093565940857,0.5990542974316205,0.5357340298933337,0.5401701742740587,0.5277261451169715,1.5563078567581488,0.5697879208133694
11,-6.464095443487167,0.5990549824902932,0.5357332789574374,0.5401735670140486,0.5277214454895441,1.5563063399864958,0.5697909067277932
12,-6.464096426963806,0.5990550060542382,0.5357332803281563,0.5401735569426526,0.5277213882715648,1.55630631674715,0.5697909198638423
13,-6.464098423719406,0.599057168607538,0.5357346869161477,0.5401631733002545,0.5277335637053122,1.55632553115658,0.5697823168634072
14,-6.46410009264946,0.5990570868517607,0.5357345009120376,0.5401628767608635,0.5277330196004597,1.556325980829237,0.5697824708640855
15,-6.46410009264946,0.5990570868515096,0.5357345009113621,0.540162876759365,0.5277330195990182,1.556325980833484,0.5697824708640793
