iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-8.626222869381309,0.5985037652233487,1.5294735118789031,0.968572499981761,0.5847992021858559
2,-8.996816537342966,0.598482802724664,1.559798823152092,0.9770015081174124,0.5977105009237572
3,-9.004999074619263,0.5985855690178672,1.5650062988156888,0.9787443995167959,0.5968492031543264
4,-9.005609650048427,0.5983541222231559,1.5660959361573255,0.9790903381789885,0.5950573819604213
5,-9.005841976264492,0.5980574096462498,1.5652301193237441,0.9796914924774439,0.5914866902194607
6,-9.00585861178115,0.5980571380855454,1.5652295958394828,0.979692030941567,0.5914836836184465
7,-9.005876031238586,0.5979889894426041,1.5654176499929229,0.9797317021505091,0.5912675209922463
8,-9.005876302486286,0.5979393209478308,1.5654770407608238,0.979781406292701,0.591091050617242
9,-9.005893233697861,0.5978917738101257,1.5656024720129054,0.9799290078834222,0.5907900345411445
10,-9.005897925235331,0.5978918346575027,1.565602356857018,0.9799289239390084,0.590790288775493
11,-9.005907807033509,0.5978965430193439,1.5655890076372372,0.9799420463500912,0.5907874579525567
12,-9.005907807033509,0.5978965430192129,1.5655890076338155,0.9799420463504903,0.5907874579521039
