iter,energy,gamma[0],beta[0],gamma[1],beta[1]
1,-6.101590283215046,0.6002408355537979,0.5930915669271691,0.755905604090977,0.8301396218498791
2,-6.217374920845032,0.6003323118603693,0.5632649173338521,0.6874412586184531,0.7414569539975264
3,-6.4633486568927765,0.600262614260801,0.5684866805705,0.711138259652638,0.7824256986599051
4,-6.463938295841217,0.6002666839100821,0.5684102883326659,0.7109259898960856,0.7846736045105327
5,-6.463963180780411,0.599817373539062,0.5681560665982784,0.710583807680428,0.7851523461973849
6,-6.464059621095657,0.5995940882725146,0.568151479336501,0.7101540298228112,0.784857629698546
7,-6.464080214500427,0.5990420288696107,0.5684684654105521,0.7097812131114261,0.7843601375484186
8,-6.464092046022415,0.5984349843987514,0.5686719449594828,0.7093436950698779,0.7846443634670424
9,-6.464092195034027,0.5984428928216589,0.5686693219587561,0.7093481817733367,0.7846422008209502
10,-6.464092195034027,0.5984428928239255,0.5686693219577187,0.7093481817740779,0.7846422008198767
