iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9]
1,-8.63629400730133,0.5947449351983648,0.5707127969698833,0.5707127969698833,0.5707127969698833,1.260096196968831,0.5707127969698833,0.5707127969698833,0.7016779966762106,0.5707127969698833,0.5707127969698833,0.5707127969698833,0.5707127969698833,1.1641537281618337,0.5707127969698833,0.5707127969698833,0.7485832036485204,0.7487033194154149,0.5707127969698833,0.5843849503037125,0.8380394210432136
2,-9.600386172533035,0.5955718925148761,0.5814149194449726,0.5558538670255221,0.572622606751195,1.22855359359476,0.5631337974994348,0.5722287359072341,0.6910609143987225,0.5732926927737343,0.5578101322394844,0.5723004070882558,0.5606309793731465,1.1481615730152614,0.5612244055158624,0.5683258489928805,0.7415949188354628,0.7349169465318732,0.5736644917825311,0.592112640441727,0.8194113865529148
3,-9.733298927545547,0.5957822920715996,0.5821049318780681,0.5571018287801432,0.5740399183759985,1.203399458117555,0.5652656273481604,0.5723701068137628,0.6874727824644252,0.5742437972748915,0.5597362167838926,0.572663863813838,0.5629303545304025,1.1261652600536005,0.563150657459387,0.5695692099133279,0.736450456149882,0.7306751196372326,0.5745007988564431,0.591899196494247,0.8104562499390886
4,-9.77876091003418,0.5954084846730198,0.584837891492586,0.5563246838345498,0.5747061442993853,1.2029631256905795,0.5665162513056745,0.5720805513969333,0.6880196526738642,0.5753834891269646,0.5608786172981336,0.5723059578057973,0.5624495682791606,1.1285599727479037,0.5645928661961548,0.5722861471873357,0.7355230492183127,0.7338464356853164,0.5733777345359339,0.5915899760663058,0.8106852181324665
5,-9.779474675655365,0.5956007774615185,0.584744168831511,0.5569368289924567,0.5746020564170569,1.2020437060607612,0.5670933889160866,0.572082970041342,0.688201981659567,0.575393992636609,0.5616078695720319,0.5722308857451145,0.5629275552015414,1.1275383844271551,0.5648920540546315,0.5725932365196054,0.7355745228928161,0.7338415642988425,0.5732017689541331,0.590866134981552,0.8105523179556522
6,-9.779856473207474,0.5955163781296117,0.5844492828013248,0.5572667245473805,0.5743900657739369,1.2041077219836984,0.5670876315754764,0.5721073720094839,0.6885377873714652,0.5750928417787642,0.5618836945762157,0.5720799632745642,0.563258989185049,1.1289617733976043,0.5649917740973748,0.5726649270610836,0.736310245324972,0.7340585057282434,0.5731721837169889,0.5904986323569205,0.811281254182171
7,-9.780547976493835,0.5956815403802708,0.5847116579862257,0.5569644538898156,0.5744110227876748,1.2042291194585169,0.5669029276746355,0.5720580859737187,0.688292136307778,0.5749850782076179,0.5616365250951093,0.5719428817370795,0.5632747276101246,1.129768542729079,0.5646373463263853,0.5725279712716409,0.736128480732997,0.7337992716041887,0.5730715558920597,0.5905269552404548,0.8111907950391426
8,-9.780565738677979,0.5956849132216842,0.5847341953593264,0.5569198678755977,0.5744195349885162,1.20411483172042,0.5668946488753207,0.5720486789080704,0.688255401760479,0.5749867408056643,0.5616126385246034,0.5719627677724997,0.5632627750398358,1.1296974913758804,0.5646046853619511,0.5725365506869124,0.7360601730571468,0.7337720334712132,0.5730646835844098,0.5905561908768139,0.8111381827094125
9,-9.780569821596146,0.5956854422379042,0.584735659325336,0.5569200686023694,0.574419577205369,1.2041111110676834,0.56689594556924,0.572048169576472,0.688256042258676,0.5749877938248878,0.5616143352388219,0.5719632715640545,0.5632627038927274,1.1296955491635237,0.564606214546464,0.5725389734433445,0.7360589548437233,0.7337734907725638,0.5730642551544832,0.5905555351700951,0.8111373714378532
10,-9.780569821596146,0.59568544223813,0.5847356593253894,0.5569200686021673,0.5744195772054641,1.2041111110675033,0.5668959455695416,0.5720481695759608,0.6882560422589225,0.5749877938251106,0.561614335238996,0.5719632715641377,0.5632627038927087,1.129695549163586,0.5646062145467337,0.572538973443562,0.736058954843373,0.7337734907733375,0.5730642551543503,0.5905555351701526,0.8111373714379679
