iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11]
1,-3.3031023144721985,0.5978901689789661,0.8320814123137237,0.5864623913137242,1.0506710104666257,0.5864623913137242,0.5864623913137242,0.5864623913137242,1.0242564813019714,0.5864623913137242,0.5864623913137242,0.829110992323584,0.5864623913137242,0.5864623913137242,0.5864623913137242,0.7423441915835668,0.5864623913137242,0.5864623913137242,1.1506936574243227,0.5864623913137242,0.5864623913137242,0.5864623913137242,0.9175434491328384,0.5864623913137242,0.8888525233402267
2,-4.440719708800316,0.5982163138635391,0.7942463151686074,0.5889177981069398,0.9796548171697057,0.5824751394135971,0.59345928579622,0.578411173955412,0.9713020002129102,0.5819982045281,0.5830407912290287,0.7967753909858435,0.5731388637003333,0.5872412655277252,0.5736099091625908,0.7325150723403986,0.5668731623523349,0.5852477844314703,1.0711407732790903,0.5800930844503225,0.5953438212894704,0.5648176645612796,0.8704682431326134,0.5738921776535091,0.8366257784117822
3,-6.446986019611359,0.5983589521935625,0.8104119255113759,0.5908921305791066,1.0036831646826136,0.5835773173444396,0.584979746653136,0.580645330003307,0.9875202753495769,0.5812116030335857,0.5891785384164393,0.8135658334160399,0.5760384985777133,0.5920409992436655,0.5804684769595799,0.7322142481958472,0.5754211572721848,0.5941230939690127,1.095941440975758,0.5810721412858882,0.5826392068837362,0.5809382967525532,0.8834411234157392,0.584669950104712,0.8477344636316707
4,-8.654529809951782,0.5983546283026971,0.8208468772790835,0.5903279273960741,1.0242375859200312,0.5793998913282884,0.5681968482138384,0.5818490098347502,0.9957423500837759,0.5781837183945007,0.6111237241836285,0.8305633161099719,0.5735502345599525,0.608819814574403,0.5961730695790246,0.7330325263681622,0.5887623833906019,0.6270276984963614,1.1037708977331853,0.5822943670647346,0.5528756216381938,0.6077341166034621,0.887051520998277,0.610068219555803,0.8391007693229459
5,-9.594792932271957,0.5982722658412974,0.8202471453932044,0.5901773350113326,1.0236633487281102,0.5763451971179318,0.5599382968549971,0.5828493896140493,0.9927987174307185,0.571781877340855,0.6268286857615423,0.8356704802051063,0.5669776432049716,0.619951440612783,0.6037963045055023,0.7289559100763018,0.5987200259604146,0.6483830051446797,1.0949766522127637,0.5815090276994416,0.5343088971083919,0.6257262026221929,0.8756201983602834,0.6256557219471941,0.8288783316384634
6,-9.770822405815125,0.598194291157693,0.8145401037988057,0.5907212652768498,1.0162351640757605,0.5754168422188071,0.565865420104214,0.5805286870961716,0.9922164227003184,0.5703782059854242,0.6255116560072482,0.8331043272946633,0.5651659982049538,0.6198703920759839,0.6025636590762197,0.7247878541632383,0.6033869347120148,0.6473113568432592,1.0875193046462721,0.5830642895271365,0.5314452774768741,0.6287407814938824,0.869819220107203,0.6219211761295448,0.8279751312314417
7,-9.778854727745056,0.5983484183874139,0.8146772567321531,0.5909996086968923,1.0146634041375922,0.5761388717499725,0.5664001068926735,0.5805756690652613,0.9907675218625527,0.5712540735589681,0.6234300139646416,0.8327001800842848,0.5656875405679185,0.6189191782795184,0.6012174624649279,0.7251417860199356,0.6017864594446053,0.6442677673682035,1.0871021263631613,0.5836808414922025,0.5340358258524661,0.6269413474087959,0.8700080335622581,0.620206990779962,0.8282379258266022
8,-9.780481815338135,0.5987872775966561,0.814906164061487,0.5911202817718614,1.0147766267925777,0.5761398275036513,0.5659806275171148,0.5801369718080199,0.9911302740877133,0.5710361037684827,0.6240687109726499,0.8331278494398443,0.5656254196301018,0.6194225065778654,0.601506571623721,0.7247147661520841,0.6023513424948204,0.6447294600964573,1.0872127933171833,0.5835944723424464,0.5336162916849803,0.6273698598264175,0.8704251647951908,0.620799745528302,0.8278845841698584
9,-9.780539840459824,0.5988918519921202,0.8149655294041962,0.5911723534431149,1.0148701405730807,0.5761440292850645,0.5658948895172776,0.5800573259630617,0.9912872132126759,0.5709811664919087,0.6241763328287259,0.8332387561482687,0.5655953322268849,0.6195249905907069,0.6015697365075974,0.7246979727065724,0.6024085582621002,0.6448617826485266,1.087287888052231,0.5835650627514255,0.5335835242658048,0.6273840794528601,0.8705564163877959,0.6209287045522333,0.8278197475721113
10,-9.78055688738823,0.5989136724306905,0.8149659087987203,0.5911753353062499,1.014853947893786,0.5761441049346695,0.5658743864821322,0.5800361973791208,0.9912713730512782,0.5709727297917533,0.6241618992272181,0.8332434622379317,0.5655818880578144,0.6195376236057868,0.6015445162876616,0.7247183827996876,0.6023444501117878,0.6448738861066087,1.0872989468685705,0.5835548466089646,0.5336113418488244,0.6273371107892974,0.8705594313681742,0.6209026918002076,0.827771625713089
