iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11]
1,-9.102998569607735,0.5987941712061884,0.6337230119335981,0.6553073473428261,0.6487797941389926,0.5960798537814014,0.5960798537814014,0.5960798537814014,0.6546642386527932,0.6631412150732889,0.5960798537814014,0.6020298118029161,0.5960798537814014,0.5960798537814014,0.7339957149976594,0.7723732260753704,0.5960798537814014,0.5960798537814014,0.6588846394311338,0.6833509056575715,0.6626146698333245,0.6000281360051889,0.6292333093913063,0.5960798537814014,0.6466093023101316
2,-10.719950255006552,0.598209379375787,0.6468999540931708,0.6837863167533245,0.6630234642351556,0.5955781424531689,0.5965096060108722,0.5890236420521688,0.6750431820984439,0.6806681602341488,0.6069477838049518,0.6025015891556832,0.5949847321867893,0.5984556179824629,0.7666217798318463,0.8207132458969358,0.59978393272592,0.5930872129168755,0.6817119979545397,0.7003312195017235,0.6862056060994541,0.6046307464338813,0.6344091158452886,0.5916557925499223,0.6582261662177866
3,-13.308747254312038,0.5964568095164128,0.6624297465350496,0.7375573741841953,0.6714611078442112,0.5886548004350324,0.5976183454736614,0.5973412942924431,0.7034924950686877,0.6819291415901062,0.6316687891564107,0.60988549331313,0.5830857514188876,0.6012328089249875,0.7652639898120884,0.837832479927441,0.6097759819191377,0.5736079615733508,0.712937571606429,0.6862266840724829,0.7090570096987943,0.6146927670375162,0.6309261690067914,0.5878243167079472,0.6549490473005223
4,-14.950763743370771,0.5971112563085206,0.6612667785623743,0.7400235663659518,0.6608627112615335,0.5841621111766288,0.5964929282801105,0.5980192823015574,0.6993220282151262,0.6725184398449712,0.6198794985313013,0.6177763003824528,0.5816908421570361,0.6041165076723007,0.7287910436465017,0.8019220442204783,0.6191430566576939,0.5673317454465783,0.7074112671066102,0.6703332578008441,0.7076098308917776,0.6124067710379493,0.6387352386749122,0.5890608420410702,0.6391810416267897
5,-15.776587307453156,0.5954960915360662,0.6783091096871886,0.7579472201022656,0.6458771638137505,0.5900224473713673,0.6028233401750087,0.6106492672497309,0.6957832514000741,0.6821470056608369,0.5974156586825409,0.6228693793905594,0.5849736411045073,0.6250120314428537,0.7079856888161402,0.8053992537706867,0.6433546450447009,0.5614941401612208,0.7129077832384686,0.6593377173212337,0.7185604805586896,0.6083604163613555,0.6627940678900415,0.5879452021393141,0.6270390893112695
6,-16.631323143839836,0.5961194613569881,0.6768518470663645,0.75369965386228,0.6445914270352072,0.5867188165155496,0.6101064419479593,0.6103545794763371,0.6898632305010935,0.6921921618703719,0.6013594710192217,0.6144061033056791,0.5884110893877762,0.6302209969868069,0.714639489130084,0.8143823290467957,0.645792450209574,0.5668039970197316,0.7136992218727536,0.6702233660471864,0.7136039591472738,0.6155022831429702,0.6603822961643163,0.5873882541301053,0.6273956702768287
7,-17.328145802021027,0.5954141995423382,0.6783298822586439,0.7589420836247102,0.6306949457480676,0.5857812265711136,0.6216986254973923,0.6147779597450175,0.6816409002125794,0.7051427439930197,0.6054569637413666,0.6010078378975229,0.5939974597858532,0.6492251312497102,0.7079498477606343,0.8270865767056823,0.6650779138911643,0.5731083441739825,0.7180945550325871,0.6878405403316397,0.7058000419506967,0.6325344873324431,0.6625390547871248,0.5870172392409283,0.6207420240968277
8,-17.52657839655876,0.5952354047117577,0.6744468529366238,0.7710380889595483,0.6261342088429656,0.5843130747860604,0.6226704274216917,0.6177487023374724,0.6945404614179543,0.7071028581554382,0.6047805660744086,0.5952898054369091,0.592724989380982,0.6567609538546099,0.7019128302741302,0.8391822102766675,0.6711708265344638,0.5729879221081162,0.7201091401352546,0.7023351146349406,0.7067543392498292,0.6417563329044853,0.6624695123648242,0.5868882873915544,0.6217140977316478
9,-17.772686928510666,0.5937454784557046,0.6684363702569305,0.7698865525056388,0.6172938283591008,0.5864130222082343,0.6181713548925479,0.6230440990807552,0.6964792918435053,0.7034109187345045,0.6044428554455878,0.5892739474120429,0.5909688847210105,0.6589295028856587,0.6838432582651316,0.8340351480052337,0.669019152339635,0.5747426981518287,0.7139437073236726,0.7040103920198971,0.703075707052733,0.6433058458450802,0.6619993330520862,0.5857363294894562,0.6197155481813277
10,-17.884248197078705,0.5926935196215694,0.6644602106079001,0.7672635216474305,0.6189552889915528,0.5865928260319727,0.6158776234141669,0.6283727407200473,0.7013493360872526,0.7027833604549233,0.6063748833866408,0.5849884058661561,0.5881665383990177,0.6559015735897264,0.6768470169052603,0.8326089416556374,0.6627132824624757,0.5754456405091558,0.7155867629453833,0.6977170577073301,0.7075376718144565,0.6391872652815569,0.6653972042848139,0.5864035020641362,0.6204504548785791
11,-17.964058935642242,0.5917484670909962,0.6617621786629301,0.7673348422254601,0.6148285097063164,0.5852390486647975,0.6177184187343147,0.6300783964982872,0.7059068328216672,0.7077827686705385,0.6067774531842329,0.5788190849306423,0.5868409532137369,0.6582484795767537,0.671979416519101,0.835913682206458,0.6637603966812933,0.5773448244919229,0.7169694360925192,0.698588605710113,0.7078914967850185,0.6422690325240588,0.666197529198425,0.5864885175464843,0.6183177472155297
12,-18.01037883758545,0.5914949344619221,0.6619314119410976,0.7641228543130186,0.6108495706164402,0.5814905875320261,0.6187402461991398,0.6311913541387933,0.7117302477329762,0.7155509830079932,0.6052593731839524,0.5739156863654992,0.5872521463275953,0.6603527071390486,0.6755820465202143,0.8445775697137111,0.6655459210192038,0.5808564012811863,0.7179900399098388,0.6996022541486915,0.7095718500161878,0.644143222826087,0.665962591668806,0.5881579770354995,0.616325267846621
13,-18.055238664150238,0.5905200940740255,0.6613687838150625,0.7589338220406746,0.6096212621935421,0.5809364031431457,0.615797785252667,0.6318605547112905,0.7152968899061948,0.7154124263935963,0.6047005847863728,0.5730106204627211,0.5853217580190636,0.6562697514202043,0.6754995218328035,0.8432548617340382,0.6618483168852208,0.5832966833132303,0.7170357330043826,0.696237054715865,0.7098766374640713,0.6430726493987375,0.6640560975324,0.5889224297098182,0.6142743955753271
