iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11]
21,-16.43903386592865,0.5797742506147492,0.6372655210802342,0.5110118636268035,0.605591469627687,0.626951980680769,0.5979596695945139,0.6191694674963426,0.5810483827885573,0.6248426151115952,0.6074054033411074,0.568934166794298,0.5739333268528182,0.6239597260221824,0.6456729983819759,0.6173568699018601,0.6149175935117669,0.6711447227786291,0.5727995205387925,0.599122179494379,0.6439923850045334,0.650338097047913,0.5560305702336864,0.6341953110866384,0.5390326523617439
22,-16.446795344352722,0.580132930578307,0.6368720954212883,0.5116616130779494,0.6072168051517319,0.627289877184081,0.5965680235702417,0.6188519563319236,0.5815192641871877,0.6246173095331977,0.6078658144866088,0.5687981313421351,0.5736691486186599,0.623732740608778,0.6461887973242576,0.6178274725579397,0.6141311645146579,0.6712990392285461,0.573225151942713,0.5992519817666144,0.6435500442815524,0.651661269938029,0.5554522682582184,0.6329790927434441,0.5401000801112064
23,-16.447184175252914,0.5808795994210494,0.6364374240086129,0.512510004443538,0.6081203616735196,0.6275248099299365,0.5961427770560096,0.618676830046814,0.581532642626212,0.6248398427027612,0.6081208580140428,0.5688780918353936,0.5739809065168245,0.6233798702979918,0.6462345403261565,0.6180788490415706,0.6142984902431807,0.6709681565335008,0.5736994584922629,0.5994906290292027,0.6437639186066011,0.651812637424309,0.555722941651272,0.6326776797084785,0.5405342184490814
24,-16.44807857275009,0.5807728771480778,0.6363568483657686,0.5122347155556233,0.6081356670970332,0.627613091666393,0.5960537099223538,0.618093169799158,0.581876458238394,0.6248694709548859,0.6082370025001756,0.5690173048620673,0.5737179180113903,0.6236114962042311,0.6461316697463122,0.618163694388142,0.6141139986480536,0.6707622377118213,0.5733199261572623,0.5995452775569612,0.643554294643121,0.6523344954553836,0.5554743751674613,0.632686131874404,0.5406237506419259
25,-16.450002312660217,0.5796329072025981,0.6363229513247891,0.510092517755493,0.6067615567216306,0.6275439839548631,0.5964229333474989,0.6151873953762552,0.5830691041734982,0.6248348097321963,0.608482251846892,0.5699082616752111,0.5718352096006937,0.6254071807225535,0.6450257348279591,0.6177650930640004,0.613171423238502,0.6697403298563682,0.5710586716023256,0.5994643242272293,0.6421889967935729,0.6540868100367656,0.5543621220001131,0.6330568454836178,0.5405329461816616
26,-16.45179894566536,0.578697653144318,0.6369673218801823,0.5089953446078075,0.6059465822209242,0.6271612486615415,0.5971861607819718,0.6150209927031896,0.5827533292179278,0.624554018153857,0.60890211807321,0.5696623343908914,0.5711300094476258,0.6259041895850734,0.6445877503946633,0.6177874334300699,0.6133676878222943,0.6700037911898535,0.5701043148780925,0.599452926604356,0.6422298055382203,0.654109244860089,0.5539913123335678,0.6334995811053048,0.5393272048243275
27,-16.45276066660881,0.578700918463093,0.6372237257217469,0.509166295325452,0.6058501628490105,0.626854822610602,0.5974215519825021,0.6154863469311161,0.5823791819507729,0.6243952134286781,0.609167772318498,0.569388010392249,0.5711879632483873,0.6259178085668657,0.6446459283637884,0.6179100223193922,0.6135375769645364,0.670380686025531,0.570153580406152,0.5994664399063838,0.6424362222978078,0.6537920297145493,0.5540197838252441,0.6335793457378942,0.5388260509824231
28,-16.45289209485054,0.5786443608112726,0.637300570085108,0.5091311847712021,0.6057731654150259,0.6267713251743849,0.5974885381220069,0.6155122403495461,0.5823121280705406,0.6243479012158671,0.6092409642378144,0.5693279052401499,0.5711143111622001,0.6259909575041165,0.644632069381867,0.6179334322146309,0.6135444964626454,0.6704418620650853,0.5700848604150023,0.5994749448078048,0.6424263540850845,0.6537831251945148,0.5539795386789106,0.6335939788726798,0.538678463263902
29,-16.453644067049026,0.5786964898948983,0.637127937143442,0.5095910930119416,0.605853232303079,0.6266241489118359,0.5973893760459951,0.615563477684311,0.5821551479179022,0.6242649591399877,0.6094437996716383,0.5692858644902198,0.5711182669812933,0.6260167015002508,0.6446522156109031,0.6179775339593812,0.6134760363045484,0.6704353927864404,0.5702144738873447,0.5995225136443767,0.6423266838296172,0.6537350765886025,0.5540005425908123,0.6334296613853702,0.5388002554334603
30,-16.454087138175964,0.5788696749236982,0.6369125164150059,0.510280399161766,0.6060949666282732,0.6264453027329998,0.5970531943260863,0.6156009125672192,0.5819948505449555,0.6241399488422041,0.6096033677660385,0.5692073737730184,0.571086788092399,0.6260563794005887,0.6448068476872586,0.6179909315330526,0.6131984588418733,0.670358072419941,0.5705304038926238,0.5996529358334508,0.642008447798373,0.6537456902460452,0.5540460204272228,0.6329677244887986,0.5390675118975674
31,-16.4548357129097,0.5789570287901897,0.6368271504081164,0.5105312558287229,0.6059860246679132,0.6263515342547386,0.5969735354359373,0.615512742498778,0.581950080555519,0.6241095949550431,0.6095966014028781,0.569338631941202,0.5711250296258712,0.626080795114686,0.6447790510470843,0.6180804279409111,0.6132149989969463,0.6700870917934051,0.5704322287607669,0.599641307011384,0.6419325691070196,0.653699392587673,0.5541421422319139,0.6330472864386723,0.5390749054283305
32,-16.45617374777794,0.5793183729126962,0.6363705507090495,0.5113822450646203,0.6056527511463669,0.6261021004518335,0.5965274461356334,0.6148522805406567,0.5820665676042885,0.6240585500469749,0.6095118995078467,0.5698863949148475,0.5711361609025121,0.6263101337935169,0.6446695040217245,0.618303869185088,0.6130374358307084,0.6690325851479261,0.5700794986062221,0.5995890638684052,0.6414400682412553,0.6538469873503618,0.5543506965477685,0.6331758700205953,0.5393572227704415
33,-16.456347912549973,0.5795150198222383,0.6363335811584016,0.5123814171622161,0.6053879824919814,0.6261932752001844,0.5959578564167816,0.6147096880448616,0.582244462935003,0.6241274659782895,0.6088579560252817,0.5703830557731152,0.5710796109258105,0.6264555029654237,0.6446799125594425,0.6184374571120018,0.6131728615141896,0.6680864474931512,0.5700628023102663,0.5992233651293917,0.6409807644875302,0.6541382595585323,0.5549255243781192,0.6333015797331937,0.5392283322268687
34,-16.458139896392822,0.5795689831016846,0.6364747627307699,0.512636390136035,0.605226087198531,0.6261159716742486,0.5957508164305922,0.6144685944949845,0.5820665014878396,0.6239451502985816,0.6090355709302563,0.5706022621170664,0.5708779407822575,0.6266889637307596,0.6443912302612996,0.6184855086922589,0.6133890454598985,0.6679702304138544,0.5697596551847919,0.5989273388812172,0.6409762555241136,0.6545836467457254,0.5550516777339572,0.6337726695325506,0.5388721222576334
35,-16.461701184511185,0.5794781188500161,0.6374442794017761,0.5123699193656547,0.6048059541387159,0.6259759417125378,0.5955220303617118,0.6140818559800365,0.5816418381580613,0.6234456011490308,0.6096593510613704,0.5707548905458893,0.5701827517110029,0.627257994770218,0.6435783874173139,0.6183587488141115,0.6141513582930785,0.6684480331131478,0.5689390988595644,0.5981537376255,0.6413665539445106,0.6557662615354279,0.5550605915493989,0.6349635157771948,0.5372781474868843
36,-16.462545722723007,0.5791728955571217,0.6377181983786092,0.5112673704129793,0.6046688947330523,0.6259775331822626,0.5954382734384949,0.6129951224027985,0.5820046872819888,0.6229817886206833,0.6105776957661783,0.5714162504306368,0.5692895118113521,0.628191273912401,0.6426876030588008,0.6183419482265954,0.6139773306566964,0.6686448805308747,0.5683328708168603,0.5978852270669004,0.641517548160942,0.6567815241262489,0.5550547487799686,0.635214049117517,0.537145094403455
37,-16.4632930457592,0.5790341179023323,0.6376732154440081,0.5109678930704813,0.604490203778091,0.6260996450012504,0.5954056333350429,0.61322394986519,0.5823334794610162,0.6231652086657671,0.610417916020562,0.571540476806169,0.569406939053194,0.6282516572621007,0.642983476225495,0.6183206171508441,0.6135323292036408,0.668336119916058,0.5686890414524997,0.5980053577145276,0.6417203716242927,0.6565838179200967,0.5548967789153931,0.635189144502347,0.5374234384221522
38,-16.46357700228691,0.5791716282924985,0.6374494189029623,0.5114557373840914,0.6044371625332188,0.6260566384452088,0.5949419373881354,0.6133100422414185,0.5825017622035635,0.6232962110948949,0.6102867964560017,0.5717391568160265,0.569328008537798,0.6283138984549567,0.6430486194798809,0.6183236679538755,0.6131903143526649,0.667858985157966,0.5688051608422099,0.5981558705118197,0.641465238592565,0.6565122261723877,0.5549403792410723,0.6348491079210397,0.5378495157978249
39,-16.46357700228691,0.5791716282926286,0.6374494189028738,0.5114557373845603,0.6044371625330456,0.6260566384451677,0.5949419373876966,0.6133100422414507,0.5825017622036365,0.6232962110950122,0.6102867964559275,0.5717391568162511,0.5693280085377266,0.6283138984551175,0.6430486194799176,0.6183236679538836,0.6131903143524597,0.6678589851575136,0.5688051608422345,0.5981558705118474,0.6414652385923926,0.6565122261724197,0.5549403792411651,0.6348491079209098,0.5378495157979668
