iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9]
1,-3.647967182099819,0.599250704613491,0.6061552287682714,0.595871258780948,0.595871258780948,0.595871258780948,0.6838660502945162,0.8609537599467396,0.595871258780948,0.595871258780948,0.595871258780948,0.6260560062370777,0.6996478197911572,0.595871258780948,0.595871258780948,0.595871258780948,0.595871258780948,0.595871258780948,0.595871258780948,0.595871258780948,0.595871258780948
2,-5.179704666137695,0.5992375508333947,0.6060072771872844,0.5866464383599334,0.6052167222027487,0.5970823304541626,0.7003485805586083,0.9064583124143829,0.583004536155945,0.5909829819441573,0.6004170836368518,0.6302309780418676,0.7088584079313851,0.5907527452222793,0.5938657408308289,0.6035929888734456,0.5938715101503533,0.5868591811895487,0.5861247475518025,0.5952027281795681,0.5972795596951894
3,-7.382217600941658,0.5992976205170295,0.6080929456804807,0.5701581398731878,0.6163000962278544,0.6079334258400482,0.6868661254311029,0.8646543092422583,0.5407483429049635,0.5700468382215419,0.6132228642622569,0.6187386072212894,0.6803479417485925,0.5622451414839165,0.5989208320972313,0.6227202405081186,0.5867500329539124,0.5573404203848805,0.5602711059538835,0.6043975398343511,0.60125306123365
4,-8.230657175183296,0.5993359609222881,0.6086648999716489,0.5709139506816616,0.6005317881471499,0.601006653797616,0.6693217449166032,0.8645662044875805,0.5384343525775508,0.5688474071963218,0.6138961335375108,0.6234076565423801,0.6758819237588249,0.5617273415245964,0.5952610489659044,0.6306130677431339,0.5795414806645511,0.5585782235849791,0.5616227555074212,0.6027865251723108,0.6072839640071775
5,-10.03228797018528,0.5986596895312843,0.5990722108888167,0.5725467854764256,0.5444723814369153,0.570954229806426,0.5903399107436436,0.8262414279092193,0.5394550720278924,0.5704713969073716,0.6094730133844452,0.6439621389794195,0.6354802540401194,0.5579372601556464,0.5793038646189196,0.6658117729293762,0.5278365356905037,0.5633455823760752,0.55928699509766,0.5966796779485948,0.6402575200001999
6,-11.30336806178093,0.5996108563698709,0.5940668403864776,0.5751794522706504,0.5383242332704024,0.5569268605474395,0.5679552155580593,0.8063876604755452,0.5441218359256493,0.569371109896125,0.6090892414644389,0.6516626602955627,0.6120508006600481,0.5578163456288904,0.575068745447524,0.671115844213929,0.49826497836385,0.5773125415882658,0.5473891353866255,0.6025360508647226,0.6621206598564411
7,-12.910793364048004,0.5990638920186028,0.5883401442972782,0.5880644275589685,0.5496427108093657,0.5486539102115063,0.5759495895877584,0.8201390937835289,0.554886387029498,0.5737850921551124,0.6102812771694268,0.6586450474915753,0.6024311054097728,0.5710511081757593,0.5803295314758967,0.6560610187053809,0.46753598440794014,0.5982438057194656,0.5303272257023541,0.6249496116421364,0.6892831147536814
8,-13.765515893697739,0.5982495178204426,0.592742891449783,0.584854980445388,0.5896743884630433,0.5566807602201562,0.5855838476992128,0.8198640057257185,0.5515050467228371,0.5732392763316152,0.6109884067145294,0.653318107123338,0.5971656191593232,0.5644383385232044,0.5919376446316824,0.6260895112912597,0.4748227486122171,0.5980633668045113,0.5149869414227379,0.652603134088963,0.7037177524080303
9,-14.71786642074585,0.5974575145104685,0.5943580986175916,0.5870033995459517,0.5844494511146784,0.5545020401576631,0.5715085380901288,0.8226420264309112,0.5573166839054952,0.5836256874779919,0.6077684378081639,0.6597745051437662,0.5940518139986768,0.5673639901771921,0.5888363941954775,0.6160697422873944,0.4724996274672385,0.5980934474407423,0.5222661246354314,0.6588242792740616,0.7127006302442037
10,-15.595809996128082,0.5970991152171046,0.6065390861023133,0.5857818870095163,0.5850642477366352,0.5542124267563061,0.5550679496081973,0.8410808141736393,0.5653219756062478,0.6090096204142831,0.5978946626067181,0.6797219550784431,0.5879108622334385,0.5693239748857405,0.5819244929494891,0.574260317679319,0.46726657562415536,0.5935010909815777,0.5323358452138915,0.6843210278467179,0.7380141497845326
