iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5]
1,-3.375615008175373,0.5974579465908323,1.1700601845121654,0.5908175456577008,0.5908175456577008,0.7145618736398235,1.088978095772343,0.5908175456577008,0.5908175456577008,1.1337558958242004,0.8797011951094571,0.5908175456577008,0.8434157364467452
2,-7.727973580360413,0.5971481708703452,1.2228368040919977,0.607978462654282,0.5804013171869951,0.6937124415587455,1.1742830422646515,0.5599513122891411,0.572218068432288,1.1652140121093444,0.9168985634132824,0.5910462749492212,0.8587089297427464
3,-7.933239929378033,0.5982142035598518,1.1451749183195956,0.6732777757322816,0.5500947911154214,0.6360922757965206,1.201540106090722,0.5062034611053908,0.5109730850388883,1.0694226248915348,0.8803191065737844,0.5981921225584187,0.8058074471338914
4,-8.642318785190582,0.5977984766628585,1.1622266817980857,0.685115546792977,0.5431776031177068,0.6463713673988969,1.2099750672953478,0.5121826104027285,0.504963940177619,1.0890591949892374,0.8759867662220489,0.5901126895070848,0.8007565456425991
5,-8.966629683971405,0.5971710637705991,1.1542285317547827,0.6802101822791677,0.5523418410113858,0.6713000501683972,1.1573362231540443,0.5463726541308607,0.5244483350518548,1.1025767698403703,0.8480835952901331,0.5749380352030902,0.7799065716826357
6,-9.566971972584724,0.5972221789682755,1.1610069105246943,0.6814512801687348,0.554391055008205,0.6623543111016141,1.1738991784559654,0.535695578949046,0.5218363668242325,1.0938922641742628,0.8664897643583631,0.575947294333237,0.7937528728172312
7,-9.712170094251633,0.5964299401400603,1.1707652869112979,0.677694904259522,0.5618923574400044,0.6669776781102331,1.1712302943531498,0.5400276952705722,0.5299667264957018,1.094443769245767,0.8774574838816882,0.5715682799352678,0.805526151987968
8,-9.760134756565094,0.5968890483345802,1.1868060617107334,0.6734898097446274,0.5749131330220655,0.6734416394307184,1.1625454514164304,0.5521394220242908,0.5408673701400142,1.1025573957018047,0.8895874697081305,0.5679256141148817,0.8231620988971784
9,-9.779468387365341,0.5956859744840758,1.1803959946287392,0.6785162641147563,0.5703744582432246,0.6708168943967573,1.1641687156186034,0.5485462927930174,0.5366894654272188,1.0973218668523523,0.8826316488568996,0.5689931973437737,0.8145768728717638
10,-9.779547899961472,0.5945736857813162,1.1807228995437475,0.6786468116557277,0.570708950405071,0.6706312300253873,1.1634401664227643,0.5487629217792687,0.5362978022897256,1.097152549856802,0.8832506330727324,0.5691381044774622,0.8137403428746569
11,-9.780498266220093,0.5930969196163496,1.1821071487956176,0.6772360790196555,0.5712865904160641,0.6705534511183993,1.1627803086299882,0.5489150114561158,0.5367060956925852,1.0975948172464325,0.8845252432501483,0.5691972136355157,0.8138281443485966
12,-9.780513644218445,0.5927573559101169,1.1823934569625432,0.6770054229095565,0.5714241701043757,0.6705382738668906,1.1626525539181496,0.5489607513231154,0.5367679039305363,1.0976832145915625,0.8848157545929619,0.5692203697009579,0.8138675240244995
13,-9.780541568994522,0.5927454744893862,1.1823878182595415,0.6770177126093742,0.5714187841339243,0.6705331093663515,1.1626534175978869,0.5489532078965188,0.5367610178326176,1.0976716648915965,0.8848058043167691,0.5692223322653859,0.8138580608664238
14,-9.780541568994522,0.5927454744889724,1.1823878182593162,0.6770177126107427,0.5714187841335329,0.67053310936639,1.162653417597748,0.5489532078965633,0.5367610178319201,1.0976716648915847,0.8848058043157211,0.5692223322653978,0.8138580608656554
