iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9]
1,-5.339804694056511,0.5995234481169595,0.6490434046589972,0.598162922239895,0.598162922239895,0.598162922239895,0.6641743978466043,0.7466159900083352,0.6166567126550491,0.6948959836663318,0.625031217287453,0.6230308295412512,0.7165781525425354,0.6663819820636931,0.6644136155902649,0.6360729055814592,0.598162922239895,0.598162922239895,0.598162922239895,0.6523886858616849,0.6036560759090185
2,-7.9380340576171875,0.5997144792177773,0.6891393325113598,0.5535989348697952,0.6202788434729811,0.5987649574331234,0.6496658332382854,0.8562916074797687,0.5960602111620179,0.7061698742893819,0.6235572669508808,0.6445774443143006,0.7582763736574113,0.7011290910078417,0.7608933137021532,0.6338902084516065,0.5970390030534017,0.6252739933690212,0.5780734025895905,0.6635967295117541,0.6037621211812986
3,-11.156871020793915,0.5997477935765211,0.6777748677707163,0.5667946195559482,0.610369235839389,0.604869215896065,0.650626319396671,0.7956238743242721,0.5984004546663794,0.6986218262580428,0.6245311412459433,0.6407007767865884,0.7444871962025327,0.683537319653814,0.7297932696545831,0.628939505796053,0.6020238978328962,0.6188188476338488,0.5922905056352592,0.6554623659310412,0.6086597340526085
4,-11.955476999282837,0.5991145434652786,0.6865611826229548,0.5700032412173562,0.6145595889286406,0.6038970905859686,0.6618477064608682,0.7900973838649666,0.599693396857282,0.6971388518801733,0.6371572793149606,0.6451666525480694,0.7522371391268956,0.6896480079144212,0.7246027579941677,0.6333666696582725,0.6147022992141606,0.6249308043957852,0.598715714523688,0.6676032923028713,0.618558746717857
5,-12.25235116481781,0.5997022024822775,0.6991019005196374,0.5693530045188266,0.6161985498466629,0.6056739541386764,0.6668529543518181,0.8016346128400483,0.6005228965026367,0.6991866847889405,0.6459272006073902,0.6478857437476713,0.7633952405099196,0.6983834929480839,0.7316743693107857,0.6378297255982811,0.620918897030357,0.6296425295944954,0.600999374029128,0.6738208115335379,0.6273404660571924
6,-12.569376707077026,0.5996773089232074,0.7089063471539142,0.573655109448784,0.6102038822462743,0.61124398152807,0.6656788492600796,0.8013947024804985,0.6017828705883068,0.6898729069006094,0.6569418657269225,0.6442055066211405,0.7642963138918033,0.6996611320564428,0.7265423404717042,0.64238655752402,0.6249475372915717,0.633578425783264,0.6027060643216293,0.6741984132440766,0.6421248508846432
7,-12.903207957744598,0.6014153497278275,0.7155543852325129,0.5785685879878661,0.6016081347825587,0.6190878616642194,0.659334254574911,0.8055212817232581,0.5957350797853268,0.6731900939685964,0.6638386765661806,0.6407456538597361,0.7616523645168014,0.6996736846451453,0.7109837443534235,0.6388743951737058,0.6282318702413114,0.6324776442247243,0.6064355781432506,0.6739540350340345,0.664808517979147
8,-12.959083437919617,0.5989596979853157,0.7232063734505887,0.574734640509629,0.5895590968535447,0.6298456232364384,0.6573083669864239,0.808825478954341,0.5868327471019458,0.6475087224700247,0.6633427601710528,0.640591697417005,0.7603811260866394,0.7070302773167837,0.6947041802374302,0.6265763882587003,0.6225718593199319,0.6228933717324463,0.612901804386184,0.6716801630677431,0.6887718861984847
9,-13.113022595643997,0.598122947969537,0.7190670275702213,0.57532214898282,0.591647627692196,0.6310658253902675,0.6536342611334985,0.808829416767165,0.5813814055058377,0.6529172473427717,0.657858331080216,0.6421122436889531,0.7602398522113196,0.7036563983363602,0.7015613161437662,0.6226429430692813,0.6222787553163295,0.6260210717422172,0.6088717791168361,0.6719324031909943,0.6784742573039376
10,-13.129305213689804,0.5978107233399091,0.7184070077653398,0.5745465330821322,0.5933859977550939,0.630102512276301,0.6556127539603622,0.8069151190269191,0.5834006316047048,0.6556758130189637,0.6564932218962078,0.6430290400787194,0.7607790779022133,0.7039004213222175,0.7041883840084441,0.6230893633846215,0.6221165249539977,0.6256302942149492,0.610425073069642,0.6719134966314655,0.6734563696492557
