iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7]
1,-0.07965658605098724,0.6016081929353632,1.0094935715045215,0.585477136171368,0.7952018628673735,0.585477136171368,0.9228894038001471,0.585477136171368,1.018472648726966,0.6440912896445413,0.585477136171368,1.1531736977389624,0.585477136171368,0.585477136171368,1.0529892341359655,0.585477136171368,0.585477136171368
2,-1.586631529033184,0.6014877494075649,0.8519054008999986,0.567099387368279,0.7254917747375687,0.6122659681144625,0.7654659635572371,0.536612653528489,0.9266768296400357,0.5973064325959999,0.5193733462490039,0.9754198576684237,0.5695487823826555,0.6527140148714612,1.0519700585923326,0.5140802320242996,0.616352008092672
3,-6.906261295080185,0.6006173403566128,0.5228246226358215,0.6037767274290944,0.5576880786978803,0.5885813507982269,0.4891710807839819,0.518234571253416,0.6014549575678267,0.5500540730448878,0.4485735745158995,0.5787870418059893,0.5375158877434109,0.7040519521175133,0.7685099488523871,0.5057215406120549,0.6516303114292592
4,-8.26414805650711,0.6007530288827062,0.5531157464512871,0.6059433358509081,0.56524699985466,0.5834169609474066,0.5143840258116751,0.5256330266413005,0.6246743903552708,0.5523735291962207,0.4442232903309457,0.6180597234231335,0.5452855753810985,0.6912735343743031,0.7928685252019628,0.49683888650826535,0.6640038973375658
5,-9.35362258553505,0.6010547074788712,0.5572696977935084,0.606545408062925,0.5625415317377801,0.581172822999979,0.5370480330593378,0.5292690124069713,0.6362556153023516,0.5456438172982739,0.45333059243870766,0.6302087032370771,0.5557039281400542,0.6744052092459633,0.7817096897862367,0.48968383041985336,0.6855714984151605
6,-9.688627988100052,0.5989575641689827,0.5485694318156573,0.6090423203972211,0.5496017693984603,0.585355304264478,0.5508351527043995,0.54175912658629,0.6430611636094733,0.5344698889447406,0.4678320427084516,0.6313180960111792,0.5656663153458158,0.6600316122133109,0.7618457427754164,0.48066285826525773,0.708751776826855
7,-9.770492523908615,0.5987057134895019,0.5423703390108203,0.6079042491502159,0.549191422942148,0.5863166781477527,0.5384021640644113,0.538268647341736,0.6384424027092882,0.5365739481018674,0.4613657516073267,0.6246135013173443,0.5582617975589772,0.6676934175622535,0.7634144123605282,0.4789391065556727,0.7041568137544794
8,-9.77937912940979,0.598307298534345,0.5418470489015047,0.6084544580532169,0.5486339529838897,0.5848078829597552,0.5378594360661884,0.5382138547813625,0.6351105595239085,0.5362473320069768,0.4600645218715592,0.622478431211345,0.5604485136189052,0.6666785088226761,0.7633487641508676,0.47883242520094815,0.7053566738533281
9,-9.779942870140076,0.5986638080412823,0.5429862167422468,0.6086876121203479,0.5486102408941101,0.5842712002712029,0.5390053676440918,0.538554309489405,0.6359849638399334,0.5358479948113807,0.4605331358939086,0.6240177076815775,0.5605159870241507,0.6658345685068575,0.7637051316772506,0.4788103883331657,0.706235593440316
10,-9.780483603477478,0.598786443271198,0.542455447244976,0.6086382290736614,0.548138973372947,0.5845057187574486,0.5380057014434404,0.5384502315165809,0.6354124656591446,0.5358244120593302,0.46018274015178073,0.6231661466001338,0.5601028801826655,0.6659648140507628,0.7636341065637354,0.4785821129525807,0.7061685208475786
11,-9.780505299568176,0.5987997810735842,0.5425427128710165,0.6086290724669813,0.5481155715942152,0.5846072488454653,0.5381046815397872,0.5386034507997836,0.6355734822724944,0.5359541992868672,0.4603496326195813,0.6233501657022547,0.5600620292714862,0.6658989259927842,0.7635240842010173,0.4787194524744304,0.7060327858379768
12,-9.780505299568176,0.5987997810737962,0.5425427128712174,0.608629072467028,0.5481155715940993,0.5846072488457144,0.5381046815395977,0.5386034508000693,0.6355734822729007,0.5359541992871552,0.46034963261959577,0.6233501657026805,0.5600620292706004,0.6658989259927752,0.7635240842007416,0.4787194524748256,0.7060327858373578
