iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9]
1,-5.617285832762718,0.5988566081529635,0.8890711439485991,1.130316966847019,0.5903866451642775,0.5903866451642775,0.9546141102147092,0.5903866451642775,0.5903866451642775,0.9470440676412266,0.6299203961351646,0.6843054350664018,0.8186687623325842,0.5903866451642775,0.6896527633165507,0.9820407293041823,0.6369680269164667,0.5958798466201618,0.8548334579082453,0.5903866451642775,0.9351419499231534
2,-5.810960188508034,0.5984256959722833,0.9744146565318228,1.3009914330372994,0.5721539116343999,0.5786508490394345,1.0853098269766557,0.5903190979464089,0.5874918965441019,1.064623808734532,0.6488805644161137,0.7178543061647559,0.8854321161021141,0.6237913031516393,0.7288184934891404,1.1262976702849539,0.6347240015886383,0.5961919019453306,0.9341563443268309,0.5900118163711452,1.044465397786889
3,-10.936903238296509,0.598422962186152,0.9257200144680546,1.2429918164957698,0.588159746942664,0.5358587192390523,1.0499909356145962,0.6373896064343485,0.5996106044222713,1.0131296637506069,0.6439199093803553,0.7009675649162018,0.8497152132256793,0.6561967385189911,0.7234808802369758,1.0737567928417648,0.6060883495241909,0.5947722002759626,0.8941454625643539,0.602229363441495,1.0098454814292515
4,-12.824051141738892,0.5986428743365101,0.9277067713536081,1.2302813881047556,0.6089119113593714,0.5422310517588492,1.034083376222325,0.6415629734344754,0.5992130280682803,1.011034942371553,0.6574967875373369,0.691409909948884,0.8548160332209419,0.6349545372330961,0.6959130580207622,1.0636382910722597,0.601997950826414,0.5817126245367719,0.8855981314800667,0.60949507197741,1.0020619860472533
5,-13.739904373884201,0.5988317185891737,0.9290981395007177,1.2227705195718632,0.6057401992774245,0.5490301182730525,1.0382351126622944,0.6288945589589534,0.5943389354454812,1.010850244167564,0.6737330245806478,0.6876160591586259,0.8581177917483764,0.631149253625442,0.693481106886529,1.0636717295754856,0.5991996472090502,0.5796573981058664,0.8796946409143057,0.6111895777653076,1.0029818170868379
6,-14.481060415506363,0.6009822884488867,0.9177824536376415,1.1757329195540496,0.6038737948058941,0.5602353142574797,1.0333256665134114,0.6136970486772745,0.5825308894008525,0.9942988997802771,0.728142401688208,0.667770922547466,0.8588419694980172,0.6238456091919983,0.6793922728387084,1.0377950245628547,0.5829716730563076,0.575264960504988,0.8495601371066094,0.6199692597129953,0.9971790173208006
7,-15.081637650728226,0.6019351227094994,0.9259351831059701,1.1976225107313212,0.6152698496585943,0.5565924727279666,1.0491127015046697,0.6168950150391608,0.5967981054176802,0.9981233129558215,0.7377932362236523,0.6749846758810262,0.862551117874454,0.6299450803755368,0.6910448435977588,1.053690343357295,0.5704383270503284,0.5789857909646761,0.8528719670084756,0.6186195105055806,1.025040984217429
8,-15.445362150669098,0.601285853432228,0.9218737600979229,1.1953935683222627,0.620117277430038,0.5544893086476265,1.0433258033846204,0.6231461262940354,0.5984006439662765,0.9891285877363207,0.7345452087491746,0.6789413673501569,0.8564059593388907,0.6277221006646386,0.6987424697018154,1.0457900305153771,0.5702855571660186,0.5798793409217883,0.8498216056143728,0.6161536030865915,1.0255286718786902
9,-15.615576207637787,0.6008019729250025,0.9240629984980024,1.196001400375817,0.6273447896891617,0.5538014271849866,1.0458188333250205,0.6339879754176769,0.5977644268310144,0.9815848693016243,0.7440464979295147,0.6790098077801986,0.8570467482094263,0.6298667886774294,0.7062608758942063,1.043561182412222,0.5653264862366318,0.5795328594379173,0.846475478023899,0.6164383360157403,1.0371471076371523
10,-15.893908739089966,0.6004751091485161,0.9373705369552697,1.1987239044200473,0.6309806465900527,0.567000815714515,1.0459690040726453,0.6426932877692548,0.581880832269434,0.9623576581008274,0.7643531823744548,0.6751379224413533,0.8791834278635147,0.628122085676978,0.7087119179888046,1.055780610687384,0.5742296589353117,0.5761252826118085,0.8536220730382258,0.60512633385687,1.048737793990389
