iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7],gamma[8],beta[8],gamma[9],beta[9],gamma[10],beta[10],gamma[11],beta[11]
1,-4.838197931647301,0.5984273415588961,0.584813737332241,0.6981588001259313,0.584813737332241,0.584813737332241,0.584813737332241,0.584813737332241,0.6169099709607807,0.7343610860226303,1.1737789824302831,0.584813737332241,0.584813737332241,0.584813737332241,0.7528670717379966,0.584813737332241,0.9011251642822629,0.5894195899927712,1.2013005051496017,0.584813737332241,0.584813737332241,0.584813737332241,0.584813737332241,0.584813737332241,1.004788268952058
2,-10.113714307546616,0.5989163539792406,0.6152556434847096,0.729708425667104,0.5753034406785081,0.5678409353547442,0.6478423549267703,0.5746850935649427,0.7730337779784766,0.8086678314630735,1.4772266847651547,0.5666976215325044,0.6365661479532162,0.5990485060466841,0.9212429203444068,0.6653300993485193,1.0757889984987787,0.5464304432014973,1.4862794660415797,0.5923199045360585,0.6010618885966178,0.5042205158214531,0.6035480087376779,0.42480929612984664,1.173122302834901
3,-10.580631822347641,0.5989603745385338,0.6214290013241838,0.7319301749856921,0.5773895229740956,0.5701022921998635,0.6504799273463134,0.5713838592171024,0.7812331040085673,0.8157314561498161,1.525158498709028,0.5643008565382194,0.6391850224725647,0.6003636628883026,0.944354247701358,0.6706349827908216,1.1007378224329056,0.5399003567501985,1.5364238544031315,0.5978241454469534,0.6054504120802221,0.49937100502516557,0.6052897302291509,0.4109052799790735,1.2060098139203386
4,-11.523489966988564,0.5996720610761848,0.635277224181823,0.7113426267675388,0.5954151138741623,0.5832941799434492,0.6393369433260435,0.5694787670788553,0.7317409415097025,0.7787024641464422,1.4784713424092497,0.5656764399369079,0.6305198165380208,0.5963124639911868,0.9304372969108742,0.6545772477635482,1.0714265862235524,0.5300346614238788,1.5097146974492772,0.6239523820567304,0.6212744963703101,0.5200212129593381,0.6065453821263612,0.43037283798434617,1.1950556238638113
5,-12.904820442199707,0.5996326682671802,0.6203983961285826,0.7310531550618115,0.5873633923903184,0.5752063800791184,0.6461486781370122,0.5745005946478031,0.7401612229456513,0.7963301202409143,1.5102895646925971,0.568547161282123,0.6318836165834034,0.596657281878882,0.9318604899561832,0.6564088555930739,1.0894497206855005,0.5326296704870501,1.5352864296634174,0.610526356638196,0.6156845030097852,0.5111080134855065,0.6014204272855842,0.4250201414192542,1.2176027918186083
6,-13.06994166970253,0.6009488481654777,0.6170105734587323,0.7383845609489295,0.5839382251318962,0.5735717583874306,0.650221172331767,0.5773083799776733,0.7371461990352761,0.7965065430053905,1.5154508049950537,0.5714409383877664,0.6329707577905778,0.5964010163637261,0.9291452871918813,0.6538050122458082,1.0915521329645785,0.5292927209322996,1.5422751560127819,0.6065872480435544,0.6198295413157465,0.5122276559428989,0.6009912220984995,0.4199639028256808,1.2290073052648072
7,-13.150977969169617,0.6023529853928773,0.615817751461972,0.7386860062370894,0.5841517620908133,0.5723131739674343,0.6527288112737418,0.5775897268501867,0.7380461240122911,0.7913853212158642,1.513859425970183,0.5734012818659291,0.6347192940127573,0.5958463019522198,0.9321536903730656,0.6516974214479468,1.0932065272557325,0.524615873863734,1.5438129032572512,0.6054529999754741,0.6268387217995409,0.5122115700370448,0.6028000870001644,0.41263791039829617,1.2334882979177546
8,-13.167209506034851,0.6018528903390252,0.6114700610100727,0.7408788998042717,0.586655372070464,0.5715817328159258,0.6533472178577505,0.5787541998966999,0.7360230163515136,0.7884337961291986,1.512985877147698,0.5721425764963366,0.6329063168599915,0.5942226642814079,0.9334452829636982,0.6471875167289902,1.0955374520600858,0.5221419743694562,1.5449734234755736,0.6039656129786898,0.6290096223599108,0.5143560530632441,0.6035650245174519,0.4128809389051135,1.2367627632772218
9,-13.177241504192352,0.6013364868398177,0.6102223155399009,0.7404326609784441,0.5863293995967859,0.5709666329484427,0.6527015937379963,0.5782827005975866,0.7370667894331722,0.7891915205686867,1.511945422755019,0.5719516418670056,0.6323967770472712,0.5945534066509116,0.9336317388402802,0.6475704861748232,1.095074586822086,0.5228203625788193,1.5429738290448847,0.602956258849812,0.6282674840311373,0.5136787975587186,0.6032142447349276,0.4134602325734989,1.2343590464598564
10,-13.178907632827759,0.6005332870418346,0.607582363286549,0.7417404478837399,0.5868853986523292,0.5698706830336375,0.6524195641451437,0.5780997183090615,0.737579255858507,0.7899144694555571,1.5142004696640208,0.5715267932513045,0.6316866119552077,0.5948450481471778,0.9353009392471927,0.6474246260812345,1.0971890660436212,0.5220727386697931,1.5448127161490828,0.6021141709227281,0.6279108197538064,0.5133091677064823,0.6037078035957749,0.41289453360687395,1.235006628315078
