iter,energy,gamma[0],beta[0],gamma[1],beta[1],gamma[2],beta[2],gamma[3],beta[3],gamma[4],beta[4],gamma[5],beta[5],gamma[6],beta[6],gamma[7],beta[7]
1,-6.643466085195541,0.598789452580964,0.5952006262722935,0.5952006262722935,0.704392491656208,0.7482576123606219,0.599881897812777,0.5952006262722935,0.5952006262722935,0.6804423522722745,0.5952006262722935,0.6655270302109015,0.5952006262722935,0.7569676486683191,0.5952006262722935,0.5952006262722935,0.5952006262722935
2,-8.443660095334053,0.5977779970175616,0.599733096211656,0.5891773511333394,0.7207239830694121,0.769648903004734,0.6133805305883929,0.5511471313842273,0.5934794976557565,0.7297463091732649,0.56319163737047,0.6158832698907638,0.5764389223891764,0.7770473463069257,0.6249463793732555,0.5924966433832644,0.6052297880805761
3,-10.011386841535568,0.5971611206123882,0.591050140181637,0.5783430838640371,0.6766943755534237,0.6767780956161241,0.5986062018572029,0.5227121074198701,0.5955900464718685,0.7277348231920686,0.5303601624513895,0.5327225228927555,0.5476254662316087,0.685064059403312,0.6529131833420397,0.5941944605205111,0.6218415386152444
4,-12.32720559835434,0.5965472788135889,0.5746779394340101,0.5778577080475865,0.7054330310851397,0.6887018319979097,0.5906356754231457,0.5113263273379876,0.6098725994068817,0.7521185458733837,0.5100311083246541,0.536778041725113,0.5524392589428921,0.7154142928258367,0.6393588748861964,0.6046126807923058,0.6288134767136616
5,-12.996972382068634,0.5966915911933238,0.5611767848661338,0.5673088125755299,0.7175173754614379,0.681654815725128,0.5875177226172695,0.5032017641557132,0.6240729109115679,0.7793742157306269,0.49291788178539586,0.5200746535763278,0.5548104822311765,0.7287415377051657,0.6373365355279031,0.6104565794334138,0.6378255056428427
6,-13.2235167324543,0.5971837691478518,0.5512482755571075,0.5586384285277234,0.7217668812126354,0.6825517251016636,0.5840968655527254,0.5101664752533418,0.631162711297272,0.7863607455085119,0.49919671261870685,0.51759759489945,0.5668988416513681,0.7300423725101417,0.6380045533350068,0.607615999980579,0.6394460428457551
7,-13.402107954025269,0.5992290814958353,0.5429571549558523,0.5519405301848802,0.7281492679278887,0.6818761944340754,0.5816151791059007,0.5151377584431515,0.6397060360113986,0.7965608066883314,0.5082833187819401,0.5223942536235366,0.5727832373722688,0.722660044896714,0.637060618684903,0.5997821065147272,0.6423538010737687
8,-13.496679693460464,0.6015409895400687,0.5347186712648714,0.542352855450806,0.7427262396246304,0.6984777423432724,0.5776126429199404,0.5217406852122577,0.6515138686379792,0.8179355637287573,0.5326947197210369,0.538578721135993,0.5825853945091186,0.7146381162367336,0.6323242393595004,0.5838476785173047,0.6465296244148977
9,-13.622511208057404,0.5958489999692158,0.5337730432885293,0.5428594514908401,0.7520278865330176,0.6969482627971867,0.5773519580093165,0.5119048346169858,0.6496389572080832,0.8240582419970075,0.5357239789807189,0.534719927796605,0.5780996189546653,0.7129667337287254,0.6289038023583395,0.5850093701925334,0.6503967423517797
10,-13.638383507728577,0.58847082045883,0.5414888149450118,0.5496652613238835,0.756217500078587,0.6979219453870215,0.5825654350714008,0.5061795038782874,0.6329113565532792,0.8170176767885243,0.5316821613842305,0.5384826491810333,0.5686696016264121,0.7200678712070433,0.6246968382898672,0.5929926308947632,0.6514053070187514
